"actor_id","identifier","namespace","datasource_id"
"KG","417","ISO-3166-1 numeric","ISO 3166-1:2020"
"LA","418","ISO-3166-1 numeric","ISO 3166-1:2020"
"LV","428","ISO-3166-1 numeric","ISO 3166-1:2020"
"LB","422","ISO-3166-1 numeric","ISO 3166-1:2020"
"LS","426","ISO-3166-1 numeric","ISO 3166-1:2020"
"LR","430","ISO-3166-1 numeric","ISO 3166-1:2020"
"LY","434","ISO-3166-1 numeric","ISO 3166-1:2020"
"LI","438","ISO-3166-1 numeric","ISO 3166-1:2020"
"LT","440","ISO-3166-1 numeric","ISO 3166-1:2020"
"LU","442","ISO-3166-1 numeric","ISO 3166-1:2020"
"MO","446","ISO-3166-1 numeric","ISO 3166-1:2020"
"MG","450","ISO-3166-1 numeric","ISO 3166-1:2020"
"MW","454","ISO-3166-1 numeric","ISO 3166-1:2020"
"MY","458","ISO-3166-1 numeric","ISO 3166-1:2020"
"MV","462","ISO-3166-1 numeric","ISO 3166-1:2020"
"ML","466","ISO-3166-1 numeric","ISO 3166-1:2020"
"MT","470","ISO-3166-1 numeric","ISO 3166-1:2020"
"MH","584","ISO-3166-1 numeric","ISO 3166-1:2020"
"MQ","474","ISO-3166-1 numeric","ISO 3166-1:2020"
"MR","478","ISO-3166-1 numeric","ISO 3166-1:2020"
"MU","480","ISO-3166-1 numeric","ISO 3166-1:2020"
"YT","175","ISO-3166-1 numeric","ISO 3166-1:2020"
"MX","484","ISO-3166-1 numeric","ISO 3166-1:2020"
"FM","583","ISO-3166-1 numeric","ISO 3166-1:2020"
"MD","498","ISO-3166-1 numeric","ISO 3166-1:2020"
"MC","492","ISO-3166-1 numeric","ISO 3166-1:2020"
"MN","496","ISO-3166-1 numeric","ISO 3166-1:2020"
"ME","499","ISO-3166-1 numeric","ISO 3166-1:2020"
"MS","500","ISO-3166-1 numeric","ISO 3166-1:2020"
"MA","504","ISO-3166-1 numeric","ISO 3166-1:2020"
"MZ","508","ISO-3166-1 numeric","ISO 3166-1:2020"
"MM","104","ISO-3166-1 numeric","ISO 3166-1:2020"
