"name","type","iso","locode"
"Aurora, CO","City","USA","US YAO"
"Aurora, CO","City","USA","US A8U"
"Aurora, CO","City","USA","US QQY"
"Aurora, CO","City","USA","US AUU"
"Aurora, CO","City","USA","US AAN"
"Aurora, CO","City","USA","US AUQ"
"Aurora, CO","City","USA","US AUR"
"Aurora, CO","City","USA","US AUF"
"Aurora, CO","City","USA","US AUX"
"Aurora, CO","City","USA","US UOR"
"Aurora, CO","City","USA","US UOA"
"Aurora, CO","City","USA","US 4UR"
"Kansas City, MO","City","USA","US KSJ"
"Kansas City, MO","City","USA","US KA3"
"Kansas City, MO","City","USA","US KCK"
"Kansas City, MO","City","USA","US MKC"
"Denton, TX","City","USA","US ZDN"
"Denton, TX","City","USA","US DTE"
"Denton, TX","City","USA","US ENT"
"Denton, TX","City","USA","US DTQ"
"Denton, TX","City","USA","US DTN"
"Vitoria-Gasteiz","City","ESP","ES VIT"
"Campo Grande","City","BRA","BR CGR"
"Campo Grande","City","BRA","BR KGR"
"Vallentuna","City","SWE","SE VTA"
"Newark, NJ","City","USA","US NKQ"
"Newark, NJ","City","USA","US NWK"
"Newark, NJ","City","USA","US NKW"
"Newark, NJ","City","USA","US ZNA"
"Newark, NJ","City","USA","US EWR"
"Newark, NJ","City","USA","US NNY"
"Newark, NJ","City","USA","US NEK"
"Newark, NJ","City","USA","US NRK"
"Vallentuna","City","SWE","SE VTA"
"Koriyama","City","JPN","JP KIY"
"Envigado","City","COL","CO ENV"
"Hamiton, ON","City","CAN","CA HAM"
"Racine, WI","City","USA","US RAC"
"Envigado","City","COL","CO ENV"
"Recife","City","BRA","BR REC"
"Richmond, UK","City","GBR","GB RCH"
"Kristianstad","City","SWE","SE KID"
"Helsingborg","City","SWE","SE HEL"
"Pilões","City","BRA","BR PYX"
"Évora","City","PRT","PT EVR"
"Salem, MA","City","USA","US AAM"
"Salem, MA","City","USA","US L26"
"Salem, MA","City","USA","US 3SE"
"Salem, MA","City","USA","US SLO"
"Salem, MA","City","USA","US SLF"
"Salem, MA","City","USA","US K2S"
"Salem, MA","City","USA","US SLM"
"Salem, MA","City","USA","US SMQ"
"Salem, MA","City","USA","US S9L"
"Salem, MA","City","USA","US SXA"
"Salem, MA","City","USA","US SEM"
"Salem, MA","City","USA","US JSM"
"Salem, MA","City","USA","US L7S"
"Salem, MA","City","USA","US SAE"
"Salem, MA","City","USA","US SLE"
"Salem, MA","City","USA","US S29"
"Salem, MA","City","USA","US QLM"
"Salem, MA","City","USA","US ZLM"
"Salem, MA","City","USA","US UYQ"
"Salem, MA","City","USA","US MBO"
"Kanazawa","City","JPN","JP KNZ"
"Kansas City, MO","City","USA","US 2KS"
"Kansas City, MO","City","USA","US KSJ"
"Kansas City, MO","City","USA","US KA3"
"Kansas City, MO","City","USA","US KCK"
"Kansas City, MO","City","USA","US MKC"
"Lund","City","SWE","SE LUD"
"Aurora, CO","City","USA","US AUC"
"Aurora, CO","City","USA","US AUZ"
"Aurora, CO","City","USA","US YAO"
"Aurora, CO","City","USA","US A8U"
"Aurora, CO","City","USA","US QQY"
"Aurora, CO","City","USA","US AUU"
"Aurora, CO","City","USA","US AAN"
"Aurora, CO","City","USA","US AUQ"
"Aurora, CO","City","USA","US AUR"
"Aurora, CO","City","USA","US AUF"
"Aurora, CO","City","USA","US AUX"
"Aurora, CO","City","USA","US UOR"
"Aurora, CO","City","USA","US UOA"
"Aurora, CO","City","USA","US 4UR"
"Belen","City","CRI","CR BLN"
"Niigata","City","JPN","JP KIJ"
"Amsterdam","City","NLD","NL AMS"
"Podgorica","City","MNE","ME TGD"
"London, ON","City","CAN","CA LOD"
"Envigado","City","COL","CO ENV"
"Lisbon","City","PRT","PT LIS"
"San Isidro (Lima)","City","PER","PE SDR"
"Portland, OR","City","USA","US PTQ"
"Portland, OR","City","USA","US PJD"
"Portland, OR","City","USA","US POL"
"Portland, OR","City","USA","US PWM"
"Portland, OR","City","USA","US PWQ"
"Portland, OR","City","USA","US O2H"
"Portland, OR","City","USA","US PDX"
"Portland, OR","City","USA","US XPO"
"Portland, OR","City","USA","US PQD"
"Portland, OR","City","USA","US DTP"
"Belen","City","CRI","CR BLN"
"Campinas","City","BRA","BR CPS"
"Peterborough, ON","City","CAN","CA PBH"
"Rio Branco","City","BRA","BR ROB"
"Beverly, MA","City","USA","US XDF"
"Beverly, MA","City","USA","US BVR"
"Beverly, MA","City","USA","US VBY"
"Beverly, MA","City","USA","US EVY"
"Madison, WI","City","USA","US MPE"
"Madison, WI","City","USA","US DIC"
"Madison, WI","City","USA","US MDS"
"Madison, WI","City","USA","US MZX"
"Madison, WI","City","USA","US MDN"
"Madison, WI","City","USA","US MYY"
"Madison, WI","City","USA","US MA8"
"Madison, WI","City","USA","US M3D"
"Madison, WI","City","USA","US MSM"
"Madison, WI","City","USA","US MDI"
"Madison, WI","City","USA","US MSB"
"Madison, WI","City","USA","US 6SN"
"Madison, WI","City","USA","US QMJ"
"Madison, WI","City","USA","US MO7"
"Madison, WI","City","USA","US AAL"
"Madison, WI","City","USA","US DQS"
"Madison, WI","City","USA","US MO9"
"Madison, WI","City","USA","US XMD"
"Madison, WI","City","USA","US MAO"
"Madison, WI","City","USA","US MS4"
"Madison, WI","City","USA","US MSN"
"Madison, WI","City","USA","US QMD"
"Charlotte, NC","City","USA","US CLT"
"Charlotte, NC","City","USA","US QZQ"
"Charlotte, NC","City","USA","US KHL"
"Charlotte, NC","City","USA","US TX2"
"Charlotte, NC","City","USA","US JCA"
"Burlington, VT","City","USA","US LGO"
"Burlington, VT","City","USA","US BUU"
"Burlington, VT","City","USA","US BRL"
"Burlington, VT","City","USA","US BL7"
"Burlington, VT","City","USA","US BGZ"
"Burlington, VT","City","USA","US D3X"
"Burlington, VT","City","USA","US BHJ"
"Burlington, VT","City","USA","US BBF"
"Burlington, VT","City","USA","US B8U"
"Burlington, VT","City","USA","US UIG"
"Burlington, VT","City","USA","US XDD"
"Burlington, VT","City","USA","US BUH"
"Burlington, VT","City","USA","US UOG"
"Burlington, VT","City","USA","US JGZ"
"Burlington, VT","City","USA","US BGV"
"Burlington, VT","City","USA","US B9L"
"Burlington, VT","City","USA","US BTV"
"Burlington, VT","City","USA","US BGA"
"Burlington, VT","City","USA","US BUW"
"Burlington, VT","City","USA","US XCU"
"Beaverton, OR","City","USA","US BVW"
"Memphis, TN","City","USA","US 8MI"
"Memphis, TN","City","USA","US OMQ"
"Memphis, TN","City","USA","US EJS"
"Memphis, TN","City","USA","US EI2"
"Memphis, TN","City","USA","US MEM"
"Memphis, TN","City","USA","US MTX"
"Recife","City","BRA","BR REC"
"Birmingham, AL","City","USA","US BIZ"
"Birmingham, AL","City","USA","US BIN"
"Birmingham, AL","City","USA","US XY2"
"Birmingham, AL","City","USA","US IBJ"
"Hamiton, ON","City","CAN","CA HAM"
"Atlanta, GA","City","USA","US ATL"
"Atlanta, GA","City","USA","US AZI"
"Atlanta, GA","City","USA","US TLN"
"Atlanta, GA","City","USA","US QJA"
"Atlanta, GA","City","USA","US QAN"
"Atlanta, GA","City","USA","US TAT"
"Kurashiki","City","JPN","JP KUA"
"Milan","City","ITA","IT MIL"
"Trondheim","City","NOR","NO TRD"
"Windsor, ON","City","CAN","CA WND"
"Windsor, ON","City","CAN","CA WSR"
"Hamiton, ON","City","CAN","CA HAM"
"Louisville, KY","City","USA","US LUE"
"Louisville, KY","City","USA","US LUY"
"Louisville, KY","City","USA","US ZF8"
"Louisville, KY","City","USA","US L5V"
"Louisville, KY","City","USA","US LUI"
"Louisville, KY","City","USA","US LMS"
"Louisville, KY","City","USA","US L3S"
"Louisville, KY","City","USA","US LUV"
"Louisville, KY","City","USA","US LOS"
"Zamboanga","City","PHL","PH ZAM"
"Envigado","City","COL","CO ENV"
"Knoxville, TN","City","USA","US KXV"
"Knoxville, TN","City","USA","US ZF2"
"Knoxville, TN","City","USA","US KXE"
"Knoxville, TN","City","USA","US OXV"
"Knoxville, TN","City","USA","US KXL"
"Knoxville, TN","City","USA","US TYS"
"Helsingborg","City","SWE","SE HEL"
"Zapopan","City","MEX","MX ZAP"
"Sunderland","City","GBR","GB SUN"
"Helsingborg","City","SWE","SE HEL"
"Fredensborg","City","DNK","DK FRE"
"Nice","City","FRA","FR NCE"
"Sumaré","City","BRA","BR SME"
"Richmond, BC","City","CAN","CA RMD"
"Richmond, BC","City","CAN","CA RCH"
"Recife","City","BRA","BR REC"
"Richmond, BC","City","CAN","CA RBC"
"Richmond, BC","City","CAN","CA RMD"
"Richmond, BC","City","CAN","CA RCH"
"Helsingborg","City","SWE","SE HEL"
"Zapopan","City","MEX","MX ZAP"
"Fredensborg","City","DNK","DK FRE"
"San José","City","CRI","CR SJO"
"Santa Fe, NM","City","USA","US FEZ"
"Rouen","City","FRA","FR URO"
"San Isidro (Lima)","City","PER","PE SDR"
"San Diego, CA","City","USA","US SD2"
"Oakland, CA","City","USA","US OQA"
"Oakland, CA","City","USA","US OLI"
"Oakland, CA","City","USA","US OUF"
"Oakland, CA","City","USA","US O4K"
"Oakland, CA","City","USA","US Z2G"
"Oakland, CA","City","USA","US OBT"
"Oakland, CA","City","USA","US OKD"
"Oakland, CA","City","USA","US OQC"
"Oakland, CA","City","USA","US XKB"
"Oakland, CA","City","USA","US KND"
"Oakland, CA","City","USA","US OV5"
"Oakland, CA","City","USA","US DN8"
"Oakland, CA","City","USA","US OK3"
"Vail, CO","City","USA","US VAC"
"Vail, CO","City","USA","US IVI"
"Cambridge, MA","City","USA","US C4M"
"Cambridge, MA","City","USA","US 3CB"
"Cambridge, MA","City","USA","US 2CB"
"Cambridge, MA","City","USA","US JHY"
"Cambridge, MA","City","USA","US CGE"
"Cambridge, MA","City","USA","US B7G"
"Cambridge, MA","City","USA","US CBD"
"Cambridge, MA","City","USA","US CMB"
"Cambridge, MA","City","USA","US C45"
"Cambridge, MA","City","USA","US CR7"
"Cambridge, MA","City","USA","US CBH"
"Cambridge, MA","City","USA","US CB6"
"Cambridge, MA","City","USA","US AMG"
"Cornwall, UK","City","GBR","GB CW9"
"Taipei","City","TWN","TW TPE"
"Hollywood, FL","City","USA","US HLW"
"Hollywood, FL","City","USA","US HWO"
"Hollywood, FL","City","USA","US IHW"
"Hollywood, FL","City","USA","US OYW"
"Cleveland, OH","City","USA","US CQV"
"Cleveland, OH","City","USA","US CL5"
"Cleveland, OH","City","USA","US CWX"
"Cleveland, OH","City","USA","US CVD"
"Cleveland, OH","City","USA","US CVT"
"Cleveland, OH","City","USA","US 3CV"
"Cleveland, OH","City","USA","US CLE"
"Cleveland, OH","City","USA","US VND"
"Cleveland, OH","City","USA","US UAI"
"Cleveland, OH","City","USA","US CAV"
"Cleveland, OH","City","USA","US VZD"
"Cleveland, OH","City","USA","US QVD"
"Cleveland, OH","City","USA","US CVW"
"Rouen","City","FRA","FR URO"
"Wellington","City","NZL","NZ WLG"
"Florence","City","ITA","IT FLR"
"Florence","City","ITA","IT FLR"
"Recife","City","BRA","BR REC"
"Växjö","City","SWE","SE VXO"
"Winnipeg, MB","City","CAN","CA WNP"
"Gothenburg","City","SWE","SE GOT"
"Gothenburg","City","SWE","SE GOT"
"Gothenburg","City","SWE","SE GOT"
"Porto","City","PRT","PT OPO"
"Medford, MA","City","USA","US ME4"
"Medford, MA","City","USA","US UQN"
"Medford, MA","City","USA","US MDE"
"Medford, MA","City","USA","US 3MD"
"Medford, MA","City","USA","US MFR"
"Medford, MA","City","USA","US MDF"
"Tegucigalpa","City","HND","HN TGU"
"Toronto, ON","City","CAN","CA TOR"
"Chuncheon","City","KOR","KR CHC"
"Ljubljana","City","SVN","SI LJU"
"Hvidovre","City","DNK","DK HVV"
"Nashville, TN","City","USA","US N5V"
"Nashville, TN","City","USA","US NSH"
"Nashville, TN","City","USA","US NXV"
"Nashville, TN","City","USA","US NJH"
"Nashville, TN","City","USA","US NIF"
"Nashville, TN","City","USA","US VQV"
"Nashville, TN","City","USA","US NAS"
"Nashville, TN","City","USA","US NJV"
"Nashville, TN","City","USA","US BNA"
"Independencia","City","CHL","CL IND"
"Bern","City","CHE","CH BRN"
"Philadelphia, PA","City","USA","US PDP"
"Philadelphia, PA","City","USA","US PHL"
"Tampa, FL","City","USA","US TK8"
"Tampa, FL","City","USA","US TM3"
"Amsterdam","City","NLD","NL AMS"
"Rouen","City","FRA","FR URO"
"Peterborough, ON","City","CAN","CA PBH"
"Houston, TX","City","USA","US H5S"
"Houston, TX","City","USA","US ZD5"
"Houston, TX","City","USA","US M6N"
"Houston, TX","City","USA","US HQN"
"Houston, TX","City","USA","US HSM"
"Houston, TX","City","USA","US HUX"
"Houston, TX","City","USA","US HSO"
"Houston, TX","City","USA","US HUW"
"Houston, TX","City","USA","US HOU"
"Lakewood, CO","City","USA","US LJK"
"Lakewood, CO","City","USA","US L3K"
"Lakewood, CO","City","USA","US LWG"
"Lakewood, CO","City","USA","US L8S"
"Lakewood, CO","City","USA","US LKW"
"Lakewood, CO","City","USA","US LKY"
"Lakewood, CO","City","USA","US LKD"
"Lakewood, CO","City","USA","US YLA"
"Faro","City","PRT","PT FAO"
"Gothenburg","City","SWE","SE GOT"
"Gothenburg","City","SWE","SE GOT"
"Barcelona","City","ESP","ES BCN"
"Barcelona","City","ESP","ES BCN"
"South Bend, IN","City","USA","US S3B"
"South Bend, IN","City","USA","US ACJ"
"Salem, MA","City","USA","US ZSA"
"Salem, MA","City","USA","US AAM"
"Salem, MA","City","USA","US L26"
"Salem, MA","City","USA","US 3SE"
"Salem, MA","City","USA","US SLO"
"Salem, MA","City","USA","US SLF"
"Salem, MA","City","USA","US K2S"
"Salem, MA","City","USA","US SLM"
"Salem, MA","City","USA","US SMQ"
"Salem, MA","City","USA","US S9L"
"Salem, MA","City","USA","US SXA"
"Salem, MA","City","USA","US SEM"
"Salem, MA","City","USA","US JSM"
"Salem, MA","City","USA","US L7S"
"Salem, MA","City","USA","US SAE"
"Salem, MA","City","USA","US SLE"
"Salem, MA","City","USA","US S29"
"Salem, MA","City","USA","US QLM"
"Salem, MA","City","USA","US ZLM"
"Salem, MA","City","USA","US UYQ"
"Salem, MA","City","USA","US MBO"
"Singapore","City","SGP","SG SIN"
"Bern","City","CHE","CH BRN"
"Legazpi, Philippines","City","PHL","PH LEG"
"Grand Rapids, MI","City","USA","US GPZ"
"Grand Rapids, MI","City","USA","US VZI"
"Aspen, CO","City","USA","US ASE"
"Fredensborg","City","DNK","DK FRE"
"Cleveland, OH","City","USA","US CE5"
"Cleveland, OH","City","USA","US CQV"
"Cleveland, OH","City","USA","US CL5"
"Cleveland, OH","City","USA","US CWX"
"Cleveland, OH","City","USA","US CVD"
"Cleveland, OH","City","USA","US CVT"
"Cleveland, OH","City","USA","US 3CV"
"Cleveland, OH","City","USA","US CLE"
"Cleveland, OH","City","USA","US VND"
"Cleveland, OH","City","USA","US UAI"
"Cleveland, OH","City","USA","US CAV"
"Cleveland, OH","City","USA","US VZD"
"Cleveland, OH","City","USA","US QVD"
"Cleveland, OH","City","USA","US CVW"
"Daegu","City","KOR","KR TAE"
"Reykjavík","City","ISL","IS REY"
"South Bend, IN","City","USA","US SBN"
"South Bend, IN","City","USA","US S3B"
"South Bend, IN","City","USA","US ACJ"
"San José, CA","City","USA","US S2J"
"Padua","City","ITA","IT PDA"
"Spokane, WA","City","USA","US GEG"
"Burlington, VT","City","USA","US LGO"
"Burlington, VT","City","USA","US BUU"
"Burlington, VT","City","USA","US BRL"
"Burlington, VT","City","USA","US BL7"
"Burlington, VT","City","USA","US BGZ"
"Burlington, VT","City","USA","US D3X"
"Burlington, VT","City","USA","US BHJ"
"Burlington, VT","City","USA","US BBF"
"Burlington, VT","City","USA","US B8U"
"Burlington, VT","City","USA","US UIG"
"Burlington, VT","City","USA","US XDD"
"Burlington, VT","City","USA","US BUH"
"Burlington, VT","City","USA","US UOG"
"Burlington, VT","City","USA","US JGZ"
"Burlington, VT","City","USA","US BGV"
"Burlington, VT","City","USA","US B9L"
"Burlington, VT","City","USA","US BTV"
"Burlington, VT","City","USA","US BGA"
"Burlington, VT","City","USA","US BUW"
"Burlington, VT","City","USA","US XCU"
"Greensboro, NC","City","USA","US G6B"
"Greensboro, NC","City","USA","US GNO"
"Greensboro, NC","City","USA","US GBO"
"Greensboro, NC","City","USA","US KRB"
"Greensboro, NC","City","USA","US 3GR"
"Cañas","City","CRI","CR CAS"
"Reno, NV","City","USA","US RO4"
"Reno, NV","City","USA","US RNA"
"Reno, NV","City","USA","US RNQ"
"Gothenburg","City","SWE","SE GOT"
"Gothenburg","City","SWE","SE GOT"
"Sunderland","City","GBR","GB SUN"
"South Bend, IN","City","USA","US SBN"
"South Bend, IN","City","USA","US S3B"
"South Bend, IN","City","USA","US ACJ"
"Helsingborg","City","SWE","SE HEL"
"Saanich, BC","City","CAN","CA SNH"
"Winnipeg, MB","City","CAN","CA WNP"
"Gothenburg","City","SWE","SE GOT"
"Gothenburg","City","SWE","SE GOT"
"Wandsworth","City","GBR","GB WAN"
"Vitoria-Gasteiz","City","ESP","ES VIT"
"Reno, NV","City","USA","US RNO"
"Reno, NV","City","USA","US RO4"
"Reno, NV","City","USA","US RNA"
"Reno, NV","City","USA","US RNQ"
"Campinas","City","BRA","BR CPS"
"Prato","City","ITA","IT RRG"
"Dar es Salaam","City","TZA","TZ DAR"
"Lund","City","SWE","SE LUD"
"Nice","City","FRA","FR NCE"
"Shizuoka","City","JPN","JP SHO"
"Lexington, MA","City","USA","US L2G"
"Lexington, MA","City","USA","US LXT"
"Lexington, MA","City","USA","US LEX"
"Lexington, MA","City","USA","US LXI"
"Lexington, MA","City","USA","US LXM"
"Lexington, MA","City","USA","US QDU"
"Lexington, MA","City","USA","US LXO"
"Lexington, MA","City","USA","US LXG"
"Lexington, MA","City","USA","US LXN"
"Lexington, MA","City","USA","US LKQ"
"Lexington, MA","City","USA","US XON"
"Lexington, MA","City","USA","US LET"
"Lexington, MA","City","USA","US LEL"
"Lexington, MA","City","USA","US IXI"
"Lexington, MA","City","USA","US LXH"
"Bangkok","City","THA","TH BKK"
"San José, CA","City","USA","US SJC"
"San José, CA","City","USA","US S2J"
"Helsingborg","City","SWE","SE HEL"
"Hague","City","NLD","NL HAG"
"Surat","City","IND","IN STV"
"Zürich","City","CHE","CH ZRH"
"San Antonio, TX","City","USA","US SA5"
"San Antonio, TX","City","USA","US SAT"
"Sunderland","City","GBR","GB SUN"
"Milan","City","ITA","IT MIL"
"Milan","City","ITA","IT MIL"
"Austin, TX","City","USA","US AKU"
"Austin, TX","City","USA","US ZAW"
"Austin, TX","City","USA","US XBJ"
"Austin, TX","City","USA","US AUM"
"Austin, TX","City","USA","US ASQ"
"Austin, TX","City","USA","US AUS"
"Breckenridge, CO","City","USA","US KRG"
"Breckenridge, CO","City","USA","US BYY"
"Breckenridge, CO","City","USA","US BKD"
"Zürich","City","CHE","CH ZRH"
"Winona, MN","City","USA","US WN7"
"Winona, MN","City","USA","US WN9"
"Rio de Janeiro","City","BRA","BR RIO"
"Nice","City","FRA","FR NCE"
"Curitiba","City","BRA","BR CWB"
"Hayward, CA","City","USA","US HWM"
"Hayward, CA","City","USA","US HYR"
"San Isidro (Lima)","City","PER","PE SDR"
"Peterborough, ON","City","CAN","CA PBH"
"Belen","City","CRI","CR BLN"
"Amsterdam","City","NLD","NL AMS"
"Philadelphia, PA","City","USA","US PXX"
"Philadelphia, PA","City","USA","US PDP"
"Philadelphia, PA","City","USA","US PHL"
"Tegucigalpa","City","HND","HN TGU"
"Lexington, MA","City","USA","US QKV"
"Lexington, MA","City","USA","US L2G"
"Lexington, MA","City","USA","US LXT"
"Lexington, MA","City","USA","US LEX"
"Lexington, MA","City","USA","US LXI"
"Lexington, MA","City","USA","US LXM"
"Lexington, MA","City","USA","US QDU"
"Lexington, MA","City","USA","US LXO"
"Lexington, MA","City","USA","US LXG"
"Lexington, MA","City","USA","US LXN"
"Lexington, MA","City","USA","US LKQ"
"Lexington, MA","City","USA","US XON"
"Lexington, MA","City","USA","US LET"
"Lexington, MA","City","USA","US LEL"
"Lexington, MA","City","USA","US IXI"
"Lexington, MA","City","USA","US LXH"
"Santa Bárbara","City","BRA","BR SNR"
"Halifax, NS","City","CAN","CA HAL"
"Beverly, MA","City","USA","US BVY"
"Beverly, MA","City","USA","US XDF"
"Beverly, MA","City","USA","US BVR"
"Beverly, MA","City","USA","US VBY"
"Beverly, MA","City","USA","US EVY"
"Winnipeg, MB","City","CAN","CA WNP"
"Umeå","City","SWE","SE UME"
"Winnipeg, MB","City","CAN","CA WNP"
"Los Angeles, CA","City","USA","US LAX"
"Turin","City","ITA","IT TRN"
"Ottawa, ON","City","CAN","CA OTT"
"San José","City","CRI","CR SJO"
"Monaco","City","MCO","MC MON"
"Fort Collins, CO","City","USA","US FNL"
"Toyama","City","JPN","JP TOY"
"Umeå","City","SWE","SE UME"
"Recife","City","BRA","BR REC"
"Pittsburgh, PA","City","USA","US PIT"
"Minneapolis, MN","City","USA","US MES"
"Minneapolis, MN","City","USA","US M5N"
"Albany, NY","City","USA","US ABY"
"Albany, NY","City","USA","US AJB"
"Albany, NY","City","USA","US AB5"
"Albany, NY","City","USA","US AY9"
"Albany, NY","City","USA","US A7Y"
"Albany, NY","City","USA","US AL2"
"Albany, NY","City","USA","US 5BN"
"Albany, NY","City","USA","US ALB"
"Albany, NY","City","USA","US UBA"
"Albany, NY","City","USA","US AYK"
"Albany, NY","City","USA","US UBE"
"Albany, NY","City","USA","US AYX"
"Albany, NY","City","USA","US AYW"
"Albany, NY","City","USA","US AB2"
"Lund","City","SWE","SE LUD"
"Cupertino, CA","City","USA","US CUO"
"Duluth, MN","City","USA","US DLH"
"Cincinnati, OH","City","USA","US CVG"
"Kampala","City","UGA","UG KLA"
"Saskatoon, SK","City","CAN","CA SAK"
"Curitiba","City","BRA","BR CWB"
"Lake Forest, IL","City","USA","US LFR"
"Phoenix, AZ","City","USA","US XPN"
"Phoenix, AZ","City","USA","US P2X"
"Phoenix, AZ","City","USA","US XH5"
"Phoenix, AZ","City","USA","US ONX"
"Phoenix, AZ","City","USA","US 5JD"
"Gothenburg","City","SWE","SE GOT"
"Gothenburg","City","SWE","SE GOT"
"Quepos","City","CRI","CR QPS"
"Dar es Salaam","City","TZA","TZ DAR"
"Allentown, PA","City","USA","US AWN"
"Nottingham","City","GBR","GB NTG"
"Blacksburg, VA","City","USA","US BCB"
"Daegu","City","KOR","KR TAE"
"Bangkok","City","THA","TH BKK"
"Basel","City","CHE","CH BSL"
"Buffalo, NY","City","USA","US IB8"
"Buffalo, NY","City","USA","US BU4"
"Buffalo, NY","City","USA","US BS7"
"Buffalo, NY","City","USA","US UFL"
"Buffalo, NY","City","USA","US BFU"
"Buffalo, NY","City","USA","US BUF"
"Buffalo, NY","City","USA","US FYQ"
"Buffalo, NY","City","USA","US B99"
"Buffalo, NY","City","USA","US BZ2"
"Buffalo, NY","City","USA","US UTX"
"Buffalo, NY","City","USA","US FFO"
"Buffalo, NY","City","USA","US BYG"
"San José, CA","City","USA","US SJC"
"San José, CA","City","USA","US S2J"
"Tegucigalpa","City","HND","HN TGU"
"Iowa City, IA","City","USA","US IOQ"
"Jersey City, NJ","City","USA","US JEC"
"Kristianstad","City","SWE","SE KID"
"Alton, IL","City","USA","US A4L"
"Alton, IL","City","USA","US KLQ"
"Alton, IL","City","USA","US ONB"
"Columbus, OH","City","USA","US CB9"
"Columbus, OH","City","USA","US CLU"
"Columbus, OH","City","USA","US UCU"
"Columbus, OH","City","USA","US UQM"
"Columbus, OH","City","USA","US VDA"
"Columbus, OH","City","USA","US OB6"
"Columbus, OH","City","USA","US OLP"
"Columbus, OH","City","USA","US UBS"
"Columbus, OH","City","USA","US CB8"
"Columbus, OH","City","USA","US CZX"
"Columbus, OH","City","USA","US OD6"
"Columbus, OH","City","USA","US OLU"
"Columbus, OH","City","USA","US YBC"
"Columbus, OH","City","USA","US CUS"
"Columbus, OH","City","USA","US CMH"
"Columbus, OH","City","USA","US VCB"
"Columbus, OH","City","USA","US CBW"
"Lausanne","City","CHE","CH LAU"
"Wroclaw","City","POL","PL WRO"
"Wroclaw","City","POL","PL WRO"
"Kaoshiung","City","TWN","TW KHH"
"Denver, CO","City","USA","US DTZ"
"Denver, CO","City","USA","US DID"
"Denver, CO","City","USA","US DAJ"
"Denver, CO","City","USA","US DNQ"
