LOCODE,wikidata_id,distance
PETAR,Q2588449,1.7703934018873289
PETRM,Q1759366,0.005179651755146745
PETGI,Q1974467,5.80186104382156
PEHCT,Q3344048,1.2757235076683755
PETRU,Q214173,
PETBP,Q827640,
PEURU,Q2304483,0.46097110252668655
PEVHN,Q2475760,0.5495093451748342
PEVIR,Q3344843,0.36965629015064033
PEYAY,Q1812040,1.3015652834940106
PEYUN,Q919678,1.3671569794042404
PEYUG,Q2306609,1.5678190152191085
PEYMS,Q117625,
PEZAR,Q2877763,0.637854951539587
PEZOR,Q3317432,
PGATP,Q1771821,
PGGUR,Q568137,
PGBOQ,Q107417021,
PGBOR,Q4946224,
PGUBI,Q1187439,
PGBUA,Q2482800,
PGDAU,Q499375,
PGGKA,Q498192,
PGKVG,Q1017358,
PGKMA,Q1280242,
PGKIE,Q1187240,
PGUNG,Q985928,
PGLAE,Q612250,
PGMDU,Q1017120,
PGHGU,Q1017362,
PGATN,Q473078,
PGPNP,Q1017376,
PGPOM,Q36526,
PGRAB,Q218768,
PGTBG,Q1017801,
PGTIZ,Q3408680,
PGTFM,Q992136,
PGVAI,Q1017354,
PGWAB,Q2482803,
PGWUG,Q954956,
PGWWK,Q1017763,
PHABU,Q43500,1.4403393450754767
PHAGO,Q59250,0.524423061704943
PHAOO,Q40168,0.6233540510198055
PHAJU,Q274491,1.6320267531717356
PHALM,Q43162,1.618903350025396
PHALB,Q212896,8.352643133962056
PHALC,Q315655,2.8273893374014345
PHALI,Q59251,1.799503254898838
PHAMA,Q62606,1.3691684598190503
PHAGT,Q54551,1.8619356783532082
PHAGL,Q55741,
PHANG,Q106758,2.3096821121109565
PHAPA,Q55693,0.8592884069158915
PHARY,Q55694,0.2799952065626389
PHARI,Q40239,1.747120302395229
PHBAN,Q40259,0.39181699304332973
PHBCL,Q55696,0.3339075078406674
PHBAC,Q194874,1.55019253112878
PHBOO,Q63129,3.6258210790052345
PHBAG,Q1822,
PHBAA,Q54553,4.506054276729903
PHBLM,Q315754,8.176698493394282
PHBLY,Q59252,5.155222168810187e-08
PHBGS,Q195637,3.667708658944997e-08
PH4BA,Q39326,1.6863858843229265
PHBAR,Q192072,1.8439368454140366
PHBSO,Q43180,6.956507860509076e-08
PHBNG,Q40313,2.5626706462423745
PHBAY,Q63763,1.8440148710525792
PHBMB,Q51480,1.844393921212269
PHBIN,Q75961,5.15092369958632e-08
PHBNA,Q106783,2.6699790843280238
PHBOG,Q890623,3.687165272615106
PHBOP,Q41807,1.3241179842227937
PHBUS,Q54560,7.171772985229558e-08
PHCBT,Q55595,0.8384215310769186
PHCDN,Q314318,1.0383990680385368e-07
PHCAI,Q106790,1.0296726712478033e-07
PHCLM,Q75978,2.576153703039958
PHCLT,Q59279,0.17294835518995957
PHCLG,Q103833,0.9440669479070085
PHUPT,Q54564,1.0288871871770118e-07
PHCND,Q55699,1.6725061018651406
PHCDA,Q103841,1.753006672292596
PHCNN,Q205956,1.388431805699994
PHCPC,Q212958,1.0729116696229601
PHCDO,Q106796,1.352971548632626
PHCRA,Q212969,3.6393018636791514e-08
PHCAR,Q62611,1.844035392619511
PHCAV,Q69749,1.495631322655916
PHCUE,Q59287,4.104361149589496
PHDAR,Q493008,1.7480953903213523
PHDIN,Q54457,2.572469684231844
PHDUL,Q212988,
PHFAM,Q69759,1.7971414257318452
PHFLB,Q55700,1.4644265563376002
PHGAP,Q55596,2.1494018641357466
PHGHE,Q404976,0.6435745736789118
PHGES,Q594275,1.8448325017401332
PHGTR,Q62723,1.7975418177044826
PHGUA,Q55702,8.201904052672982e-08
PHGHG,Q195197,1.8266672202691023
PHGUN,Q313984,1.82125429326644
PHGUM,Q103914,0.47992070967242983
PHAQE,Q144779,1.8232762895071746
PHHIL,Q213006,7.374031254988217e-08
PHIBA,Q56566,2.5698929949800777
PHIBN,Q59304,0.10937025447545055
PHIMU,Q63145,1.4885579835887186
PHIND,Q62729,2.576243833332618
PHIRI,Q2205,0.855153102461957
PHJAS,Q195717,0.0
PHJOL,Q156024,
PHKLM,Q173438,1.843145956096527
PHKAL,Q69771,9.660739427270583
PHKWT,Q62755,3.688088757937635e-08
PHLAC,Q1789908,1.0376149916367084e-07
PHLTB,Q30351,1.417899370344411
PHLNA,Q174317,0.8496551063813983
PHLAU,Q59308,3.600353103573299
PHLZB,Q174332,1.2556317020126568
PHLEM,Q59311,5.817830685149079
PHLEY,Q213160,8.223144626831451e-08
PHLBA,Q59312,3.6879947308757104e-08
PHLIG,Q1701,1.8438736497968107
PHLIP,Q1725,0.9854798142093146
PHLBO,Q803199,5.715575903225732
PHLPO,Q103935,1.1265336491706064
PHLUB,Q55705,3.688335768824247e-08
PHLUE,Q104125,1.843976801234877
PHLUG,Q195780,1.3266523090613511
PHLUN,Q40419,1.776169574539051
PHMBC,Q55737,1.7906904279309603
PHMBI,Q75875,1.8440535629525643
PHMCB,Q55707,2.738068174639302
PHMGL,Q55709,2.57056791589836
PHMLP,Q273970,
PHMBL,Q8861,2.5553126762867016
PHMLO,Q2180,1.6513189777357475
PHMLV,Q59731,1.2885359688935911
PHMDL,Q9085,1.795932008821994
PHMNL,Q1461,
PHMRA,Q62776,8.206412279790345e-08
PHMAR,Q17175,4.102015509223956
PHMSA,Q55710,2.5723755664997743
PHMTK,Q59740,2.5774940327259594
PHMTN,Q174246,0.3445938197004063
PHMAU,Q103952,1.7547332428673845
PHMDN,Q195834,1.0398442614223677e-07
PHMEX,Q55712,1.84415431009684
PHMEY,Q2187,3.688208500917744e-08
PHMIN,Q55717,1.8441381345914403
PHNAC,Q75895,1.8135389499054577
PHNAI,Q62799,1.0302202904532482e-07
PHNOR,Q54598,2.5722813200759265
PHNOV,Q63096,2.5749739630379214
PHODI,Q174632,1.8123240860388143
PHOLO,Q56759,
PHOPO,Q195870,1.0403795519310268e-07
PHORI,Q54462,3.588288783720573e-08
PHORL,Q1067897,3.686584601090934e-08
PHPGC,Q59749,2.5779357139707324
PHPAR,Q75899,1.8440431475675132
PHPGB,Q103971,0.7107351783414152
PHPGS,Q75905,7.376143066900307e-08
PHPAN,Q967367,3.6808897248915666e-08
PHPPA,Q17182,1.96389738272769
PHPRA,Q156208,
PHPAT,Q1017325,1.2695804871506864
PHPIL,Q106817,1.8440613757290474
PHPOL,Q493326,1.0124556375930447
PHPOR,Q55721,1.0946220248816108
PHPGA,Q107593,2.2555251422427722
PHQZT,Q1475,2.393691956035619
PHROD,Q106825,1.0293382144818993e-07
PHROM,Q174649,1.6050020506360763
PHSAI,Q54762,1.63890652484459
PHSJ2,Q59764,1.2868456630385734
PHNJU,Q749283,3.2653964683877352
PHSPB,Q76001,0.9726474844994725
PHSSI,Q55725,2.1656830004380074
PHSTF,Q51493,1.1202355096176866
PHSTA,Q59788,2.4590338326744026
PHSNO,Q50180,1.777717356190756
PHSTT,Q59799,5.705742779397844
PHSTO,Q40521,1.8443589294703113
PHSAR,Q104078,2.5774939823953873
PHSAM,Q55734,0.7425038858011015
PHSSV,Q156263,
PHSIL,Q63110,1.780585278389673
PHSIA,Q75948,1.797275053022089
PHTAA,Q59814,2.5779357391493725
PHTAT,Q63154,3.5996858134058914e-08
PHTGO,Q1026274,3.686640727376795e-08
PHTUI,Q1643,1.796471019998126
PHTAL,Q405714,4.09201289627965
PHTNA,Q1730,1.843999568316493
PHTNY,Q106839,1.5716040472799802
PHTZA,Q63115,1.2727321661152293
PHTAS,Q104113,8.207979363826236e-08
PHTEN,Q63124,8.083762394254255e-08
PHTIA,Q104092,1.800955074115828
PHTIW,Q493444,1.7686522945884233
PHTMA,Q63160,8.083625947079925e-08
PHTON,Q405980,7.310484099642525e-08
PHTUY,Q59844,2.577227738200463
PHURD,Q43168,1.1483081234965027
PHVZA,Q1623,1.7949827836679075
PHVIC,Q75953,1.2880431025666417
PHVIG,Q235004,0.9700636308949016
PHVIL,Q43157,3.569544204268883e-08
PKAAW,Q170315,
PKATG,Q1973073,
PKBDN,Q2625289,
PKWGB,Q1249932,
PKBHV,Q318156,
PKBNP,Q806916,
PKBKR,Q2428259,
PKBWL,Q2791141,3.405849478945324
PKBHM,Q3631249,1.2603508689872998
PKBHC,Q4902193,
PKBRW,Q1250083,
PKCKW,Q1251473,
PKCMN,Q1017644,2.570751946508701
PKCGM,Q100606423,
PKCSD,Q1642808,
PKCHB,Q2414959,
PKCSI,Q1250229,
PKCJL,Q12126543,
PKDDU,Q1081635,
PKDEA,Q999076,
PKDSK,Q1249888,
PKDIR,Q654483,
PKLYP,Q173985,
PKGHT,Q2592625,1.150714642013851
PKGIL,Q609024,
PKGKN,Q3049021,
PKGRW,Q243322,
PKGWD,Q580533,
PKHFD,Q1253663,
PKHPR,Q520821,
PKHUB,Q2580069,
PKHDD,Q1640079,
PKISB,Q1362,
PKJAG,Q1017696,
PKJNW,Q1251242,
PKJNG,Q1026616,
PKJMR,Q121551,0.6516258939333072
PKJGS,Q6312991,
PKKBH,Q2581527,
PKKML,Q2573596,
PKKHI,Q8660,
PKKUS,Q989283,
PKKHP,Q1179634,
PKKWA,Q3696036,
PKKPO,Q13641386,1.1357683778475967
PKKHB,Q1249939,
PKKDD,Q1250138,
PKOHT,Q1195983,
PKADK,Q1260951,
PKLPK,Q6433753,
PKKOT,Q2657702,
PKLHE,Q11739,
PKLRK,Q696605,
PKLON,Q1249783,
PKMBD,Q1252806,
PKHRA,Q2662991,
PKMDX,Q993859,
PKMLI,Q6787679,
PKMHR,Q3248274,
PKMYH,Q4311575,
PKMWD,Q3307925,
PKMRP,Q3306408,
PKMUX,Q185453,
PKMDK,Q2978509,
PKMFG,Q461307,
PKMZJ,Q301627,
PKNNS,Q2353077,
PKWNS,Q1017637,
PKNSR,Q2003745,
PKOKR,Q968211,
PKPBI,Q3045006,
PKPJG,Q2995564,
PKPSI,Q715199,
PKPTO,Q2592708,
PKPEW,Q1113311,
PKUET,Q185458,
PKRYK,Q989297,
PKRWP,Q93230,
PKROH,Q33687,
PKSDT,Q378879,
PKSMB,Q3246527,
PKSNG,Q3472203,
PKSLL,Q99735485,
PKSGI,Q855997,
PKSQR,Q4519132,
PKSDU,Q3248111,
PKSDR,Q4882590,
PKSKP,Q972756,
PKSRK,Q7501510,
PKSKT,Q643883,1.5662793045447965
PKKDU,Q976955,
PKSKZ,Q868631,
PKSWB,Q2665241,
PKTDA,Q1250417,
PKTHT,Q27212,
PKTTS,Q2659599,
PKTOR,Q950556,
PKTUK,Q2977093,
PKVHR,Q1251249,
PKWAF,Q1026635,
PKWZA,Q1026613,
PKPZH,Q2665223,
PKZRT,Q1968523,
PLALK,Q325124,1.4558646472068786
PLADC,Q984857,0.6597123172243005
PLAUG,Q464763,2.19370970677203
PLBMS,Q797713,0.35083807513740034
PLBCO,Q807991,0.661658773959325
PLBLK,Q808344,1.854768546752472
PLBAR,Q809585,
PLBLW,Q857331,0.9386270582682288
PLBLS,Q850714,
PLBRT,Q858130,0.906448526747244
PLBZA,Q2481888,1.0275531251935186
PLBLC,Q511956,1.0942388509152898
PLMKK,Q2341034,1.2618291636425352
PLBCA,Q815903,
PLBOD,Q890126,4.684873580998985e-08
PLBGY,Q123438,2.1936098254449004
PLBWG,Q890709,1.8540606828702375
PLBOW,Q627392,1.8544792601125146
PLBOO,Q774352,0.566320296177487
PLBOK,Q1005972,7.417742378803417e-08
PLBRN,Q160814,0.4769523031022875
PLBSY,Q994662,0.42617138745489486
PLBRI,Q985661,0.9272510946250064
PLBZD,Q995429,0.9209693535087918
PLBRZ,Q324884,2.206108417756551
PLBZC,Q916514,1.853815056196454
PLBZE,Q324917,0.0
PLBZZ,Q653797,1.343532828564685
PLBUK,Q667588,0.624373632603945
PLBUS,Q256782,8.797546901532971e-08
PLBYA,Q995820,7.776697003383802e-08
PLBZG,Q41252,3.7096260264656586
PLBYT,Q102350,
PLCHZ,Q1075607,0.252969929599257
PLCWL,Q1021263,0.42877730883821197
PLCCZ,Q987986,0.6787545917794043
PLCHJ,Q954157,0.4747084146213354
PLCHE,Q740241,1.4353520292289776
PLCJO,Q478869,7.773220284625427e-08
PLCRS,Q924100,0.9274070668481914
PLCRZ,Q991962,0.6830289794344941
PLCHS,Q640223,1.1146401092585347
PLCIE,Q745051,5.8224317843144514e-08
PLCIK,Q985659,2.167792525816887
PLCSZ,Q653855,1.3742983923548944
PLCZY,Q321197,3.033986643306091
PLGUB,Q999269,1.4692074753196585
PLCZK,Q679238,0.8347250053691028
PLCZA,Q51438,4.486149908676165e-08
PLCZD,Q263684,0.9345645309389334
PLDAL,Q2507925,0.6640205049050948
PLDEZ,Q990837,4.3182983420985766e-08
PLDCE,Q1003279,
PLDOA,Q558579,0.5519071455121385
PLDB2,Q2584782,1.409852637869649
PLDOM,Q1505099,0.9420485534235739
PLDSK,Q990785,5.8936883321965005e-08
PLDOR,Q387739,1.228700463197321
PLDRP,Q326123,3.709793752281317e-08
PLDRM,Q769631,0.0
PLDRZ,Q1005409,4.6344319811513574e-08
PLDUB,Q2612477,1.1892179671216379
PLDUK,Q336386,0.9268385486384756
PLFBK,Q497115,0.9275965417957792
PLGWI,Q583896,1.14718238677128
PLGDY,Q385,2.052870569641102
PLGIE,Q2441134,0.16723696844240507
PLG4K,Q988185,1.1236877751536443
PLGWC,Q105084,3.1009352766401577
PLGNZ,Q51432,1.8546217267762104
PLGOG,Q1001307,
PLGLZ,Q591213,1.4550923310924717
PLGOL,Q329597,0.843998926020224
PLGOK,Q985642,1.331767584605772
PLGOW,Q104731,1.1258357219236232
PLGYN,Q983735,1.631286099899105
PLGOA,Q985667,0.691052463662053
PLGJW,Q336204,0.0
PLDKW,Q941844,2.1964598978256333
PLGZK,Q52829,
PLGRY,Q167744,7.420241966050917e-08
PLGRN,Q186441,2.151096613891908
PLG8N,Q312061,1.1459083875896199
PLHJK,Q276859,0.49578406881806375
PLHEL,Q848973,2.145184700371018
PLHBZ,Q924103,4.699936004349091e-08
PLIWA,Q2781592,2.195582127757848
PLIZZ,Q655412,1.8536810110310633
PLJWL,Q991840,1.1774897906143231
PLJWI,Q948367,1.1169638137947033
PLJON,Q52840,1.1454835711621476
PLJAT,Q497154,1.8552973497241054
PLJST,Q199970,0.5613525929741461
PLJWR,Q731805,2.33740697584429e-08
PLJWK,Q2149342,7.32821219688854
PLJAW,Q158006,0.594982391433119
PLJED,Q655210,0.32200310359350287
PLJDZ,Q987991,1.7439330845717047
PLJLE,Q1025302,3.9678585377943585
PLJEG,Q147934,1.1724743758777603
PLJZI,Q1001496,0.8421846294857941
PLJTO,Q1005837,1.0097705988950043
PLKLT,Q1001239,1.0643353993597628
PLKAL,Q52842,
PLKAG,Q219110,4.390461839884058e-08
PLKCW,Q991950,0.755223291899016
PLKNQ,Q988593,2.623847392953927
PLKTZ,Q640355,0.19975251593989263
PLKTW,Q588,
PLK2D,Q774098,0.642182613665628
PLKWZ,Q1406641,0.739450574629603
PLKYA,Q1003283,1.2371327584348082
PLKLC,Q102317,
PLKIZ,Q999384,0.21935855790625264
PLKTR,Q999384,0.21935855790625264
PLKSI,Q989801,0.9744091806350074
PLKLL,Q578026,1.2791896187528864
PLKLW,Q1903588,1.178741378066505
PLKLU,Q79322,
PLKBY,Q990816,0.45078747971444066
PLKZA,Q991797,1.3737463611428764
PLKNO,Q1614791,0.6811327934974902
PLKLX,Q1005453,1.345232951684184
PLKLS,Q403929,2.182437425950713
PLKON,Q52845,3.6111775565567195
PLKOC,Q1881185,0.0002392336088307252
PLKPR,Q1005503,1.8539754323285456
PLKOO,Q611297,0.928437532385975
PLOSZ,Q62868,
PLOYE,Q992010,1.335748767696396
PLKPM,Q1288480,1.8548207361156734
PLKWA,Q985656,0.8447869275635044
PLKZE,Q990651,5.9251321527334806e-08
PLKKE,Q983729,
PLKRA,Q155088,
PLRIA,Q556944,
PLKRO,Q826068,1.7456891718320928
PLKRN,Q984538,1.3567041175054826
PLKZI,Q166717,2.0865346566760663
PLKMR,Q935756,0.3726866744052226
PLKZC,Q146509,4.407531405226686e-08
PLKDZ,Q954130,0.891612702181612
PLKUT,Q202160,
PLKWD,Q326582,
PLLGO,Q730944,0.6987704761074448
PLLEG,Q106274,
PLLEO,Q611086,1.9989758425094257
PLLZN,Q52892,1.2166763964110556
PLLMA,Q324964,2.40469685399802e-08
PLLPN,Q558614,0.5417086722598992
PLLIP,Q324922,2.912883946022468
PLLAP,Q2342620,0.7942356445184352
PLLUB,Q987188,
PLLWK,Q1005403,
PLLUN,Q237512,1.8542627677672885
PLLUL,Q37333,
PLLUC,Q985238,0.2670939562419798
PLLTK,Q1006764,0.0
PLWP8,Q1005905,2.2662417787237174e-08
PLMCJ,Q2616257,0.9249143029111221
PLMMZ,Q983871,7.419061450075215e-08
PLMLB,Q146820,
PLMKI,Q1615800,
PLMED,Q1916757,0.4741016074300771
PLMIC,Q324927,1.4206537942514355
PLMLC,Q658861,1.1878919173929665
PLMIO,Q995865,0.4527453579078924
PLMKA,Q1551924,5.929013846298438e-08
PLMLZ,Q717933,
PLMOG,Q325627,1.4599869440584283
PLMSD,Q731325,2.2098366690031352
PLMSW,Q477955,1.2297990635261156
PLMZW,Q731079,2.0131528025838685
PLMYY,Q101704,3.709762478963364e-08
PLNLL,Q1579038,1.8546427720242329
PLNEK,Q1005827,8.697842727056915e-08
PLNID,Q527768,1.0807624375868554
PLNMN,Q1003112,2.1971176256436387
PLNKZ,Q682046,0.38257088143727
PLNIS,Q983983,
PLNRP,Q246264,3.708004614735919e-08
PLNSZ,Q1946089,1.6206661377385727
PLNOS,Q157190,4.598910605929225e-08
PLNOE,Q164023,1.6175720664533946
PLNML,Q176229,1.108151777372493
PLNSY,Q557257,0.9271824053719565
PLNWA,Q337814,1.438846917106744
PLNGD,Q989427,1.854977000755172
PLNWZ,Q998476,0.5185629560279051
PLNWY,Q690039,2.929363747954902
PLNST,Q1021282,0.5825910389579028
PLNTG,Q231593,4.42469244289073e-08
PLNYS,Q815721,0.5267695809030383
PLOBN,Q639212,1.8546585197040175
PLODO,Q745567,1.9661683737555056
PLOLC,Q950436,
PLOLN,Q717404,0.9270496845882878
PLZTY,Q999614,1.1038143553630222
PLOPZ,Q994271,1.854257426659716
PLOPO,Q92212,
PLOLU,Q1906256,4.664739946699984e-08
PLORN,Q1025330,
PLORY,Q989833,1.26677458611065
PLOSA,Q382587,0.8060469748443041
PLOSD,Q999412,0.25446334102600093
PLOST,Q899751,1.1007725632394685
PLOLK,Q1946017,1.0481462559336427
PLOSJ,Q841352,1.8547057188340121
PLOZW,Q642192,3.9422907686973754
PLOMW,Q1005442,1.7749841553176748
PLOTW,Q745059,2.177842335993967
PLOZI,Q567827,1.1714660025681196
PLOKW,Q628460,7.763555592094616e-08
PLPAI,Q158589,0.2781525424451005
PLPRC,Q2343396,
PLPEL,Q1027142,1.053731680190607
PLPIA,Q741876,2.8438151300318806
PLPSS,Q778313,1.567172308184979
PLPIE,Q988074,1.0949289987491546
PLPES,Q2439211,2.1937349472916012
PLPZE,Q206197,1.177072417168993
PLPWA,Q1946077,1.176961008754989
PLPLI,Q555053,0.4743379562337511
PLPZO,Q1051750,1.4618699651920997
PLPKI,Q1753143,1.5558357489816967
PLPIK,Q999638,0.13931756895780117
PLPIT,Q158004,2.3197461198802187e-08
PLPIZ,Q985005,1.0570452744548633
PLPZW,Q555876,0.33294577339827824
PLPNY,Q52896,2.17259592431977
PLPOL,Q403100,0.5012836287145847
PLPNW,Q988622,0.0
PLPLC,Q208022,
PLPOW,Q246685,0.1364819581952512
PLPTA,Q986912,4.661378256994928
PLWSK,Q1002670,1.4777512623747822
PLPRA,Q988169,0.6698681711767804
PLPZA,Q569938,
PLPWC,Q988485,1.026434069665532
PLPKW,Q1001200,0.8418024733217714
PLPZC,Q324880,0.0
PLPRU,Q986984,
PLDSP,Q644079,0.5938378729197705
PLPSY,Q672964,1.8547419109038041
PLPWK,Q983875,0.9403726270639428
PLPSZ,Q948304,1.5486390853099756
PLPUC,Q628962,1.7477295388751162
PLRZY,Q219093,1.0821786827764663
PLRCZ,Q25302,1.6799987649877959
PLDKO,Q995855,1.440918029903455
PLRDM,Q104740,
PLRAD,Q158796,
PLRMO,Q336217,1.2161042398997608
PLRZJ,Q324875,2.17106699392139
PLRDZ,Q584055,2.012247866468817
PLRZM,Q609246,8.223500304538984
PLRNW,Q1587810,1.0916153644285378
PLRMA,Q149059,7.417502271519002e-08
PLRAW,Q52898,
PLRES,Q558723,3.8692703088195226
PLREL,Q986841,0.8211303725133287
PLROP,Q336375,9.13883645300944
PLRZZ,Q2100357,0.7711875674267572
PLRUD,Q1028027,1.2894069690826628
PLRUI,Q78712,1.8552614538673726
PLRYB,Q107094,4.408488772646552
PLRYD,Q995872,2.1819996395851287
PLRCE,Q1280831,4.414200601304863e-08
PLRYK,Q1922307,4.368105969464087e-08
PLRYW,Q2588425,1.2056350161801583
PLRYP,Q325244,0.6524478636873756
PLRZP,Q990823,1.1356852981863397
PLRZE,Q598,0.0
PLSMA,Q193177,1.1779070870477966
PLSNK,Q201729,
PLSEJ,Q826076,0.0
PL8ZM,Q569838,0.443882303946532
PLSIW,Q988586,1.9765625063885537
PLSIC,Q1765382,0.18888411040351702
PLSDC,Q319813,
PLSZE,Q218980,2.9037023438390768
PLSIE,Q377994,0.7315527267920937
PLSEN,Q2605940,1.8544852760331685
PLSIR,Q745074,
PLSPC,Q928392,3.8755463188959127
PLSIZ,Q989846,0.21705147616041395
PLSKA,Q301924,1.233441876879464
PLSKI,Q2734,
PLSKW,Q994585,
PLTKA,Q992910,0.4202636925555678
PLSOC,Q250485,0.9272641939667493
PLS8M,Q3078177,0.5838125453996516
PLSOI,Q161912,1.8547946521318894
PL8JP,Q1001517,1.556521640373048
PLSOP,Q92689,1.5224530908439438
PLQXQ,Q751140,
PLSTE,Q751094,4.67481395168858e-08
PLSTS,Q106268,1.9644409213204341
PLSSZ,Q324892,1.6654609170112253
PLSWZ,Q1002685,2.1852528802756894
PLSTR,Q114093,0.7558384392950749
PLSGM,Q246288,0.9037778984821544
PLSTZ,Q719954,1.8540660476717723
PLOXC,Q1005414,2.076815643053885
PLSBA,Q745005,1.3576055749469682
PLSLH,Q457865,1.142507002495826
PLSLJ,Q1015172,1.5482359535100865
PLSZX,Q986821,0.8985916673832924
PLSEL,Q743910,1.854358123040923
PLSZP,Q995859,0.9222145402661075
PLSZZ,Q393,
PLSZC,Q848999,0.9755010790825691
PLZOC,Q305154,1.299992747914555
PLSCI,Q1280869,1.143236675200127
PLSZA,Q1025323,2.369140257962624
PLSZT,Q953181,7.419919567828316e-08
PLSRA,Q165066,0.3199922420257676
PLSZM,Q640368,1.4338714056677038
PLSZU,Q999598,7.419159619298458e-08
PLQEP,Q28516,
PLTGO,Q329833,0.6453337562537815
PLTZW,Q474697,
PLTER,Q218897,3.8976107325868177
PLTMO,Q989863,2.0349464212848143
PLTOL,Q911009,4.734955034334674e-08
PLTMW,Q157994,0.5814538248586151
PLTOM,Q995903,1.4547084747227585
PLTEK,Q1000938,0.5765735301454215
PLTZA,Q934785,
PLTCI,Q523287,1.1352581193636744
PLTRI,Q717942,1.4859343948521024
PLTUC,Q325910,
PLOXE,Q989973,1.1690045119689723
PLTKW,Q1421516,7.762091852067834e-08
PLTRK,Q924132,1.1893349825170991
PLTZY,Q403941,3.19088440643834
PLTWA,Q1005419,1.3904741665823983
PLTYO,Q2305215,0.8565612157283057
PLTYY,Q11977,
PLTZN,Q1946067,7.791358266359879e-08
PLTYK,Q941451,0.8228536368635408
PLUJA,Q2199861,1.4266901149554705
PLUOW,Q867437,0.8056307297143734
PLUST,Q321010,0.8438854526069798
PLUSD,Q1906346,0.8270135501423417
PLWAD,Q212856,2.2072049934037645
PLWDW,Q212856,3.707571965986227e-08
PLWKA,Q276857,1.16333477192614
PLWAS,Q1906290,0.9882668884331612
PLWEJ,Q672949,1.0771529911032534
