target_id,actor_id,target_type,baseline_year,target_year,target_value,target_unit,URL,datasource_id
IGES_NDC:unconditional:PE,PE,Absolute emission reduction,2030,2030,208000000,tCO2e,https://unfccc.int/sites/default/files/NDC/2022-06/Reporte%20de%20Actualizacio%CC%81n%20de%20las%20NDC%20del%20Peru%CC%81.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:PH,PH,Relative emission reduction,2030,2030,3,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Philippines%20-%20NDC.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:PK,PK,Relative emission reduction,2030,2030,15,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Pakistan%20Updated%20NDC%202021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:PL,PL,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:PS,PS,Relative emission reduction,2030,2040,17,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Updated%20NDC_%20State%20of%20Palestine_2021_FINAL.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:PT,PT,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:PY,PY,Relative emission reduction,2030,2030,10,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Actualizaci%C3%B3n-NDC%20VF%20PAG.%20WEB_MADES%20Mayo%202022.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:QA,QA,Relative emission reduction,2030,2030,25,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Qatar%20NDC%20-%20Arabic.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:RO,RO,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:RS,RS,Absolute emission reduction,2010,2030,13,percent,https://unfccc.int/sites/default/files/NDC/2022-08/NDC%20Final_Serbia%20english.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:RU,RU,Absolute emission reduction,1990,2030,30,percent,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_RF_ru.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:RW,RW,Relative emission reduction,2030,2030,16,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Rwanda_Updated_NDC_May_2020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:SA,SA,Relative emission reduction,2019,2030,278000000,tCO2e,https://unfccc.int/sites/default/files/resource/202203111154---KSA%20NDC%202021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:SB,SB,Absolute emission reduction,2015,2030,33,percent,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20Report%202021%20Final%20Solomon%20Islands%20%281%29.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:SC,SC,Relative emission reduction,2030,2030,26,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Seychelles%20-%20NDC_Jul30th%202021%20_Final.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:SD,SD,Relative emission reduction,2030,2030,38,percent,https://unfccc.int/sites/default/files/NDC/2022-10/Sudan%20Updated%20First%20NDC-12102021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:SE,SE,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:SG,SG,Peak of carbon emissions,2030,2030,65000000,tCO2e,https://unfccc.int/sites/default/files/NDC/2022-06/Singapore%27s%20Update%20of%201st%20NDC.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:SI,SI,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:SK,SK,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:SM,SM,Absolute emission reduction,2005,2030,20,percent,https://unfccc.int/sites/default/files/NDC/2022-06/SAN%20MARINO%20INDC%20EN.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:SN,SN,Relative emission reduction,2030,2030,7,percent,https://unfccc.int/sites/default/files/NDC/2022-06/CDNSenegal%20approuv%C3%A9e-pdf-.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:SO,SO,Relative emission reduction,2030,2030,30,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Final%20Updated%20NDC%20for%20Somalia%202021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:ST,ST,Relative emission reduction,2030,2030,27,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Updated_NDC_STP_2021_EN_.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:SZ,SZ,Relative emission reduction,2030,2030,5,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Eswatini%27s%20Revised%20NDC%2012%20Oct%202021.docx,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:TD,TD,Absolute emission reduction,2018,2030,0,percent,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20ACTUALISEE%20DU%20TCHAD.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:TG,TG,Relative emission reduction,2030,2030,20,percent,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20Revis%C3%A9es_Togo_Document%20int%C3%A9rimaire_rv_11%2010%2021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:TH,TH,Relative emission reduction,2030,2030,20,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Thailand%20Updated%20NDC.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:TJ,TJ,Absolute emission reduction,1990,2030,21000000,tCO2e,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_TAJIKISTAN_RUSS.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:TN,TN,Carbon intensity reduction,2010,2030,27,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Tunisia%20Update%20NDC-french.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:TO,TO,Absolute emission reduction,2006,2030,13,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Tonga%27s%20Second%20NDC.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:TR,TR,Relative emission reduction,2030,2030,21,percent,https://unfccc.int/sites/default/files/NDC/2022-06/The_INDC_of_TURKEY_v.15.19.30.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:TT,TT,Relative emission reduction,2030,2030,15,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Trinidad%20and%20Tobago%20Final%20INDC.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:TV,TV,Absolute emission reduction,2010,2025,60,percent,https://unfccc.int/sites/default/files/NDC/2022-06/TUVALU%20INDC.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:TZ,TZ,Relative emission reduction,2030,2030,30,percent,https://unfccc.int/sites/default/files/NDC/2022-06/TANZANIA_NDC_SUBMISSION_30%20JULY%202021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:UA,UA,Absolute emission reduction,1990,2030,65,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Ukraine%20NDC_July%2031.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:UG,UG,Relative emission reduction,2030,2030,6,percent,https://unfccc.int/sites/default/files/NDC/2022-09/Updated%20NDC%20_Uganda_2022%20Final.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:US,US,Absolute emission reduction,2005,2030,50,percent,https://unfccc.int/sites/default/files/NDC/2022-06/United%20States%20NDC%20April%2021%202021%20Final.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:UY,UY,Carbon intensity reduction,1990,2025,24,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Uruguay_Primera%20Contribuci%C3%B3n%20Determinada%20a%20nivel%20Nacional.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:UZ,UZ,Carbon intensity reduction,2010,2030,35,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Uzbekistan_Updated%20NDC_2021_RU.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:VC,VC,Relative emission reduction,2030,2025,22,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Saint%20Vincent%20and%20the%20Grenadines_NDC.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:VE,VE,Relative emission reduction,2030,2030,20,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Actualizacion%20NDC%20Venezuela.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:VN,VN,Relative emission reduction,2030,2030,9,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Viet%20Nam_NDC_2020_Eng.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:WS,WS,Absolute emission reduction,2007,2030,26,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Samoa%27s%20Second%20NDC%20for%20UNFCCC%20Submission.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:YE,YE,Relative emission reduction,2030,2030,1,percent,https://www4.unfccc.int/sites/submissions/INDC/Published%20Documents/Yemen/1/Yemen%20INDC%2021%20Nov.%202015.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:ZA,ZA,Peak of carbon emissions,2030,2030,350000000,tCO2e,https://unfccc.int/sites/default/files/NDC/2022-06/South%20Africa%20updated%20first%20NDC%20September%202021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:ZM,ZM,Relative emission reduction,2030,2030,25,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Final%20Zambia_Revised%20and%20Updated_NDC_2021_.pdf,IGES:NDC_db:10.57405/iges-5005
