actor_id,year,population,datasource_id
AF,1977,12687302,UN_DESA_PD:WorldPopulation:v2022
AF,1978,12938863,UN_DESA_PD:WorldPopulation:v2022
AF,1979,12986369,UN_DESA_PD:WorldPopulation:v2022
AF,1980,12486632,UN_DESA_PD:WorldPopulation:v2022
AF,1981,11155195,UN_DESA_PD:WorldPopulation:v2022
AF,1982,10088289,UN_DESA_PD:WorldPopulation:v2022
AF,1983,9951449,UN_DESA_PD:WorldPopulation:v2022
AF,1984,10243687,UN_DESA_PD:WorldPopulation:v2022
AF,1985,10512222,UN_DESA_PD:WorldPopulation:v2022
AF,1986,10448442,UN_DESA_PD:WorldPopulation:v2022
AF,1987,10322758,UN_DESA_PD:WorldPopulation:v2022
AF,1988,10383460,UN_DESA_PD:WorldPopulation:v2022
AF,1989,10673169,UN_DESA_PD:WorldPopulation:v2022
AF,1990,10694796,UN_DESA_PD:WorldPopulation:v2022
AF,1991,10745167,UN_DESA_PD:WorldPopulation:v2022
AF,1992,12057433,UN_DESA_PD:WorldPopulation:v2022
AF,1993,14003760,UN_DESA_PD:WorldPopulation:v2022
AF,1994,15455555,UN_DESA_PD:WorldPopulation:v2022
AF,1995,16418912,UN_DESA_PD:WorldPopulation:v2022
AF,1996,17106596,UN_DESA_PD:WorldPopulation:v2022
AF,1997,17788819,UN_DESA_PD:WorldPopulation:v2022
AF,1998,18493132,UN_DESA_PD:WorldPopulation:v2022
AF,1999,19262848,UN_DESA_PD:WorldPopulation:v2022
AF,2000,19542983,UN_DESA_PD:WorldPopulation:v2022
AF,2001,19688633,UN_DESA_PD:WorldPopulation:v2022
AF,2002,21000257,UN_DESA_PD:WorldPopulation:v2022
AF,2003,22645130,UN_DESA_PD:WorldPopulation:v2022
AF,2004,23553551,UN_DESA_PD:WorldPopulation:v2022
AF,2005,24411191,UN_DESA_PD:WorldPopulation:v2022
AF,2006,25442944,UN_DESA_PD:WorldPopulation:v2022
AF,2007,25903301,UN_DESA_PD:WorldPopulation:v2022
AF,2008,26427199,UN_DESA_PD:WorldPopulation:v2022
AF,2009,27385308,UN_DESA_PD:WorldPopulation:v2022
AF,2010,28189672,UN_DESA_PD:WorldPopulation:v2022
AF,2011,29249157,UN_DESA_PD:WorldPopulation:v2022
AF,2012,30466479,UN_DESA_PD:WorldPopulation:v2022
AF,2013,31541209,UN_DESA_PD:WorldPopulation:v2022
AF,2014,32716210,UN_DESA_PD:WorldPopulation:v2022
AF,2015,33753499,UN_DESA_PD:WorldPopulation:v2022
AF,2016,34636208,UN_DESA_PD:WorldPopulation:v2022
AF,2017,35643418,UN_DESA_PD:WorldPopulation:v2022
AF,2018,36686784,UN_DESA_PD:WorldPopulation:v2022
AF,2019,37769499,UN_DESA_PD:WorldPopulation:v2022
AF,2020,38972231,UN_DESA_PD:WorldPopulation:v2022
AF,2021,40099462,UN_DESA_PD:WorldPopulation:v2022
AF,2022,41128771,UN_DESA_PD:WorldPopulation:v2022
AG,1950,45435,UN_DESA_PD:WorldPopulation:v2022
AG,1951,46398,UN_DESA_PD:WorldPopulation:v2022
AG,1952,47359,UN_DESA_PD:WorldPopulation:v2022
AG,1953,48317,UN_DESA_PD:WorldPopulation:v2022
AG,1954,49280,UN_DESA_PD:WorldPopulation:v2022
AG,1955,50264,UN_DESA_PD:WorldPopulation:v2022
AG,1956,51250,UN_DESA_PD:WorldPopulation:v2022
AG,1957,52245,UN_DESA_PD:WorldPopulation:v2022
AG,1958,53263,UN_DESA_PD:WorldPopulation:v2022
AG,1959,54299,UN_DESA_PD:WorldPopulation:v2022
AG,1960,55342,UN_DESA_PD:WorldPopulation:v2022
AG,1961,56245,UN_DESA_PD:WorldPopulation:v2022
AG,1962,57008,UN_DESA_PD:WorldPopulation:v2022
AG,1963,57778,UN_DESA_PD:WorldPopulation:v2022
AG,1964,58664,UN_DESA_PD:WorldPopulation:v2022
AG,1965,59644,UN_DESA_PD:WorldPopulation:v2022
AG,1966,60616,UN_DESA_PD:WorldPopulation:v2022
AG,1967,61617,UN_DESA_PD:WorldPopulation:v2022
AG,1968,62658,UN_DESA_PD:WorldPopulation:v2022
AG,1969,63742,UN_DESA_PD:WorldPopulation:v2022
AG,1970,64518,UN_DESA_PD:WorldPopulation:v2022
AG,1971,64769,UN_DESA_PD:WorldPopulation:v2022
AG,1972,64695,UN_DESA_PD:WorldPopulation:v2022
AG,1973,64463,UN_DESA_PD:WorldPopulation:v2022
AG,1974,64218,UN_DESA_PD:WorldPopulation:v2022
AG,1975,64035,UN_DESA_PD:WorldPopulation:v2022
AG,1976,63991,UN_DESA_PD:WorldPopulation:v2022
AG,1977,64117,UN_DESA_PD:WorldPopulation:v2022
AG,1978,64329,UN_DESA_PD:WorldPopulation:v2022
AG,1979,64609,UN_DESA_PD:WorldPopulation:v2022
AG,1980,64890,UN_DESA_PD:WorldPopulation:v2022
AG,1981,65076,UN_DESA_PD:WorldPopulation:v2022
AG,1982,65231,UN_DESA_PD:WorldPopulation:v2022
AG,1983,65408,UN_DESA_PD:WorldPopulation:v2022
AG,1984,65362,UN_DESA_PD:WorldPopulation:v2022
AG,1985,65048,UN_DESA_PD:WorldPopulation:v2022
AG,1986,64712,UN_DESA_PD:WorldPopulation:v2022
AG,1987,64353,UN_DESA_PD:WorldPopulation:v2022
AG,1988,63982,UN_DESA_PD:WorldPopulation:v2022
AG,1989,63636,UN_DESA_PD:WorldPopulation:v2022
AG,1990,63328,UN_DESA_PD:WorldPopulation:v2022
AG,1991,63634,UN_DESA_PD:WorldPopulation:v2022
AG,1992,64659,UN_DESA_PD:WorldPopulation:v2022
AG,1993,65834,UN_DESA_PD:WorldPopulation:v2022
AG,1994,67072,UN_DESA_PD:WorldPopulation:v2022
AG,1995,68398,UN_DESA_PD:WorldPopulation:v2022
AG,1996,69798,UN_DESA_PD:WorldPopulation:v2022
AG,1997,71218,UN_DESA_PD:WorldPopulation:v2022
AG,1998,72572,UN_DESA_PD:WorldPopulation:v2022
AG,1999,73821,UN_DESA_PD:WorldPopulation:v2022
AG,2000,75055,UN_DESA_PD:WorldPopulation:v2022
AG,2001,76215,UN_DESA_PD:WorldPopulation:v2022
AG,2002,77195,UN_DESA_PD:WorldPopulation:v2022
AG,2003,78075,UN_DESA_PD:WorldPopulation:v2022
AG,2004,78941,UN_DESA_PD:WorldPopulation:v2022
AG,2005,79869,UN_DESA_PD:WorldPopulation:v2022
AG,2006,80896,UN_DESA_PD:WorldPopulation:v2022
AG,2007,82016,UN_DESA_PD:WorldPopulation:v2022
AG,2008,83251,UN_DESA_PD:WorldPopulation:v2022
AG,2009,84534,UN_DESA_PD:WorldPopulation:v2022
AG,2010,85695,UN_DESA_PD:WorldPopulation:v2022
AG,2011,86729,UN_DESA_PD:WorldPopulation:v2022
AG,2012,87674,UN_DESA_PD:WorldPopulation:v2022
AG,2013,88497,UN_DESA_PD:WorldPopulation:v2022
AG,2014,89236,UN_DESA_PD:WorldPopulation:v2022
AG,2015,89941,UN_DESA_PD:WorldPopulation:v2022
AG,2016,90565,UN_DESA_PD:WorldPopulation:v2022
AG,2017,91119,UN_DESA_PD:WorldPopulation:v2022
AG,2018,91626,UN_DESA_PD:WorldPopulation:v2022
AG,2019,92117,UN_DESA_PD:WorldPopulation:v2022
AG,2020,92664,UN_DESA_PD:WorldPopulation:v2022
AG,2021,93220,UN_DESA_PD:WorldPopulation:v2022
AG,2022,93763,UN_DESA_PD:WorldPopulation:v2022
AI,1950,5017,UN_DESA_PD:WorldPopulation:v2022
AI,1951,5244,UN_DESA_PD:WorldPopulation:v2022
AI,1952,5403,UN_DESA_PD:WorldPopulation:v2022
AI,1953,5530,UN_DESA_PD:WorldPopulation:v2022
AI,1954,5659,UN_DESA_PD:WorldPopulation:v2022
AI,1955,5752,UN_DESA_PD:WorldPopulation:v2022
AI,1956,5788,UN_DESA_PD:WorldPopulation:v2022
AI,1957,5793,UN_DESA_PD:WorldPopulation:v2022
AI,1958,5783,UN_DESA_PD:WorldPopulation:v2022
AI,1959,5756,UN_DESA_PD:WorldPopulation:v2022
AI,1960,5752,UN_DESA_PD:WorldPopulation:v2022
AI,1961,5796,UN_DESA_PD:WorldPopulation:v2022
AI,1962,5855,UN_DESA_PD:WorldPopulation:v2022
AI,1963,5913,UN_DESA_PD:WorldPopulation:v2022
AI,1964,5968,UN_DESA_PD:WorldPopulation:v2022
AI,1965,6018,UN_DESA_PD:WorldPopulation:v2022
AI,1966,6071,UN_DESA_PD:WorldPopulation:v2022
AI,1967,6127,UN_DESA_PD:WorldPopulation:v2022
AI,1968,6178,UN_DESA_PD:WorldPopulation:v2022
AI,1969,6230,UN_DESA_PD:WorldPopulation:v2022
AI,1970,6283,UN_DESA_PD:WorldPopulation:v2022
AI,1971,6329,UN_DESA_PD:WorldPopulation:v2022
AI,1972,6366,UN_DESA_PD:WorldPopulation:v2022
AI,1973,6399,UN_DESA_PD:WorldPopulation:v2022
AI,1974,6429,UN_DESA_PD:WorldPopulation:v2022
AI,1975,6463,UN_DESA_PD:WorldPopulation:v2022
AI,1976,6497,UN_DESA_PD:WorldPopulation:v2022
AI,1977,6520,UN_DESA_PD:WorldPopulation:v2022
AI,1978,6536,UN_DESA_PD:WorldPopulation:v2022
AI,1979,6548,UN_DESA_PD:WorldPopulation:v2022
AI,1980,6560,UN_DESA_PD:WorldPopulation:v2022
AI,1981,6571,UN_DESA_PD:WorldPopulation:v2022
AI,1982,6585,UN_DESA_PD:WorldPopulation:v2022
AI,1983,6601,UN_DESA_PD:WorldPopulation:v2022
AI,1984,6692,UN_DESA_PD:WorldPopulation:v2022
AI,1985,6907,UN_DESA_PD:WorldPopulation:v2022
AI,1986,7167,UN_DESA_PD:WorldPopulation:v2022
AI,1987,7436,UN_DESA_PD:WorldPopulation:v2022
AI,1988,7718,UN_DESA_PD:WorldPopulation:v2022
AI,1989,8017,UN_DESA_PD:WorldPopulation:v2022
AI,1990,8316,UN_DESA_PD:WorldPopulation:v2022
AI,1991,8617,UN_DESA_PD:WorldPopulation:v2022
AI,1992,8887,UN_DESA_PD:WorldPopulation:v2022
AI,1993,9122,UN_DESA_PD:WorldPopulation:v2022
AI,1994,9356,UN_DESA_PD:WorldPopulation:v2022
AI,1995,9601,UN_DESA_PD:WorldPopulation:v2022
AI,1996,9863,UN_DESA_PD:WorldPopulation:v2022
AI,1997,10132,UN_DESA_PD:WorldPopulation:v2022
AI,1998,10416,UN_DESA_PD:WorldPopulation:v2022
AI,1999,10722,UN_DESA_PD:WorldPopulation:v2022
AI,2000,11048,UN_DESA_PD:WorldPopulation:v2022
AI,2001,11344,UN_DESA_PD:WorldPopulation:v2022
AI,2002,11561,UN_DESA_PD:WorldPopulation:v2022
AI,2003,11744,UN_DESA_PD:WorldPopulation:v2022
AI,2004,11934,UN_DESA_PD:WorldPopulation:v2022
AI,2005,12128,UN_DESA_PD:WorldPopulation:v2022
AI,2006,12325,UN_DESA_PD:WorldPopulation:v2022
AI,2007,12525,UN_DESA_PD:WorldPopulation:v2022
AI,2008,12731,UN_DESA_PD:WorldPopulation:v2022
AI,2009,12946,UN_DESA_PD:WorldPopulation:v2022
AI,2010,13172,UN_DESA_PD:WorldPopulation:v2022
AI,2011,13342,UN_DESA_PD:WorldPopulation:v2022
AI,2012,13455,UN_DESA_PD:WorldPopulation:v2022
AI,2013,13700,UN_DESA_PD:WorldPopulation:v2022
AI,2014,14121,UN_DESA_PD:WorldPopulation:v2022
AI,2015,14526,UN_DESA_PD:WorldPopulation:v2022
AI,2016,14814,UN_DESA_PD:WorldPopulation:v2022
AI,2017,15015,UN_DESA_PD:WorldPopulation:v2022
AI,2018,15181,UN_DESA_PD:WorldPopulation:v2022
AI,2019,15380,UN_DESA_PD:WorldPopulation:v2022
AI,2020,15585,UN_DESA_PD:WorldPopulation:v2022
AI,2021,15753,UN_DESA_PD:WorldPopulation:v2022
AI,2022,15857,UN_DESA_PD:WorldPopulation:v2022
AL,1950,1252582,UN_DESA_PD:WorldPopulation:v2022
AL,1951,1289168,UN_DESA_PD:WorldPopulation:v2022
AL,1952,1326949,UN_DESA_PD:WorldPopulation:v2022
AL,1953,1366744,UN_DESA_PD:WorldPopulation:v2022
AL,1954,1409005,UN_DESA_PD:WorldPopulation:v2022
AL,1955,1453731,UN_DESA_PD:WorldPopulation:v2022
AL,1956,1500624,UN_DESA_PD:WorldPopulation:v2022
AL,1957,1549571,UN_DESA_PD:WorldPopulation:v2022
AL,1958,1600983,UN_DESA_PD:WorldPopulation:v2022
AL,1959,1655020,UN_DESA_PD:WorldPopulation:v2022
AL,1960,1711189,UN_DESA_PD:WorldPopulation:v2022
AL,1961,1769079,UN_DESA_PD:WorldPopulation:v2022
AL,1962,1828232,UN_DESA_PD:WorldPopulation:v2022
AL,1963,1888302,UN_DESA_PD:WorldPopulation:v2022
AL,1964,1949013,UN_DESA_PD:WorldPopulation:v2022
AL,1965,2009789,UN_DESA_PD:WorldPopulation:v2022
AL,1966,2070689,UN_DESA_PD:WorldPopulation:v2022
AL,1967,2132443,UN_DESA_PD:WorldPopulation:v2022
AL,1968,2195467,UN_DESA_PD:WorldPopulation:v2022
AL,1969,2259799,UN_DESA_PD:WorldPopulation:v2022
AL,1970,2324731,UN_DESA_PD:WorldPopulation:v2022
AL,1971,2389812,UN_DESA_PD:WorldPopulation:v2022
AL,1972,2455172,UN_DESA_PD:WorldPopulation:v2022
AL,1973,2520437,UN_DESA_PD:WorldPopulation:v2022
AL,1974,2585452,UN_DESA_PD:WorldPopulation:v2022
AL,1975,2650122,UN_DESA_PD:WorldPopulation:v2022
AL,1976,2713560,UN_DESA_PD:WorldPopulation:v2022
AL,1977,2774795,UN_DESA_PD:WorldPopulation:v2022
AL,1978,2833314,UN_DESA_PD:WorldPopulation:v2022
AL,1979,2888763,UN_DESA_PD:WorldPopulation:v2022
AL,1980,2941652,UN_DESA_PD:WorldPopulation:v2022
AL,1981,2992389,UN_DESA_PD:WorldPopulation:v2022
AL,1982,3041179,UN_DESA_PD:WorldPopulation:v2022
AL,1983,3087911,UN_DESA_PD:WorldPopulation:v2022
AL,1984,3131726,UN_DESA_PD:WorldPopulation:v2022
AL,1985,3171725,UN_DESA_PD:WorldPopulation:v2022
AL,1986,3207128,UN_DESA_PD:WorldPopulation:v2022
AL,1987,3237676,UN_DESA_PD:WorldPopulation:v2022
AL,1988,3263019,UN_DESA_PD:WorldPopulation:v2022
AL,1989,3282182,UN_DESA_PD:WorldPopulation:v2022
AL,1990,3295066,UN_DESA_PD:WorldPopulation:v2022
AL,1991,3302082,UN_DESA_PD:WorldPopulation:v2022
AL,1992,3303739,UN_DESA_PD:WorldPopulation:v2022
AL,1993,3300711,UN_DESA_PD:WorldPopulation:v2022
AL,1994,3293999,UN_DESA_PD:WorldPopulation:v2022
AL,1995,3284364,UN_DESA_PD:WorldPopulation:v2022
AL,1996,3271331,UN_DESA_PD:WorldPopulation:v2022
AL,1997,3253719,UN_DESA_PD:WorldPopulation:v2022
AL,1998,3232176,UN_DESA_PD:WorldPopulation:v2022
AL,1999,3208260,UN_DESA_PD:WorldPopulation:v2022
AL,2000,3182021,UN_DESA_PD:WorldPopulation:v2022
AL,2001,3153612,UN_DESA_PD:WorldPopulation:v2022
AL,2002,3123551,UN_DESA_PD:WorldPopulation:v2022
AL,2003,3092991,UN_DESA_PD:WorldPopulation:v2022
AL,2004,3062623,UN_DESA_PD:WorldPopulation:v2022
AL,2005,3032634,UN_DESA_PD:WorldPopulation:v2022
AL,2006,3003387,UN_DESA_PD:WorldPopulation:v2022
AL,2007,2976084,UN_DESA_PD:WorldPopulation:v2022
AL,2008,2951689,UN_DESA_PD:WorldPopulation:v2022
AL,2009,2930542,UN_DESA_PD:WorldPopulation:v2022
AL,2010,2913400,UN_DESA_PD:WorldPopulation:v2022
AL,2011,2900654,UN_DESA_PD:WorldPopulation:v2022
AL,2012,2892193,UN_DESA_PD:WorldPopulation:v2022
AL,2013,2887014,UN_DESA_PD:WorldPopulation:v2022
AL,2014,2884102,UN_DESA_PD:WorldPopulation:v2022
AL,2015,2882481,UN_DESA_PD:WorldPopulation:v2022
AL,2016,2881063,UN_DESA_PD:WorldPopulation:v2022
AL,2017,2879355,UN_DESA_PD:WorldPopulation:v2022
AL,2018,2877013,UN_DESA_PD:WorldPopulation:v2022
AL,2019,2873884,UN_DESA_PD:WorldPopulation:v2022
AL,2020,2866849,UN_DESA_PD:WorldPopulation:v2022
AL,2021,2854710,UN_DESA_PD:WorldPopulation:v2022
AL,2022,2842321,UN_DESA_PD:WorldPopulation:v2022
AM,1950,1385041,UN_DESA_PD:WorldPopulation:v2022
AM,1951,1424000,UN_DESA_PD:WorldPopulation:v2022
AM,1952,1465061,UN_DESA_PD:WorldPopulation:v2022
AM,1953,1508559,UN_DESA_PD:WorldPopulation:v2022
AM,1954,1554922,UN_DESA_PD:WorldPopulation:v2022
AM,1955,1604376,UN_DESA_PD:WorldPopulation:v2022
