region,sector/subsector,year,co2,ch4,n20,co2e100,co2e20
AIA,transportation,2020,21688.867722,3.645423,0.908727,22031.933604,22235.172319
AIA,transportation,2021,23697.919510,4.058146,0.999360,24076.469747,24302.728448
AIA,waste,2015,0.000000,148.728626,0.000000,4164.401528,12493.204584
AIA,waste,2016,0.000000,149.448968,0.000000,4184.571104,12553.713312
AIA,waste,2017,0.000000,150.131841,0.000000,4203.691548,12611.074644
AIA,waste,2018,0.000000,150.772562,0.000000,4221.631736,12664.895208
AIA,waste,2019,0.000000,151.475213,0.000000,4241.305964,12723.917892
AIA,waste,2020,0.000000,152.184832,0.000000,4261.175296,12783.525888
AIA,waste,2021,0.000000,152.876073,0.000000,4280.530044,12841.590132
AIA,buildings,2015,17.240554,0.002246,0.002552,17.979669,18.102893
AIA,buildings,2016,16.289332,0.002111,0.002582,17.032644,17.148278
AIA,buildings,2017,15.338112,0.001986,0.002622,16.088571,16.197165
AIA,buildings,2018,14.895741,0.001928,0.002552,15.626013,15.731429
AIA,buildings,2019,14.600573,0.001966,0.002482,15.313468,15.421081
AIA,buildings,2020,12.107370,0.001740,0.002053,12.700037,12.795424
AIA,buildings,2021,13.511260,0.001915,0.002283,14.169830,14.274787
AIA,manufacturing,2015,1204.547643,0.047400,0.009460,1208.381743,1211.026683
AIA,manufacturing,2016,1224.628934,0.048100,0.009620,1228.525034,1231.209014
AIA,manufacturing,2017,1244.710293,0.048900,0.009770,1248.668543,1251.397173
AIA,manufacturing,2018,1208.784232,0.047500,0.009490,1212.629082,1215.279592
AIA,manufacturing,2019,1180.424123,0.046400,0.009270,1184.179873,1186.769003
AIA,manufacturing,2020,974.638642,0.038300,0.007650,977.738292,979.875442
AIA,manufacturing,2021,1086.286951,0.042700,0.008520,1089.740351,1092.123031
AIA,mineral-extraction,2015,0.000000,0.000000,0.000000,0.000000,0.000000
AIA,mineral-extraction,2016,0.000000,0.000000,0.000000,0.000000,0.000000
AIA,mineral-extraction,2017,0.000000,0.000000,0.000000,0.000000,0.000000
AIA,mineral-extraction,2018,0.000000,0.000000,0.000000,0.000000,0.000000
AIA,mineral-extraction,2019,0.000000,0.000000,0.000000,0.000000,0.000000
AIA,mineral-extraction,2020,0.000000,0.000000,0.000000,0.000000,0.000000
AIA,mineral-extraction,2021,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,mineral-extraction,2015,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,mineral-extraction,2016,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,mineral-extraction,2017,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,mineral-extraction,2018,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,mineral-extraction,2019,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,mineral-extraction,2020,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,mineral-extraction,2021,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,power,2015,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,power,2016,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,power,2017,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,power,2018,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,power,2019,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,power,2020,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,power,2021,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,fluorinated-gases,2015,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,fluorinated-gases,2016,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,fluorinated-gases,2017,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,fluorinated-gases,2018,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,fluorinated-gases,2019,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,fluorinated-gases,2020,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,fluorinated-gases,2021,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,fossil-fuel-operations,2015,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,fossil-fuel-operations,2016,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,fossil-fuel-operations,2017,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,fossil-fuel-operations,2018,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,fossil-fuel-operations,2019,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,fossil-fuel-operations,2020,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,fossil-fuel-operations,2021,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,manufacturing,2015,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,manufacturing,2016,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,manufacturing,2017,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,manufacturing,2018,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,manufacturing,2019,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,manufacturing,2020,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,manufacturing,2021,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,transportation,2015,241196.414200,0.000000,0.000000,241196.414200,241196.414200
ALA,transportation,2016,249424.863300,0.000000,0.000000,249424.863300,249424.863300
ALA,transportation,2017,259093.291000,0.000000,0.000000,259093.291000,259093.291000
ALA,transportation,2018,257139.034400,0.000000,0.000000,257139.034400,257139.034400
ALA,transportation,2019,588623.300600,0.000000,0.000000,588623.300600,588623.300600
ALA,transportation,2020,1575269.993000,0.000000,0.000000,1575269.993000,1575269.993000
ALA,transportation,2021,902374.350700,0.000000,0.000000,902374.350700,902374.350700
ALA,waste,2015,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,waste,2016,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,waste,2017,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,waste,2018,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,waste,2019,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,waste,2020,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,waste,2021,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,buildings,2015,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,buildings,2016,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,buildings,2017,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,buildings,2018,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,buildings,2019,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,buildings,2020,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,buildings,2021,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,agriculture,2015,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,agriculture,2016,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,agriculture,2017,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,agriculture,2018,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,agriculture,2019,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,agriculture,2020,0.000000,0.000000,0.000000,0.000000,0.000000
ALA,agriculture,2021,0.000000,0.000000,0.000000,0.000000,0.000000
ALB,fluorinated-gases,2015,0.000000,0.000000,0.000000,108878.132505,258704.003892
ALB,fluorinated-gases,2016,0.000000,0.000000,0.000000,122992.110001,291610.965318
ALB,fluorinated-gases,2017,0.000000,0.000000,0.000000,136913.381171,323508.320176
ALB,fluorinated-gases,2018,0.000000,0.000000,0.000000,153950.997775,362398.145374
ALB,fluorinated-gases,2019,0.000000,0.000000,0.000000,168975.290959,396962.868428
ALB,fluorinated-gases,2020,0.000000,0.000000,0.000000,184303.012623,432080.159868
ALB,fluorinated-gases,2021,0.000000,0.000000,0.000000,201171.253725,470661.805186
ALB,manufacturing,2015,1754563.000000,108.921655,7.641246,1759637.736530,1765729.707964
ALB,manufacturing,2016,1483887.000000,99.458905,5.521618,1488135.078110,1493699.255172
ALB,manufacturing,2017,1962759.335374,129.220268,10.850457,1969252.873983,1976478.358534
ALB,manufacturing,2018,2128541.668791,178.633588,15.933082,2137765.675985,2147753.223831
ALB,manufacturing,2019,1803098.378948,118.163149,9.934970,1809039.714170,1815646.915544
ALB,manufacturing,2020,1766795.698100,108.913510,9.878201,1772462.999645,1778552.278004
ALB,manufacturing,2021,1583581.581591,100.777845,6.416276,1588103.674391,1593740.817435
ALB,power,2015,0.000000,0.000000,0.000000,0.000000,0.000000
ALB,power,2016,0.000000,0.000000,0.000000,0.000000,0.000000
ALB,power,2017,0.000000,0.000000,0.000000,0.000000,0.000000
ALB,power,2018,0.000000,0.000000,0.000000,0.000000,0.000000
ALB,power,2019,0.000000,0.000000,0.000000,0.000000,0.000000
ALB,power,2020,0.000000,0.000000,0.000000,0.000000,0.000000
ALB,power,2021,0.000000,0.000000,0.000000,0.000000,0.000000
ALB,waste,2015,2600.790050,40569.130665,206.636017,1193294.993175,3464959.674398
ALB,waste,2016,2600.790050,40582.327016,210.541212,1194699.367678,3467099.139362
ALB,waste,2017,2645.942768,40597.274853,214.524883,1196218.732647,3469451.599532
ALB,waste,2018,2691.510530,40625.512264,219.672697,1198419.118627,3473228.132714
ALB,waste,2019,2737.096348,40653.877743,220.760373,1199547.171997,3475943.565232
ALB,waste,2020,2782.364046,40682.390312,221.853600,1200680.496782,3478672.500654
