item,locode,population,populationYear
http://www.wikidata.org/entity/Q705746,DERRB,2097,1972
http://www.wikidata.org/entity/Q705746,DERRB,2112,1990
http://www.wikidata.org/entity/Q705746,DERRB,2114,1971
http://www.wikidata.org/entity/Q705746,DERRB,2127,1992
http://www.wikidata.org/entity/Q705746,DERRB,2138,1969
http://www.wikidata.org/entity/Q705746,DERRB,2163,1997
http://www.wikidata.org/entity/Q705746,DERRB,2164,1961
http://www.wikidata.org/entity/Q705746,DERRB,2164,1998
http://www.wikidata.org/entity/Q705746,DERRB,2166,2010
http://www.wikidata.org/entity/Q705746,DERRB,2182,1967
http://www.wikidata.org/entity/Q705746,DERRB,2183,2009
http://www.wikidata.org/entity/Q705746,DERRB,2199,2000
http://www.wikidata.org/entity/Q705746,DERRB,2201,1965
http://www.wikidata.org/entity/Q705746,DERRB,2202,1995
http://www.wikidata.org/entity/Q705746,DERRB,2218,2001
http://www.wikidata.org/entity/Q705746,DERRB,2232,2006
http://www.wikidata.org/entity/Q39270,ITVMP,876,2017
http://www.wikidata.org/entity/Q39270,ITVMP,896,2018
http://www.wikidata.org/entity/Q39305,ITMII,5530,2017
http://www.wikidata.org/entity/Q39305,ITMII,5394,2013
http://www.wikidata.org/entity/Q39305,ITMII,5576,2018
http://www.wikidata.org/entity/Q39541,ITTCP,3533,2018
http://www.wikidata.org/entity/Q39541,ITTCP,3545,2017
http://www.wikidata.org/entity/Q39623,ITSLI,4191,2013
http://www.wikidata.org/entity/Q39623,ITSLI,4194,2017
http://www.wikidata.org/entity/Q39623,ITSLI,4283,2018
http://www.wikidata.org/entity/Q39736,ITTYP,824,2018
http://www.wikidata.org/entity/Q39736,ITTYP,829,2017
http://www.wikidata.org/entity/Q39814,ITLOO,660,2017
http://www.wikidata.org/entity/Q39814,ITLOO,657,2018
http://www.wikidata.org/entity/Q39778,ITTXN,3185,2008
http://www.wikidata.org/entity/Q39778,ITTXN,3697,2017
http://www.wikidata.org/entity/Q39778,ITTXN,3725,2018
http://www.wikidata.org/entity/Q39926,ITVDB,7415,2017
http://www.wikidata.org/entity/Q39926,ITVDB,7425,2018
http://www.wikidata.org/entity/Q40165,ITSL7,4114,2018
http://www.wikidata.org/entity/Q40165,ITSL7,4159,2017
http://www.wikidata.org/entity/Q40293,ITVBH,2480,2018
http://www.wikidata.org/entity/Q40293,ITVBH,2487,2017
http://www.wikidata.org/entity/Q40871,ITLVX,6550,2018
http://www.wikidata.org/entity/Q40159,ITNOM,23275,2017
http://www.wikidata.org/entity/Q40159,ITNOM,23334,2018
http://www.wikidata.org/entity/Q40159,ITNOM,23385,2013
http://www.wikidata.org/entity/Q40896,ITGOQ,2194,2018
http://www.wikidata.org/entity/Q40896,ITGOQ,2223,2017
http://www.wikidata.org/entity/Q40699,ITSEE,11115,2017
http://www.wikidata.org/entity/Q40699,ITSEE,11141,2018
http://www.wikidata.org/entity/Q40997,ITPGD,1906,2018
http://www.wikidata.org/entity/Q40997,ITPGD,1916,2017
http://www.wikidata.org/entity/Q40988,ITPVV,2433,2017
http://www.wikidata.org/entity/Q40988,ITPVV,2472,2018
http://www.wikidata.org/entity/Q40871,ITLVX,6458,2017
http://www.wikidata.org/entity/Q40980,ITRTE,4086,2017
http://www.wikidata.org/entity/Q40980,ITRTE,4087,2018
http://www.wikidata.org/entity/Q40980,ITRTE,4151,2013
http://www.wikidata.org/entity/Q41065,ITPCD,3788,2018
http://www.wikidata.org/entity/Q41065,ITPCD,3796,2017
http://www.wikidata.org/entity/Q39981,ITVGH,39354,2018
http://www.wikidata.org/entity/Q39981,ITVGH,39427,2017
http://www.wikidata.org/entity/Q40827,ITSZE,16018,2018
http://www.wikidata.org/entity/Q40827,ITSZE,16021,2017
http://www.wikidata.org/entity/Q41062,ITMAT,16768,2017
http://www.wikidata.org/entity/Q41062,ITMAT,16784,2018
http://www.wikidata.org/entity/Q42214,ITPUR,1993,2018
http://www.wikidata.org/entity/Q42214,ITPUR,2008,2017
http://www.wikidata.org/entity/Q42252,ITMMP,2383,2017
http://www.wikidata.org/entity/Q42252,ITMMP,2417,2018
http://www.wikidata.org/entity/Q42266,ITVGD,2165,2017
http://www.wikidata.org/entity/Q42266,ITVGD,2209,2018
http://www.wikidata.org/entity/Q42170,ITTCZ,5913,2018
http://www.wikidata.org/entity/Q42170,ITTCZ,5934,2017
http://www.wikidata.org/entity/Q42170,ITTCZ,6029,2013
http://www.wikidata.org/entity/Q42254,ITUGS,6623,2018
http://www.wikidata.org/entity/Q42254,ITUGS,6628,2017
http://www.wikidata.org/entity/Q42212,ITPMV,16479,2018
http://www.wikidata.org/entity/Q42212,ITPMV,16487,2017
http://www.wikidata.org/entity/Q42928,ITCBR,4371,2018
http://www.wikidata.org/entity/Q42928,ITCBR,4379,2017
http://www.wikidata.org/entity/Q42924,ITCBE,18167,2013
http://www.wikidata.org/entity/Q42972,ITCNW,18768,2017
http://www.wikidata.org/entity/Q42972,ITCNW,18797,2018
http://www.wikidata.org/entity/Q42972,ITCNW,19002,2013
http://www.wikidata.org/entity/Q46230,ITDOD,5190,2018
http://www.wikidata.org/entity/Q46230,ITDOD,5340,2008
http://www.wikidata.org/entity/Q46218,ITCHP,2532,2018
http://www.wikidata.org/entity/Q46218,ITCHP,2548,2017
http://www.wikidata.org/entity/Q46230,ITDOD,5239,2017
http://www.wikidata.org/entity/Q46490,ITACE,6246,2018
http://www.wikidata.org/entity/Q46490,ITACE,6255,2017
http://www.wikidata.org/entity/Q46735,ITCZZ,11350,2017
http://www.wikidata.org/entity/Q46833,ITABT,2051,2018
http://www.wikidata.org/entity/Q46833,ITABT,2061,2017
http://www.wikidata.org/entity/Q46735,ITCZZ,11373,2018
http://www.wikidata.org/entity/Q46727,ITCSH,14735,2017
http://www.wikidata.org/entity/Q46727,ITCSH,14771,2018
http://www.wikidata.org/entity/Q46962,ITFAC,8222,2017
http://www.wikidata.org/entity/Q46962,ITFAC,8341,2018
http://www.wikidata.org/entity/Q47189,ITCS3,10365,2017
http://www.wikidata.org/entity/Q47189,ITCS3,10373,2018
http://www.wikidata.org/entity/Q47600,ITGEU,1298,2018
http://www.wikidata.org/entity/Q47600,ITGEU,1304,2017
http://www.wikidata.org/entity/Q47491,ITCUD,6264,2017
http://www.wikidata.org/entity/Q47491,ITCUD,6267,2018
http://www.wikidata.org/entity/Q47634,ITFSG,8798,2018
http://www.wikidata.org/entity/Q47634,ITFSG,8881,2017
http://www.wikidata.org/entity/Q50197,ITFNI,20992,2018
http://www.wikidata.org/entity/Q50197,ITFNI,21131,2017
http://www.wikidata.org/entity/Q52069,ITCHL,1389,2017
http://www.wikidata.org/entity/Q52069,ITCHL,1406,2018
http://www.wikidata.org/entity/Q51864,ITEER,8671,2018
http://www.wikidata.org/entity/Q51864,ITEER,8772,2017
http://www.wikidata.org/entity/Q52111,ITAZ7,5695,2017
http://www.wikidata.org/entity/Q52111,ITAZ7,5732,2018
http://www.wikidata.org/entity/Q52123,ITCA6,12068,2018
http://www.wikidata.org/entity/Q53127,ITAR3,1717,2018
http://www.wikidata.org/entity/Q53127,ITAR3,1726,2017
http://www.wikidata.org/entity/Q358645,ATAWG,1779,2016
http://www.wikidata.org/entity/Q358645,ATAWG,1806,2018
http://www.wikidata.org/entity/Q278250,ATVOE,378,1900
http://www.wikidata.org/entity/Q278250,ATVOE,449,1869
http://www.wikidata.org/entity/Q278250,ATVOE,6570,2013
http://www.wikidata.org/entity/Q278250,ATVOE,6610,2001
http://www.wikidata.org/entity/Q278250,ATVOE,6730,2017
http://www.wikidata.org/entity/Q278250,ATVOE,728,1923
http://www.wikidata.org/entity/Q278250,ATVOE,782,1910
http://www.wikidata.org/entity/Q278250,ATVOE,866,1934
http://www.wikidata.org/entity/Q278250,ATVOE,908,1939
http://www.wikidata.org/entity/Q278250,ATVOE,1027,1951
http://www.wikidata.org/entity/Q278250,ATVOE,1827,1961
http://www.wikidata.org/entity/Q278250,ATVOE,2743,1971
http://www.wikidata.org/entity/Q278250,ATVOE,5931,1981
http://www.wikidata.org/entity/Q278250,ATVOE,6489,2011
http://www.wikidata.org/entity/Q278250,ATVOE,6496,2012
http://www.wikidata.org/entity/Q278250,ATVOE,6515,2007
http://www.wikidata.org/entity/Q278250,ATVOE,6531,2011
http://www.wikidata.org/entity/Q278250,ATVOE,6551,2010
http://www.wikidata.org/entity/Q278250,ATVOE,6568,2009
http://www.wikidata.org/entity/Q278250,ATVOE,6569,2008
http://www.wikidata.org/entity/Q278250,ATVOE,6595,2014
http://www.wikidata.org/entity/Q278250,ATVOE,6613,2006
http://www.wikidata.org/entity/Q278250,ATVOE,6631,2015
http://www.wikidata.org/entity/Q278250,ATVOE,6637,2002
http://www.wikidata.org/entity/Q278250,ATVOE,6692,2003
http://www.wikidata.org/entity/Q278250,ATVOE,6692,2016
http://www.wikidata.org/entity/Q278250,ATVOE,6695,2005
http://www.wikidata.org/entity/Q278250,ATVOE,6738,2018
http://www.wikidata.org/entity/Q278250,ATVOE,6762,2004
http://www.wikidata.org/entity/Q278250,ATVOE,6844,2019
http://www.wikidata.org/entity/Q278250,ATVOE,6938,2020
http://www.wikidata.org/entity/Q278250,ATVOE,7079,1991
http://www.wikidata.org/entity/Q570486,ATSDN,4100,2011
http://www.wikidata.org/entity/Q570486,ATSDN,1070,1900
http://www.wikidata.org/entity/Q570486,ATSDN,1080,1890
http://www.wikidata.org/entity/Q570486,ATSDN,1660,1951
http://www.wikidata.org/entity/Q570486,ATSDN,3550,2013
http://www.wikidata.org/entity/Q570486,ATSDN,3890,2009
http://www.wikidata.org/entity/Q570486,ATSDN,3930,2010
http://www.wikidata.org/entity/Q570486,ATSDN,968,1869
http://www.wikidata.org/entity/Q570486,ATSDN,1054,1880
http://www.wikidata.org/entity/Q570486,ATSDN,1095,1910
http://www.wikidata.org/entity/Q570486,ATSDN,1098,1923
http://www.wikidata.org/entity/Q570486,ATSDN,1407,1934
http://www.wikidata.org/entity/Q570486,ATSDN,1604,1939
http://www.wikidata.org/entity/Q570486,ATSDN,1886,1961
http://www.wikidata.org/entity/Q570486,ATSDN,2372,1971
http://www.wikidata.org/entity/Q570486,ATSDN,2499,1981
http://www.wikidata.org/entity/Q570486,ATSDN,2738,1991
http://www.wikidata.org/entity/Q570486,ATSDN,2955,2021
http://www.wikidata.org/entity/Q570486,ATSDN,3041,2020
http://www.wikidata.org/entity/Q570486,ATSDN,3066,2001
http://www.wikidata.org/entity/Q570486,ATSDN,3119,2019
http://www.wikidata.org/entity/Q570486,ATSDN,3124,2017
http://www.wikidata.org/entity/Q570486,ATSDN,3145,2018
http://www.wikidata.org/entity/Q570486,ATSDN,3201,2016
http://www.wikidata.org/entity/Q570486,ATSDN,3279,2015
http://www.wikidata.org/entity/Q570486,ATSDN,3302,2014
http://www.wikidata.org/entity/Q570486,ATSDN,3348,2007
http://www.wikidata.org/entity/Q570486,ATSDN,3365,2011
http://www.wikidata.org/entity/Q570486,ATSDN,3386,2002
http://www.wikidata.org/entity/Q570486,ATSDN,3411,2006
http://www.wikidata.org/entity/Q570486,ATSDN,3434,2003
http://www.wikidata.org/entity/Q570486,ATSDN,3473,2005
http://www.wikidata.org/entity/Q570486,ATSDN,3675,2004
http://www.wikidata.org/entity/Q570486,ATSDN,3754,2008
http://www.wikidata.org/entity/Q570486,ATSDN,4236,2012
http://www.wikidata.org/entity/Q429623,ATADU,2285,2018
http://www.wikidata.org/entity/Q429623,ATADU,2349,2016
http://www.wikidata.org/entity/Q575138,ATAHN,1072,2016
http://www.wikidata.org/entity/Q575138,ATAHN,1091,2018
http://www.wikidata.org/entity/Q291211,ATSLL,4845,2016
http://www.wikidata.org/entity/Q291211,ATSLL,5038,2018
http://www.wikidata.org/entity/Q441016,ATAHO,4759,2018
http://www.wikidata.org/entity/Q441016,ATAHO,4772,2016
http://www.wikidata.org/entity/Q442408,ATATG,2800,2016
http://www.wikidata.org/entity/Q442408,ATATG,2927,2018
http://www.wikidata.org/entity/Q595207,ATTWR,1500,2009
http://www.wikidata.org/entity/Q595207,ATTWR,1520,2013
http://www.wikidata.org/entity/Q595207,ATTWR,1640,2021
http://www.wikidata.org/entity/Q595207,ATTWR,473,1869
http://www.wikidata.org/entity/Q595207,ATTWR,484,1890
http://www.wikidata.org/entity/Q595207,ATTWR,594,1923
http://www.wikidata.org/entity/Q595207,ATTWR,629,1939
http://www.wikidata.org/entity/Q595207,ATTWR,889,1961
http://www.wikidata.org/entity/Q595207,ATTWR,1313,1981
http://www.wikidata.org/entity/Q595207,ATTWR,1413,2002
http://www.wikidata.org/entity/Q595207,ATTWR,1462,2003
http://www.wikidata.org/entity/Q595207,ATTWR,1484,2008
http://www.wikidata.org/entity/Q595207,ATTWR,1485,2014
http://www.wikidata.org/entity/Q595207,ATTWR,1501,2010
http://www.wikidata.org/entity/Q595207,ATTWR,1513,2015
http://www.wikidata.org/entity/Q595207,ATTWR,1514,2016
http://www.wikidata.org/entity/Q595207,ATTWR,1531,2017
http://www.wikidata.org/entity/Q595207,ATTWR,1539,2012
http://www.wikidata.org/entity/Q595207,ATTWR,1539,2018
http://www.wikidata.org/entity/Q595207,ATTWR,1547,2011
http://www.wikidata.org/entity/Q595207,ATTWR,1626,2019
http://www.wikidata.org/entity/Q543232,DEHDF,8443,2020
http://www.wikidata.org/entity/Q81688,ITRRS,5125,2004
http://www.wikidata.org/entity/Q82766,ITMPO,13970,2013
http://www.wikidata.org/entity/Q82619,ITBSL,18091,2013
http://www.wikidata.org/entity/Q82619,ITBSL,18419,2018
http://www.wikidata.org/entity/Q82766,ITMPO,14247,2018
http://www.wikidata.org/entity/Q83122,ITM8L,3575,2018
http://www.wikidata.org/entity/Q83122,ITM8L,3594,2017
http://www.wikidata.org/entity/Q83362,ITRNT,21186,2018
http://www.wikidata.org/entity/Q83362,ITRNT,21241,2017
http://www.wikidata.org/entity/Q91119,ITSI2,3127,2018
http://www.wikidata.org/entity/Q91119,ITSI2,3137,2018
http://www.wikidata.org/entity/Q91160,ITCE7,2678,2018
http://www.wikidata.org/entity/Q91126,ITELA,3852,2018
http://www.wikidata.org/entity/Q91160,ITCE7,2711,2017
http://www.wikidata.org/entity/Q91126,ITELA,3892,2017
http://www.wikidata.org/entity/Q91199,ITOL2,2752,2017
http://www.wikidata.org/entity/Q91199,ITOL2,2758,2018
http://www.wikidata.org/entity/Q91185,ITUSI,8558,2018
http://www.wikidata.org/entity/Q91185,ITUSI,8614,2018
http://www.wikidata.org/entity/Q91217,ITMPC,13984,2018
http://www.wikidata.org/entity/Q91217,ITMPC,14033,2017
http://www.wikidata.org/entity/Q94588,ITBTW,3240,2018
http://www.wikidata.org/entity/Q94565,ITBVG,4557,2001
http://www.wikidata.org/entity/Q94565,ITBVG,5513,2018
http://www.wikidata.org/entity/Q94966,ITRNN,3220,2018
http://www.wikidata.org/entity/Q94898,ITGZM,3894,2018
http://www.wikidata.org/entity/Q94966,ITRNN,3263,2017
http://www.wikidata.org/entity/Q94894,ITDRG,10022,2008
http://www.wikidata.org/entity/Q95104,ITGOO,3742,2018
http://www.wikidata.org/entity/Q95104,ITGOO,3761,2017
http://www.wikidata.org/entity/Q95107,ITLST,4844,2018
http://www.wikidata.org/entity/Q95107,ITLST,4874,2017
http://www.wikidata.org/entity/Q94894,ITDRG,12032,2018
http://www.wikidata.org/entity/Q95118,ITXMS,6778,2018
http://www.wikidata.org/entity/Q95118,ITXMS,6852,2017
http://www.wikidata.org/entity/Q94979,ITPNR,17503,2018
http://www.wikidata.org/entity/Q94979,ITPNR,17537,2017
http://www.wikidata.org/entity/Q95098,ITCPP,16294,2018
http://www.wikidata.org/entity/Q95098,ITCPP,16428,2017
http://www.wikidata.org/entity/Q94638,ITCSR,35091,2008
http://www.wikidata.org/entity/Q94638,ITCSR,36456,2018
http://www.wikidata.org/entity/Q94991,ITSLS,32333,2017
http://www.wikidata.org/entity/Q94991,ITSLS,32473,2018
http://www.wikidata.org/entity/Q100038,ITBOM,10170,2018
http://www.wikidata.org/entity/Q99961,ITBNA,4317,2018
http://www.wikidata.org/entity/Q99961,ITBNA,4335,2017
http://www.wikidata.org/entity/Q99933,ITBRM,5874,2018
http://www.wikidata.org/entity/Q99933,ITBRM,5944,2017
http://www.wikidata.org/entity/Q100070,ITMFO,2147,2018
http://www.wikidata.org/entity/Q100087,ITOAG,1645,2017
http://www.wikidata.org/entity/Q100087,ITOAG,1649,2018
http://www.wikidata.org/entity/Q100070,ITMFO,2183,2017
http://www.wikidata.org/entity/Q99950,ITPRP,6287,2018
http://www.wikidata.org/entity/Q99950,ITPRP,6297,2017
http://www.wikidata.org/entity/Q99950,ITPRP,6352,2004
http://www.wikidata.org/entity/Q99946,ITME7,6837,2018
http://www.wikidata.org/entity/Q99946,ITME7,6865,2017
http://www.wikidata.org/entity/Q100195,ITCZS,1670,2018
http://www.wikidata.org/entity/Q100195,ITCZS,1680,2017
http://www.wikidata.org/entity/Q99934,ITBIN,10947,2018
http://www.wikidata.org/entity/Q99934,ITBIN,10956,2017
http://www.wikidata.org/entity/Q99942,ITGBT,10688,2017
http://www.wikidata.org/entity/Q99942,ITGBT,10704,2018
http://www.wikidata.org/entity/Q100123,ITCCT,5985,2018
http://www.wikidata.org/entity/Q100123,ITCCT,5987,2017
http://www.wikidata.org/entity/Q100347,ITSOT,3790,2017
http://www.wikidata.org/entity/Q100038,ITBOM,10161,2017
http://www.wikidata.org/entity/Q99940,ITFPP,13228,2017
http://www.wikidata.org/entity/Q99940,ITFPP,13294,2018
http://www.wikidata.org/entity/Q100361,ITCHG,3357,2017
http://www.wikidata.org/entity/Q100361,ITCHG,3417,2018
http://www.wikidata.org/entity/Q100109,ITSPI,12744,2017
http://www.wikidata.org/entity/Q100109,ITSPI,12767,2018
http://www.wikidata.org/entity/Q100051,ITFMD,17034,2017
http://www.wikidata.org/entity/Q100051,ITFMD,17099,2018
http://www.wikidata.org/entity/Q100753,ITABO,2150,2017
http://www.wikidata.org/entity/Q100753,ITABO,2160,2018
http://www.wikidata.org/entity/Q101045,ITFCS,1292,2017
http://www.wikidata.org/entity/Q101045,ITFCS,1292,2018
http://www.wikidata.org/entity/Q100055,ITFMG,34327,2017
http://www.wikidata.org/entity/Q100055,ITFMG,34347,2018
http://www.wikidata.org/entity/Q101232,ITDLO,2360,2017
http://www.wikidata.org/entity/Q101232,ITDLO,2398,2018
http://www.wikidata.org/entity/Q101569,ITDR9,2465,2018
http://www.wikidata.org/entity/Q101569,ITDR9,2475,2017
http://www.wikidata.org/entity/Q101028,ITDME,23348,2017
http://www.wikidata.org/entity/Q101028,ITDME,23495,2018
http://www.wikidata.org/entity/Q100041,ITRPI,64195,2005
http://www.wikidata.org/entity/Q100041,ITRPI,71031,2016
http://www.wikidata.org/entity/Q100041,ITRPI,71148,2018
http://www.wikidata.org/entity/Q103253,ITCSU,14627,2018
http://www.wikidata.org/entity/Q103253,ITCSU,14755,2017
http://www.wikidata.org/entity/Q103714,ITCV7,3566,2018
http://www.wikidata.org/entity/Q103714,ITCV7,3569,2017
http://www.wikidata.org/entity/Q104595,ITESN,5249,2018
http://www.wikidata.org/entity/Q104595,ITESN,5262,2017
http://www.wikidata.org/entity/Q104963,ITENL,14322,2018
http://www.wikidata.org/entity/Q104963,ITENL,14374,2017
http://www.wikidata.org/entity/Q545290,DEBKM,2900,1925
http://www.wikidata.org/entity/Q545290,DEBKM,1178,1875
http://www.wikidata.org/entity/Q545290,DEBKM,16330,2016
http://www.wikidata.org/entity/Q545290,DEBKM,6792,1950
http://www.wikidata.org/entity/Q545290,DEBKM,9179,1975
http://www.wikidata.org/entity/Q545290,DEBKM,9963,1970
http://www.wikidata.org/entity/Q545290,DEBKM,12196,1987
http://www.wikidata.org/entity/Q545290,DEBKM,15717,2011
http://www.wikidata.org/entity/Q545290,DEBKM,15763,2012
http://www.wikidata.org/entity/Q545290,DEBKM,15878,2013
http://www.wikidata.org/entity/Q545290,DEBKM,16005,2014
http://www.wikidata.org/entity/Q545290,DEBKM,16439,2015
http://www.wikidata.org/entity/Q545290,DEBKM,16526,2017
http://www.wikidata.org/entity/Q545290,DEBKM,16534,2019
http://www.wikidata.org/entity/Q552138,DEOGH,5139,1975
http://www.wikidata.org/entity/Q552138,DEOGH,5179,2014
http://www.wikidata.org/entity/Q552138,DEOGH,5264,2017
http://www.wikidata.org/entity/Q552138,DEOGH,5307,2019
http://www.wikidata.org/entity/Q552185,DESZH,2305,1975
http://www.wikidata.org/entity/Q552231,DEZIQ,4160,1977
http://www.wikidata.org/entity/Q552231,DEZIQ,4220,1975
http://www.wikidata.org/entity/Q552231,DEZIQ,4860,2009
http://www.wikidata.org/entity/Q552231,DEZIQ,4970,2007
http://www.wikidata.org/entity/Q552231,DEZIQ,5010,2004
http://www.wikidata.org/entity/Q552185,DESZH,2878,2017
http://www.wikidata.org/entity/Q552185,DESZH,2902,2019
http://www.wikidata.org/entity/Q552231,DEZIQ,3645,1961
http://www.wikidata.org/entity/Q552231,DEZIQ,3864,1964
http://www.wikidata.org/entity/Q552231,DEZIQ,4076,1970
http://www.wikidata.org/entity/Q552231,DEZIQ,4096,1970
http://www.wikidata.org/entity/Q552231,DEZIQ,4148,1972
http://www.wikidata.org/entity/Q552231,DEZIQ,4151,1980
http://www.wikidata.org/entity/Q552231,DEZIQ,4157,1971
http://www.wikidata.org/entity/Q552231,DEZIQ,4169,1981
http://www.wikidata.org/entity/Q552231,DEZIQ,4191,1976
http://www.wikidata.org/entity/Q552231,DEZIQ,4194,1974
http://www.wikidata.org/entity/Q552231,DEZIQ,4197,1983
http://www.wikidata.org/entity/Q552231,DEZIQ,4233,1969
http://www.wikidata.org/entity/Q552231,DEZIQ,4514,1989
http://www.wikidata.org/entity/Q552231,DEZIQ,4606,1990
http://www.wikidata.org/entity/Q552231,DEZIQ,4655,1991
http://www.wikidata.org/entity/Q552231,DEZIQ,4659,1992
http://www.wikidata.org/entity/Q552231,DEZIQ,4672,2013
http://www.wikidata.org/entity/Q552231,DEZIQ,4697,1994
http://www.wikidata.org/entity/Q552231,DEZIQ,4702,1993
http://www.wikidata.org/entity/Q552231,DEZIQ,4797,1997
http://www.wikidata.org/entity/Q552231,DEZIQ,4823,2010
http://www.wikidata.org/entity/Q552231,DEZIQ,4877,1998
http://www.wikidata.org/entity/Q552231,DEZIQ,4953,2006
http://www.wikidata.org/entity/Q552231,DEZIQ,4991,2002
http://www.wikidata.org/entity/Q552231,DEZIQ,5004,2003
http://www.wikidata.org/entity/Q550221,ESCAX,1170,2013
http://www.wikidata.org/entity/Q550221,ESCAX,1230,2021
http://www.wikidata.org/entity/Q550221,ESCAX,369,1717
http://www.wikidata.org/entity/Q550221,ESCAX,409,1981
http://www.wikidata.org/entity/Q550221,ESCAX,418,1986
http://www.wikidata.org/entity/Q550221,ESCAX,427,1975
http://www.wikidata.org/entity/Q550221,ESCAX,435,1991
http://www.wikidata.org/entity/Q550221,ESCAX,457,1970
http://www.wikidata.org/entity/Q550221,ESCAX,492,1965
http://www.wikidata.org/entity/Q550221,ESCAX,583,1960
http://www.wikidata.org/entity/Q550221,ESCAX,638,2001
http://www.wikidata.org/entity/Q550221,ESCAX,662,1955
http://www.wikidata.org/entity/Q550221,ESCAX,668,2002
http://www.wikidata.org/entity/Q550221,ESCAX,729,1787
http://www.wikidata.org/entity/Q550221,ESCAX,763,1950
http://www.wikidata.org/entity/Q550221,ESCAX,768,2004
http://www.wikidata.org/entity/Q550221,ESCAX,809,1940
http://www.wikidata.org/entity/Q550221,ESCAX,822,1945
http://www.wikidata.org/entity/Q550221,ESCAX,839,1930
http://www.wikidata.org/entity/Q550221,ESCAX,859,2005
http://www.wikidata.org/entity/Q550221,ESCAX,872,1936
http://www.wikidata.org/entity/Q550221,ESCAX,897,1920
http://www.wikidata.org/entity/Q550221,ESCAX,944,2006
http://www.wikidata.org/entity/Q550221,ESCAX,981,1900
http://www.wikidata.org/entity/Q550221,ESCAX,987,1910
http://www.wikidata.org/entity/Q550221,ESCAX,1011,2007
http://www.wikidata.org/entity/Q550221,ESCAX,1078,2008
http://www.wikidata.org/entity/Q550221,ESCAX,1088,1857
http://www.wikidata.org/entity/Q550221,ESCAX,1109,2015
http://www.wikidata.org/entity/Q550221,ESCAX,1113,2016
http://www.wikidata.org/entity/Q550221,ESCAX,1115,2014
http://www.wikidata.org/entity/Q550221,ESCAX,1116,1860
http://www.wikidata.org/entity/Q550221,ESCAX,1116,2009
http://www.wikidata.org/entity/Q550221,ESCAX,1122,1877
http://www.wikidata.org/entity/Q550221,ESCAX,1131,2017
http://www.wikidata.org/entity/Q550221,ESCAX,1141,2018
http://www.wikidata.org/entity/Q550221,ESCAX,1146,2010
http://www.wikidata.org/entity/Q550221,ESCAX,1152,2011
http://www.wikidata.org/entity/Q550221,ESCAX,1163,2019
http://www.wikidata.org/entity/Q550221,ESCAX,1165,2012
http://www.wikidata.org/entity/Q550221,ESCAX,1175,2020
http://www.wikidata.org/entity/Q550221,ESCAX,1204,1887
http://www.wikidata.org/entity/Q537756,DEHXX,5000,2017
http://www.wikidata.org/entity/Q537756,DEHXX,4140,1975
http://www.wikidata.org/entity/Q537756,DEHXX,4887,2014
http://www.wikidata.org/entity/Q537756,DEHXX,4986,2019
http://www.wikidata.org/entity/Q543232,DEHDF,8547,2019
http://www.wikidata.org/entity/Q543232,DEHDF,8646,2017
http://www.wikidata.org/entity/Q552240,DEZFW,3930,2017
http://www.wikidata.org/entity/Q618270,ATAPT,1760,2018
http://www.wikidata.org/entity/Q618270,ATAPT,1765,2016
http://www.wikidata.org/entity/Q655726,ATNIS,1584,2018
http://www.wikidata.org/entity/Q655726,ATNIS,1611,2016
http://www.wikidata.org/entity/Q659984,ATTNZ,14770,2016
http://www.wikidata.org/entity/Q660015,ATTEL,13980,2005
http://www.wikidata.org/entity/Q660015,ATTEL,14520,2010
http://www.wikidata.org/entity/Q660015,ATTEL,14670,2011
http://www.wikidata.org/entity/Q660015,ATTEL,15920,2019
http://www.wikidata.org/entity/Q660015,ATTEL,2197,1869
http://www.wikidata.org/entity/Q660015,ATTEL,2261,1880
http://www.wikidata.org/entity/Q660015,ATTEL,2693,1890
http://www.wikidata.org/entity/Q660015,ATTEL,2715,1900
http://www.wikidata.org/entity/Q660015,ATTEL,2978,1923
http://www.wikidata.org/entity/Q660015,ATTEL,3151,1910
http://www.wikidata.org/entity/Q660015,ATTEL,3681,1934
http://www.wikidata.org/entity/Q660015,ATTEL,3849,1939
http://www.wikidata.org/entity/Q660015,ATTEL,4786,1951
http://www.wikidata.org/entity/Q660015,ATTEL,5438,1961
http://www.wikidata.org/entity/Q660015,ATTEL,6589,1971
http://www.wikidata.org/entity/Q660060,ATWAI,5501,2018
http://www.wikidata.org/entity/Q660060,ATWAI,5637,2016
http://www.wikidata.org/entity/Q660015,ATTEL,7743,1981
http://www.wikidata.org/entity/Q660015,ATTEL,10179,1991
http://www.wikidata.org/entity/Q660015,ATTEL,12833,2001
http://www.wikidata.org/entity/Q660015,ATTEL,12917,2002
http://www.wikidata.org/entity/Q660015,ATTEL,13104,2003
http://www.wikidata.org/entity/Q660015,ATTEL,13504,2004
http://www.wikidata.org/entity/Q659984,ATTNZ,14632,2018
http://www.wikidata.org/entity/Q660015,ATTEL,14283,2006
http://www.wikidata.org/entity/Q660015,ATTEL,14371,2007
http://www.wikidata.org/entity/Q660015,ATTEL,14431,2008
http://www.wikidata.org/entity/Q660015,ATTEL,14471,2009
http://www.wikidata.org/entity/Q660015,ATTEL,14619,2011
http://www.wikidata.org/entity/Q660015,ATTEL,14718,2012
http://www.wikidata.org/entity/Q660015,ATTEL,14803,2013
http://www.wikidata.org/entity/Q660015,ATTEL,14986,2014
