target_id,actor_id,target_type,baseline_year,target_year,target_value,target_unit,summary,datasource_id,initiative_id
SBTi:635400RUXIFEZSRU8X70:2025,635400RUXIFEZSRU8X70,Absolute emission reduction,2017,2025,20,percent,Seagate Technology reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:635400RUXIFEZSRU8X70:2040,635400RUXIFEZSRU8X70,Absolute emission reduction,2017,2040,60,percent,Seagate Technology reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:635400SRMCBHVMSKJS84:2030,635400SRMCBHVMSKJS84,Absolute emission reduction,2018,2030,31,percent,Glanbia PLC reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:6SYKCME112RT8TQUO411:2034,6SYKCME112RT8TQUO411,Absolute emission reduction,2018,2034,68,percent,JLL reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:6SYKCME112RT8TQUO411:2040,6SYKCME112RT8TQUO411,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:724500Q41FHN0P1GPC53:2030,724500Q41FHN0P1GPC53,Absolute emission reduction,2017,2030,18,percent,PostNL reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:724500V38C5KTDY5BS93:2030,724500V38C5KTDY5BS93,Renewable electricity,2015,2030,100,percent,Royal BAM Group reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:724500YRQCY3BD9RJZ92:2030,724500YRQCY3BD9RJZ92,Absolute emission reduction,2018,2030,30,percent,Wereldhave reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:743700BKTW4EQIVKYY42:2030,743700BKTW4EQIVKYY42,Absolute emission reduction,2017,2030,60,percent,Fiskars Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:743700BKTW4EQIVKYY42:2030,743700BKTW4EQIVKYY42,Absolute emission reduction,2018,2030,30,percent,Fiskars Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:743700CMTHG0REOR7084:2030,743700CMTHG0REOR7084,Absolute emission reduction,2018,2030,50,percent,Framery Trade Oy reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:743700DOHLQIENKTC391:2040,743700DOHLQIENKTC391,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:743700ILU1PL86IW3429:2025,743700ILU1PL86IW3429,Absolute emission reduction,2016,2025,21,percent,Alma Media reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:743700KA2GMSYJM3CM12:2030,743700KA2GMSYJM3CM12,Absolute emission reduction,2019,2030,46,percent,Uponor Corporation reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:743700KKB8Q035K38488:2030,743700KKB8Q035K38488,Absolute emission reduction,2016,2030,100,percent,Metsä Board Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:743700OX6HSVMCAHPB95:2025,743700OX6HSVMCAHPB95,Absolute emission reduction,2015,2025,18,percent,Kesko Corporation reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:743700R5JRHJ4K3R6062:2030,743700R5JRHJ4K3R6062,Absolute emission reduction,2018,2030,80,percent,Paulig Group reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:743700TU2S3DXWGU7H32:2025,743700TU2S3DXWGU7H32,Absolute emission reduction,2016,2025,50,percent,Elisa Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:743700TU2S3DXWGU7H32:2025,743700TU2S3DXWGU7H32,Absolute emission reduction,2016,2025,12,percent,Elisa Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:743700VMG6KWF0FW1560:2025,743700VMG6KWF0FW1560,Absolute emission reduction,2015,2025,70,percent,Tokmanni Oy reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:787RXPR0UX0O0XUXPZ81:2030,787RXPR0UX0O0XUXPZ81,Absolute emission reduction,2015,2030,65,percent,"NIKE, Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:789000748KTQCUMJ0R25:2030,789000748KTQCUMJ0R25,Absolute emission reduction,2018,2030,30,percent,ARÇELİK A.Ş. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:789000748KTQCUMJ0R25:2030,789000748KTQCUMJ0R25,Absolute emission reduction,2018,2030,15,percent,ARÇELİK A.Ş. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:8156007AFEB97AF5B822:2028,8156007AFEB97AF5B822,Absolute emission reduction,2016,2028,40,percent,Manni Group SpA reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:8156009414FD99443B48:2030,8156009414FD99443B48,Absolute emission reduction,2019,2030,28,percent,Hera reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:8156009817CA59AD8106:2030,8156009817CA59AD8106,Absolute emission reduction,2019,2030,50,percent,Chiesi Farmaceutici S.p.A. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:8156009E94ED54DE7C31:2030,8156009E94ED54DE7C31,Absolute emission reduction,2019,2030,28,percent,Terna S.p.A. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:815600A0C9AFC1F2A709:2025,815600A0C9AFC1F2A709,Absolute emission reduction,2015,2025,25,percent,Pirelli & C. S.p.A reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:815600A0C9AFC1F2A709:2025,815600A0C9AFC1F2A709,Absolute emission reduction,2018,2025,9,percent,Pirelli & C. S.p.A reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:815600B4B8C6A353E566:2050,815600B4B8C6A353E566,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:82DYEISM090VG8LTLS26:2030,82DYEISM090VG8LTLS26,Absolute emission reduction,2018,2030,50,percent,Ecolab reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:894500DKEE3GY8870322:2025,894500DKEE3GY8870322,Absolute emission reduction,2019,2025,80,percent,ABOUT YOU reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:894500SMJAM7RIGXAL73:2030,894500SMJAM7RIGXAL73,Absolute emission reduction,2018,2030,50,percent,CEMAsys.com AS reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:8M3THTGWLTYZVE6BBY25:2025,8M3THTGWLTYZVE6BBY25,Absolute emission reduction,2018,2025,18,percent,"Lumen Technologies, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:8M3THTGWLTYZVE6BBY25:2025,8M3THTGWLTYZVE6BBY25,Absolute emission reduction,2018,2025,10,percent,"Lumen Technologies, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:8R95QZMKZLJX5Q2XR704:2034,8R95QZMKZLJX5Q2XR704,Absolute emission reduction,2019,2034,37,percent,National Grid PLC reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:8WDDFXB5T1Z6J0XC1L66:2030,8WDDFXB5T1Z6J0XC1L66,Absolute emission reduction,2017,2030,30,percent,Target Corporation reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:95980020140005308793:2030,95980020140005308793,Absolute emission reduction,2019,2030,50,percent,Indra reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:95980020140005308793:2040,95980020140005308793,Absolute emission reduction,2019,2040,100,percent,Indra reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:95980020140005484363:2030,95980020140005484363,Absolute emission reduction,2018,2030,30,percent,Gestamp reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:95980020140005484363:2030,95980020140005484363,Absolute emission reduction,2018,2030,22,percent,Gestamp reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:95980020140005588929:2030,95980020140005588929,Absolute emission reduction,2019,2030,46,percent,Grupo Ferrer Internacional SA reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:95980020140005588929:2030,95980020140005588929,Absolute emission reduction,2019,2030,27,percent,Grupo Ferrer Internacional SA reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:95980020140005757903:2030,95980020140005757903,Absolute emission reduction,2009,2030,32,percent,Ferrovial reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:95980020140005757903:2030,95980020140005757903,Absolute emission reduction,2012,2030,20,percent,Ferrovial reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:9598004BR8D81D3M1D64:2025,9598004BR8D81D3M1D64,Renewable electricity,2017,2025,100,percent,"Siemens Gamesa Renewable Energy, S.A. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:959800JRKSZ6YZD4EL80:2023,959800JRKSZ6YZD4EL80,Absolute emission reduction,2018,2023,13,percent,Melia Hotels International SA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:959800JRKSZ6YZD4EL80:2023,959800JRKSZ6YZD4EL80,Absolute emission reduction,2018,2023,6,percent,Melia Hotels International SA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:959800JRKSZ6YZD4EL80:2035,959800JRKSZ6YZD4EL80,Absolute emission reduction,2018,2035,51,percent,Melia Hotels International SA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:959800JRKSZ6YZD4EL80:2035,959800JRKSZ6YZD4EL80,Absolute emission reduction,2018,2035,21,percent,Melia Hotels International SA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:959800LM1RW3PKJ4A296:2030,959800LM1RW3PKJ4A296,Absolute emission reduction,2018,2030,20,percent,NH Hotel Group reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500081CGAXB7YS433:2030,969500081CGAXB7YS433,Absolute emission reduction,2017,2030,26,percent,MERCIALYS reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:96950020QIOHAAK9V551:2025,96950020QIOHAAK9V551,Absolute emission reduction,2015,2025,42,percent,Sopra Steria Group reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:96950032TUYMW11FB530:2025,96950032TUYMW11FB530,Absolute emission reduction,2019,2025,25,percent,Alstom reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:96950065LBWY0APQIM86:2027,96950065LBWY0APQIM86,Absolute emission reduction,2019,2027,34,percent,Dassault Systemes reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:96950065LBWY0APQIM86:2027,96950065LBWY0APQIM86,Absolute emission reduction,2019,2027,23,percent,Dassault Systemes reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:96950077L0TN7BAROX36:2040,96950077L0TN7BAROX36,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:9695007JOO3V2B0GMP47:2026,9695007JOO3V2B0GMP47,Absolute emission reduction,2016,2026,75,percent,Decathlon reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:9695007JOO3V2B0GMP47:2026,9695007JOO3V2B0GMP47,Renewable electricity,2016,2026,100,percent,Decathlon reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:9695009DV2698O4ZBU71:2030,9695009DV2698O4ZBU71,Absolute emission reduction,2018,2030,50,percent,Maisons du Monde reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:9695009DV2698O4ZBU71:2030,9695009DV2698O4ZBU71,Absolute emission reduction,2018,2030,15,percent,Maisons du Monde reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500A1YF1XUYYXS284:2030,969500A1YF1XUYYXS284,Absolute emission reduction,2017,2030,100,percent,Schneider Electric reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500A1YF1XUYYXS284:2030,969500A1YF1XUYYXS284,Absolute emission reduction,2017,2030,35,percent,Schneider Electric reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500A1YF1XUYYXS284:2050,969500A1YF1XUYYXS284,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500F0VMZLK2IULV85:2030,969500F0VMZLK2IULV85,Absolute emission reduction,2019,2030,46,percent,Faurecia S.A. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500JJ71T2DIPDVV84:2030,969500JJ71T2DIPDVV84,Absolute emission reduction,2019,2030,28,percent,Nexity SA reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500KMUQ2B6CBAF162:2030,969500KMUQ2B6CBAF162,Absolute emission reduction,2015,2030,30,percent,Danone reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500LCBOG12HXPYM84:2025,969500LCBOG12HXPYM84,Absolute emission reduction,2017,2025,34,percent,Sodexo reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500LCBOG12HXPYM84:2025,969500LCBOG12HXPYM84,Renewable electricity,2017,2025,100,percent,Sodexo reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500LENY69X51OOT31:2034,969500LENY69X51OOT31,Absolute emission reduction,2018,2034,22,percent,Veolia Environnement S.A. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500MCOONR8990S771:2025,969500MCOONR8990S771,Absolute emission reduction,2018,2025,30,percent,ORANGE reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500MCOONR8990S771:2025,969500MCOONR8990S771,Absolute emission reduction,2018,2025,14,percent,ORANGE reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500N6AVPA51648T62:2030,969500N6AVPA51648T62,Absolute emission reduction,2016,2030,35,percent,Rexel reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500N6AVPA51648T62:2050,969500N6AVPA51648T62,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500P2Q1B47H4MCJ34:2025,969500P2Q1B47H4MCJ34,Absolute emission reduction,2017,2025,20,percent,VALLOUREC reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500P2Q1B47H4MCJ34:2025,969500P2Q1B47H4MCJ34,Absolute emission reduction,2017,2025,25,percent,VALLOUREC reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500QZC2Q0TK11NV07:2030,969500QZC2Q0TK11NV07,Absolute emission reduction,2019,2030,27,percent,Accor S.A. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500SHQITWXSIS7N89:2030,969500SHQITWXSIS7N89,Absolute emission reduction,2015,2030,50,percent,Unibail-Rodamco-Westfield SE reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500UDH342QLTE1M42:2050,969500UDH342QLTE1M42,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500VHL8F83GBL6L29:2025,969500VHL8F83GBL6L29,Absolute emission reduction,2015,2025,18,percent,Casino Guichard Perrachon SA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:969500VHL8F83GBL6L29:2025,969500VHL8F83GBL6L29,Absolute emission reduction,2018,2025,10,percent,Casino Guichard Perrachon SA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:984500D03650BD393912:2030,984500D03650BD393912,Absolute emission reduction,2018,2030,50,percent,"Tintex Textiles, S.A reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:AR5L2ODV9HN37376R084:2025,AR5L2ODV9HN37376R084,Absolute emission reduction,2016,2025,38,percent,Mastercard reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:AR5L2ODV9HN37376R084:2025,AR5L2ODV9HN37376R084,Absolute emission reduction,2016,2025,20,percent,Mastercard reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:BZLRL03D3GPGMOGFO832:2025,BZLRL03D3GPGMOGFO832,Absolute emission reduction,2015,2025,30,percent,International Flavors & Fragrances Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:CMIGEWPLHL4M7ZV0IZ88:2030,CMIGEWPLHL4M7ZV0IZ88,Absolute emission reduction,2019,2030,46,percent,Capita Plc reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:CWAJJ9DJ5Z7P057HV541:2030,CWAJJ9DJ5Z7P057HV541,Absolute emission reduction,2017,2030,55,percent,VF Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:CWAJJ9DJ5Z7P057HV541:2030,CWAJJ9DJ5Z7P057HV541,Absolute emission reduction,2017,2030,30,percent,VF Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:DYTQ8KRTKO7Y2BVU5K74:2030,DYTQ8KRTKO7Y2BVU5K74,Absolute emission reduction,2018,2030,30,percent,Keurig Dr Pepper reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:DYTQ8KRTKO7Y2BVU5K74:2030,DYTQ8KRTKO7Y2BVU5K74,Absolute emission reduction,2018,2030,15,percent,Keurig Dr Pepper reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:ELPUFM0XZRZO4LFXW404:2050,ELPUFM0XZRZO4LFXW404,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:FJSUNZKFNQ5YPJ5OT455:2030,FJSUNZKFNQ5YPJ5OT455,Absolute emission reduction,2015,2030,75,percent,"PepsiCo, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:FJSUNZKFNQ5YPJ5OT455:2030,FJSUNZKFNQ5YPJ5OT455,Absolute emission reduction,2015,2030,40,percent,"PepsiCo, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:FRKKVKAIQEF3FCSTPG55:2050,FRKKVKAIQEF3FCSTPG55,Absolute emission reduction,2008,2050,85,percent,"Autodesk, Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:FU4LY2G4933NH2E1CP29:2025,FU4LY2G4933NH2E1CP29,Absolute emission reduction,2018,2025,35,percent,"Adobe, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:FU4LY2G4933NH2E1CP29:2025,FU4LY2G4933NH2E1CP29,Absolute emission reduction,2018,2025,30,percent,"Adobe, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:GIE4CCPBJDI8SMV1OX95:2031,GIE4CCPBJDI8SMV1OX95,Absolute emission reduction,2020,2031,50,percent,Steelcase Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:GIE4CCPBJDI8SMV1OX95:2031,GIE4CCPBJDI8SMV1OX95,Absolute emission reduction,2020,2031,14,percent,Steelcase Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:GYVOE5EZ4GDAVTU4CQ61:2030,GYVOE5EZ4GDAVTU4CQ61,Absolute emission reduction,2019,2030,50,percent,"Analog Devices, Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:H1FJE8H61JGM1JSGM897:2025,H1FJE8H61JGM1JSGM897,Absolute emission reduction,2015,2025,75,percent,Royal Philips reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:H1FJE8H61JGM1JSGM897:2025,H1FJE8H61JGM1JSGM897,Absolute emission reduction,2017,2025,4,percent,Royal Philips reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:H1FJE8H61JGM1JSGM897:2040,H1FJE8H61JGM1JSGM897,Absolute emission reduction,2015,2040,90,percent,Royal Philips reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:H1FJE8H61JGM1JSGM897:2040,H1FJE8H61JGM1JSGM897,Absolute emission reduction,2017,2040,11,percent,Royal Philips reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:HL3H1H2BGXWVG3BSWR90:2030,HL3H1H2BGXWVG3BSWR90,Absolute emission reduction,2019,2030,50,percent,Philip Morris International reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:HL3H1H2BGXWVG3BSWR90:2040,HL3H1H2BGXWVG3BSWR90,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:HL5XPTVRV0O8TUN5LL90:2030,HL5XPTVRV0O8TUN5LL90,Absolute emission reduction,2017,2030,50,percent,"Best Buy Co., Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:HL5XPTVRV0O8TUN5LL90:2030,HL5XPTVRV0O8TUN5LL90,Absolute emission reduction,2017,2030,20,percent,"Best Buy Co., Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:HO1QNWM0IXBZ0QSMMO20:2025,HO1QNWM0IXBZ0QSMMO20,Renewable electricity,2020,2025,100,percent,Ralph Lauren Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:HO1QNWM0IXBZ0QSMMO20:2030,HO1QNWM0IXBZ0QSMMO20,Absolute emission reduction,2020,2030,30,percent,Ralph Lauren Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:JO5M6676RDJIZ2U8X907:2030,JO5M6676RDJIZ2U8X907,Absolute emission reduction,2018,2030,50,percent,Owens Corning reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:JO5M6676RDJIZ2U8X907:2030,JO5M6676RDJIZ2U8X907,Absolute emission reduction,2018,2030,30,percent,Owens Corning reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:JYAIRLT8DVP6DP8UT336:2030,JYAIRLT8DVP6DP8UT336,Absolute emission reduction,2016,2030,25,percent,Tennant Company reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:KDTEY8BWE486IKZ3CC07:2030,KDTEY8BWE486IKZ3CC07,Absolute emission reduction,2018,2030,35,percent,PACCAR Inc reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:KRXXK3K6ZU5I4X4VTH24:2025,KRXXK3K6ZU5I4X4VTH24,Absolute emission reduction,2019,2025,25,percent,"McKinsey & Company, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:KY37LUS27QQX7BB93L28:2025,KY37LUS27QQX7BB93L28,Absolute emission reduction,2018,2025,20,percent,Nestlé reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:KY37LUS27QQX7BB93L28:2025,KY37LUS27QQX7BB93L28,Renewable electricity,2019,2025,100,percent,Nestlé reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:KY37LUS27QQX7BB93L28:2030,KY37LUS27QQX7BB93L28,Absolute emission reduction,2018,2030,50,percent,Nestlé reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:L47NHHI0Z9X22DV46U41:2025,L47NHHI0Z9X22DV46U41,Absolute emission reduction,2018,2025,30,percent,Beiersdorf AG reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:LAXUQCHT4FH58LRZDY46:2030,LAXUQCHT4FH58LRZDY46,Absolute emission reduction,2017,2030,34,percent,ENGIE reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:LONOZNOJYIBXOHXWDB86:2030,LONOZNOJYIBXOHXWDB86,Absolute emission reduction,2015,2030,47,percent,Kellogg Company reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:M2XHYMU3TZNEZURC6H66:2030,M2XHYMU3TZNEZURC6H66,Absolute emission reduction,2018,2030,50,percent,DaVita reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:MB0UERO0RDFKU8258G77:2025,MB0UERO0RDFKU8258G77,Absolute emission reduction,2016,2025,90,percent,Levi Strauss & Co. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:MB0UERO0RDFKU8258G77:2025,MB0UERO0RDFKU8258G77,Absolute emission reduction,2016,2025,40,percent,Levi Strauss & Co. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:MP3J6QPYPGN75NVW2S34:2030,MP3J6QPYPGN75NVW2S34,Absolute emission reduction,2015,2030,50,percent,Kimberly-Clark Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:MP3J6QPYPGN75NVW2S34:2030,MP3J6QPYPGN75NVW2S34,Absolute emission reduction,2015,2030,20,percent,Kimberly-Clark Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:NFONVGN05Z0FMN5PEC35:2030,NFONVGN05Z0FMN5PEC35,Absolute emission reduction,2017,2030,33,percent,SAINT-GOBAIN reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
