target_id,actor_id,target_type,baseline_year,target_year,target_value,target_unit,summary,datasource_id,initiative_id
SBTi:529900TYCL9N3E9PGE47:2050,529900TYCL9N3E9PGE47,Absolute emission reduction,2018,2050,100,percent,"SECOM Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900UBKMFM0ST6H474:2030,529900UBKMFM0ST6H474,Absolute emission reduction,2013,2030,45,percent,FUJIFILM Holdings Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900UVZWNWGDLJSM52:2022,529900UVZWNWGDLJSM52,Absolute emission reduction,2016,2022,20,percent,Delta Electronics reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900UVZWNWGDLJSM52:2050,529900UVZWNWGDLJSM52,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900VFKHJPVURD7985:2031,529900VFKHJPVURD7985,Absolute emission reduction,2020,2031,30,percent,MEIDENSHA CORPORATION reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900VFKHJPVURD7985:2031,529900VFKHJPVURD7985,Absolute emission reduction,2020,2031,15,percent,MEIDENSHA CORPORATION reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900VSEKBY7TMPP349:2030,529900VSEKBY7TMPP349,Absolute emission reduction,2019,2030,13,percent,Clariant AG reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900XMANN03JXXOA57:2030,529900XMANN03JXXOA57,Absolute emission reduction,2018,2030,51,percent,Tchibo GmbH reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900XMANN03JXXOA57:2030,529900XMANN03JXXOA57,Absolute emission reduction,2018,2030,15,percent,Tchibo GmbH reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900YMZMNSHC1W6V41:2030,529900YMZMNSHC1W6V41,Absolute emission reduction,2018,2030,30,percent,"Nissin Foods Holdings Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900YMZMNSHC1W6V41:2030,529900YMZMNSHC1W6V41,Absolute emission reduction,2018,2030,15,percent,"Nissin Foods Holdings Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900YRFFGH5AXU4S86:2025,529900YRFFGH5AXU4S86,Absolute emission reduction,2017,2025,80,percent,Zalando SE reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900YRFFGH5AXU4S86:2025,529900YRFFGH5AXU4S86,Renewable electricity,2017,2025,100,percent,Zalando SE reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900YVXCGNWAUYZG78:2030,529900YVXCGNWAUYZG78,Absolute emission reduction,2017,2030,41,percent,Swedish Match reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900YVXCGNWAUYZG78:2050,529900YVXCGNWAUYZG78,Absolute emission reduction,2017,2050,75,percent,Swedish Match reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:54930002KP75TLLLNO21:2030,54930002KP75TLLLNO21,Absolute emission reduction,2017,2030,60,percent,ACCIONA S.A. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:54930002KP75TLLLNO21:2030,54930002KP75TLLLNO21,Absolute emission reduction,2017,2030,47,percent,ACCIONA S.A. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300072P3J1X8NZO35:2030,549300072P3J1X8NZO35,Absolute emission reduction,2015,2030,70,percent,Signify reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300072P3J1X8NZO35:2030,549300072P3J1X8NZO35,Absolute emission reduction,2015,2030,30,percent,Signify reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493000BD5GJNUDIUG10:2050,5493000BD5GJNUDIUG10,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493000HZTVUYLO1D793:2025,5493000HZTVUYLO1D793,Absolute emission reduction,2017,2025,34,percent,GlaxoSmithKline reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493000HZTVUYLO1D793:2030,5493000HZTVUYLO1D793,Absolute emission reduction,2017,2030,16,percent,GlaxoSmithKline reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493000KSZQCX0QM2V25:2030,5493000KSZQCX0QM2V25,Absolute emission reduction,2019,2030,65,percent,Cogeco Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493000KSZQCX0QM2V25:2030,5493000KSZQCX0QM2V25,Absolute emission reduction,2019,2030,30,percent,Cogeco Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493000LKVGOO9PELI61:2030,5493000LKVGOO9PELI61,Absolute emission reduction,2019,2030,80,percent,ABB reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493000LKVGOO9PELI61:2030,5493000LKVGOO9PELI61,Absolute emission reduction,2019,2030,15,percent,ABB reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493000QYMPFRTEY4K28:2030,5493000QYMPFRTEY4K28,Absolute emission reduction,2017,2030,55,percent,NEC Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493000QYMPFRTEY4K28:2030,5493000QYMPFRTEY4K28,Absolute emission reduction,2017,2030,33,percent,NEC Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493000Y33XDVO2CXC18:2030,5493000Y33XDVO2CXC18,Absolute emission reduction,2016,2030,60,percent,Xerox Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493000Y33XDVO2CXC18:2030,5493000Y33XDVO2CXC18,Absolute emission reduction,2016,2030,35,percent,Xerox Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493001EZOOA66PTBR68:2025,5493001EZOOA66PTBR68,Absolute emission reduction,2019,2025,50,percent,Atos SE reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493002HQHWN5JQHKQ51:2025,5493002HQHWN5JQHKQ51,Absolute emission reduction,2018,2025,30,percent,Senior Plc reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:54930033SMU8HIF1VS65:2032,54930033SMU8HIF1VS65,Absolute emission reduction,2017,2032,38,percent,Bristlecone Inc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:54930033SMU8HIF1VS65:2032,54930033SMU8HIF1VS65,Absolute emission reduction,2017,2032,20,percent,Bristlecone Inc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:54930035UDEIH090K650:2030,54930035UDEIH090K650,Absolute emission reduction,2020,2030,25,percent,"Conagra Brands, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:5493003JFSMOJG48V108:2030,5493003JFSMOJG48V108,Absolute emission reduction,2015,2030,65,percent,Reckitt Benckiser Group plc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493003JFSMOJG48V108:2030,5493003JFSMOJG48V108,Renewable electricity,2015,2030,100,percent,Reckitt Benckiser Group plc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493003JFSMOJG48V108:2030,5493003JFSMOJG48V108,Absolute emission reduction,2015,2030,50,percent,Reckitt Benckiser Group plc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493003KYFDDC5B3WY64:2025,5493003KYFDDC5B3WY64,Absolute emission reduction,2018,2025,22,percent,ICF reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493004LQ0B4T7QPQV17:2030,5493004LQ0B4T7QPQV17,Absolute emission reduction,2012,2030,46,percent,Komatsu Ltd. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493004Q6ZQIC4MCNJ08:2030,5493004Q6ZQIC4MCNJ08,Absolute emission reduction,2017,2030,55,percent,FIRMENICH SA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493004Q6ZQIC4MCNJ08:2030,5493004Q6ZQIC4MCNJ08,Absolute emission reduction,2017,2030,20,percent,FIRMENICH SA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493004Q6ZQIC4MCNJ08:2039,5493004Q6ZQIC4MCNJ08,Net zero,,2039,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493004V6A3Z027YT216:2050,5493004V6A3Z027YT216,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493004Z6P7TSVB1L042:2030,5493004Z6P7TSVB1L042,Absolute emission reduction,2016,2030,60,percent,SIG Combibloc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300561UZND4C7B569:2030,549300561UZND4C7B569,Absolute emission reduction,2018,2030,50,percent,Thomson Reuters reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493005X2GO78EFZ3E94:2025,5493005X2GO78EFZ3E94,Absolute emission reduction,2019,2025,25,percent,PayPal reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493006IH2N2WMIBB742:2030,5493006IH2N2WMIBB742,Absolute emission reduction,2019,2030,75,percent,Valeo reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493006IH2N2WMIBB742:2030,5493006IH2N2WMIBB742,Absolute emission reduction,2019,2030,15,percent,Valeo reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493006PMLETBTVJ3262:2025,5493006PMLETBTVJ3262,Absolute emission reduction,2018,2025,30,percent,Farmer Bros. Co reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493006PMLETBTVJ3262:2025,5493006PMLETBTVJ3262,Absolute emission reduction,2018,2025,18,percent,Farmer Bros. Co reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493006VM2LKUPSEDU20:2030,5493006VM2LKUPSEDU20,Absolute emission reduction,2017,2030,55,percent,Informa plc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493006VM2LKUPSEDU20:2030,5493006VM2LKUPSEDU20,Absolute emission reduction,2017,2030,20,percent,Informa plc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:54930070NSV60J38I987:2035,54930070NSV60J38I987,Absolute emission reduction,2018,2035,72,percent,General Motors reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:54930073HKEO6GZBSS03:2025,54930073HKEO6GZBSS03,Absolute emission reduction,2015,2025,27,percent,Mars reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:54930073HKEO6GZBSS03:2040,54930073HKEO6GZBSS03,Absolute emission reduction,2015,2040,100,percent,Mars reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:54930073HKEO6GZBSS03:2050,54930073HKEO6GZBSS03,Absolute emission reduction,2015,2050,67,percent,Mars reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:54930073LBBH6ZCBE225:2025,54930073LBBH6ZCBE225,Absolute emission reduction,2016,2025,50,percent,Molson Coors Brewing Company reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:54930073LBBH6ZCBE225:2025,54930073LBBH6ZCBE225,Absolute emission reduction,2016,2025,20,percent,Molson Coors Brewing Company reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493007MYGFSLOZGT937:2050,5493007MYGFSLOZGT937,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:54930089Q7XT501AEA40:2030,54930089Q7XT501AEA40,Absolute emission reduction,2019,2030,50,percent,"Etsy, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:54930089Q7XT501AEA40:2030,54930089Q7XT501AEA40,Absolute emission reduction,2019,2030,14,percent,"Etsy, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:54930089Q7XT501AEA40:2040,54930089Q7XT501AEA40,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493008AAX0BESN9WN06:2030,5493008AAX0BESN9WN06,Absolute emission reduction,2017,2030,20,percent,bpost SA reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493008GQ74NEYBVB518:2030,5493008GQ74NEYBVB518,Absolute emission reduction,2017,2030,55,percent,VIÑA CONCHA Y TORO reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493008H3828EMEXB082:2025,5493008H3828EMEXB082,Absolute emission reduction,2017,2025,35,percent,AB InBev reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493008H3828EMEXB082:2025,5493008H3828EMEXB082,Renewable electricity,2016,2025,100,percent,AB InBev reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493008KEVFYPMGTXO33:2030,5493008KEVFYPMGTXO33,Absolute emission reduction,2015,2030,50,percent,Coca-Cola FEMSA reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493008KEVFYPMGTXO33:2030,5493008KEVFYPMGTXO33,Absolute emission reduction,2015,2030,20,percent,Coca-Cola FEMSA reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493008T4YG3AQUI7P67:2025,5493008T4YG3AQUI7P67,Renewable electricity,2020,2025,100,percent,CELLNEX TELECOM S.A. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493008T4YG3AQUI7P67:2025,5493008T4YG3AQUI7P67,Absolute emission reduction,2020,2025,21,percent,CELLNEX TELECOM S.A. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493008T4YG3AQUI7P67:2030,5493008T4YG3AQUI7P67,Absolute emission reduction,2020,2030,70,percent,CELLNEX TELECOM S.A. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493009B7C53PDH8W826:2030,5493009B7C53PDH8W826,Absolute emission reduction,2010,2030,45,percent,Hitachi Construction Machinery Co. LTD reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5493009B7C53PDH8W826:2030,5493009B7C53PDH8W826,Absolute emission reduction,2010,2030,33,percent,Hitachi Construction Machinery Co. LTD reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300AGBII4MWBVJY22:2025,549300AGBII4MWBVJY22,Absolute emission reduction,2019,2025,50,percent,Atlassian Corporation Plc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300AGBII4MWBVJY22:2025,549300AGBII4MWBVJY22,Renewable electricity,2019,2025,100,percent,Atlassian Corporation Plc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300AGBII4MWBVJY22:2025,549300AGBII4MWBVJY22,Absolute emission reduction,2019,2025,25,percent,Atlassian Corporation Plc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300AUORSEFZX83F40:2030,549300AUORSEFZX83F40,Absolute emission reduction,2019,2030,46,percent,Lansinoh Laboratories Inc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300B3CEAHYG7K8164:2030,549300B3CEAHYG7K8164,Absolute emission reduction,2019,2030,35,percent,"Nomura Real Estate Holdings, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300B56MD0ZC402L06:2030,549300B56MD0ZC402L06,Absolute emission reduction,2018,2030,80,percent,Bloomberg LP reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300B56MD0ZC402L06:2030,549300B56MD0ZC402L06,Absolute emission reduction,2018,2030,20,percent,Bloomberg LP reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300B8P6MUJ1YWTS08:2030,549300B8P6MUJ1YWTS08,Absolute emission reduction,2019,2030,30,percent,Carrefour reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300B8P6MUJ1YWTS08:2030,549300B8P6MUJ1YWTS08,Absolute emission reduction,2019,2030,28,percent,Carrefour reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300B8P6MUJ1YWTS08:2040,549300B8P6MUJ1YWTS08,Absolute emission reduction,2019,2040,55,percent,Carrefour reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300BGVK2OO5O7TC19:2030,549300BGVK2OO5O7TC19,Absolute emission reduction,2018,2030,30,percent,"The Children's Place, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300BSQ0R4UZ5KX287:2030,549300BSQ0R4UZ5KX287,Absolute emission reduction,2018,2030,50,percent,"Charles River Laboratories, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300BSQ0R4UZ5KX287:2030,549300BSQ0R4UZ5KX287,Renewable electricity,2018,2030,100,percent,"Charles River Laboratories, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300BSQ0R4UZ5KX287:2030,549300BSQ0R4UZ5KX287,Absolute emission reduction,2019,2030,15,percent,"Charles River Laboratories, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300BUDHS3LRWBE814:2031,549300BUDHS3LRWBE814,Absolute emission reduction,2019,2031,50,percent,"VMware, Inc reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300BURLR9SLYY2705:2050,549300BURLR9SLYY2705,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300BX44RGX6ANDV88:2025,549300BX44RGX6ANDV88,Absolute emission reduction,2016,2025,15,percent,Hewlett Packard Enterprise Company reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300BX44RGX6ANDV88:2040,549300BX44RGX6ANDV88,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300C2UL70KS5IC127:2030,549300C2UL70KS5IC127,Absolute emission reduction,2019,2030,50,percent,Puig S.L. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300CLY1573F25E252:2025,549300CLY1573F25E252,Absolute emission reduction,2019,2025,25,percent,"Veritas Technologies, LLC reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300CLY1573F25E252:2025,549300CLY1573F25E252,Absolute emission reduction,2019,2025,19,percent,"Veritas Technologies, LLC reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300CWRXC5EP004533:2025,549300CWRXC5EP004533,Absolute emission reduction,2015,2025,30,percent,Proximus reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300CWRXC5EP004533:2025,549300CWRXC5EP004533,Absolute emission reduction,2014,2025,10,percent,Proximus reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300CWRXC5EP004533:2040,549300CWRXC5EP004533,Absolute emission reduction,2014,2040,50,percent,Proximus reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300CWRXC5EP004533:2040,549300CWRXC5EP004533,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300CZ8QS1GE53O776:2020,549300CZ8QS1GE53O776,Renewable electricity,2019,2020,100,percent,Jacobs reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300CZ8QS1GE53O776:2030,549300CZ8QS1GE53O776,Absolute emission reduction,2019,2030,50,percent,Jacobs reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300CZ8QS1GE53O776:2040,549300CZ8QS1GE53O776,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300D9GZ4BMLDW5T40:2030,549300D9GZ4BMLDW5T40,Absolute emission reduction,2018,2030,60,percent,lululemon reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300DAQ1CVT6CXN342:2030,549300DAQ1CVT6CXN342,Absolute emission reduction,2018,2030,100,percent,Novo Nordisk A/S reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300DFVPOB67JL3A42:2030,549300DFVPOB67JL3A42,Absolute emission reduction,2017,2030,25,percent,Imperial Brands reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300DJ09SMTO561131:2030,549300DJ09SMTO561131,Absolute emission reduction,2015,2030,100,percent,Stanley Black & Decker reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300DJ09SMTO561131:2030,549300DJ09SMTO561131,Absolute emission reduction,2017,2030,35,percent,Stanley Black & Decker reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300DYMC8BGZZC8844:2030,549300DYMC8BGZZC8844,Absolute emission reduction,2019,2030,100,percent,Vestas Wind Systems reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300E9PC51EN656011:2030,549300E9PC51EN656011,Absolute emission reduction,2019,2030,55,percent,SANOFI reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300E9PC51EN656011:2030,549300E9PC51EN656011,Absolute emission reduction,2019,2030,14,percent,SANOFI reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300EA7I6T15IBYS12:2030,549300EA7I6T15IBYS12,Absolute emission reduction,2018,2030,30,percent,Kimco Realty Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300ECJZDA7203MK64:2030,549300ECJZDA7203MK64,Absolute emission reduction,2019,2030,46,percent,Scottish Hydro Electric Transmission Plc reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300EEJH4FEPDBBR25:2025,549300EEJH4FEPDBBR25,Absolute emission reduction,2015,2025,70,percent,TELEFÓNICA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300EEJH4FEPDBBR25:2025,549300EEJH4FEPDBBR25,Absolute emission reduction,2016,2025,25,percent,TELEFÓNICA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300EEJH4FEPDBBR25:2030,549300EEJH4FEPDBBR25,Absolute emission reduction,2015,2030,80,percent,TELEFÓNICA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300EEJH4FEPDBBR25:2040,549300EEJH4FEPDBBR25,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300EFP3TNG7JGVE49:2030,549300EFP3TNG7JGVE49,Absolute emission reduction,2017,2030,55,percent,Coca-Cola HBC AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300EFP3TNG7JGVE49:2030,549300EFP3TNG7JGVE49,Absolute emission reduction,2017,2030,21,percent,Coca-Cola HBC AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300EJG376EN5NQE29:2030,549300EJG376EN5NQE29,Absolute emission reduction,2014,2030,67,percent,CVS Health reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300EJG376EN5NQE29:2030,549300EJG376EN5NQE29,Absolute emission reduction,2019,2030,14,percent,CVS Health reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300EJG376EN5NQE29:2050,549300EJG376EN5NQE29,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300EMLM7AH5LDLY65:2030,549300EMLM7AH5LDLY65,Absolute emission reduction,2018,2030,50,percent,Catena AB reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300EVUN2BTLJ3GT74:2030,549300EVUN2BTLJ3GT74,Absolute emission reduction,2019,2030,50,percent,"Equinix, Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300FA4CTCW903Y781:2025,549300FA4CTCW903Y781,Absolute emission reduction,2011,2025,35,percent,Caesars Entertainment reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300FA4CTCW903Y781:2050,549300FA4CTCW903Y781,Absolute emission reduction,2011,2050,100,percent,Caesars Entertainment reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300FIIRGO6D5FWR19:2030,549300FIIRGO6D5FWR19,Absolute emission reduction,2017,2030,21,percent,"Sumitomo Forestry Co., Ltd reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300FMC2ALGA7N9E80:2030,549300FMC2ALGA7N9E80,Absolute emission reduction,2019,2030,30,percent,Dover Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300FMC2ALGA7N9E80:2030,549300FMC2ALGA7N9E80,Absolute emission reduction,2019,2030,15,percent,Dover Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300FONLMVK7YYYH41:2030,549300FONLMVK7YYYH41,Absolute emission reduction,2015,2030,25,percent,Suntory Holdings Limited reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300FT5JOXS1PZ1I32:2026,549300FT5JOXS1PZ1I32,Absolute emission reduction,2018,2026,45,percent,Contact Energy reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300G0CFPGEF6X2043:2030,549300G0CFPGEF6X2043,Absolute emission reduction,2016,2030,60,percent,Johnson & Johnson reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
