actor_id,name,language,preferred,datasource_id
529900YLDW34GJAO4J06,Humana Inc.,en,1,GLEIF_golden_copy
549300Y7VHGU0I7CE873,"NETFLIX, INC.",en,1,GLEIF_golden_copy
RIMU48P07456QXSO0R61,NORTHROP GRUMMAN CORPORATION,en,1,GLEIF_golden_copy
6CPEOKI6OYJ13Q6O7870,THE KROGER CO.,en,1,GLEIF_golden_copy
254900I8UQY3NF7A5L53,HP LLC,en,1,GLEIF_golden_copy
AR5L2ODV9HN37376R084,MASTERCARD INCORPORATED,en,1,GLEIF_golden_copy
5493003S21INSLK2IP73,DOW INC.,en,1,GLEIF_golden_copy
549300LO13MQ9HYSTR83,ARCHER-DANIELS-MIDLAND COMPANY,en,1,GLEIF_golden_copy
ICE2EP6D98PQUILVRZ91,"BECTON, DICKINSON AND COMPANY",en,1,GLEIF_golden_copy
2549006EHFY98CQJZN84,China Construction Bank Corporation,en,1,GLEIF_golden_copy
529900M9MC28JLN35U89,"Ping An Insurance (Group) Company of China, Ltd.",en,1,GLEIF_golden_copy
254900DOHD6ZQSF7GZ43,BANK OF CHINA LIMITED,en,1,GLEIF_golden_copy
549300ZBZQ6M21ZGGY79,China Merchants Bank (Europe) S.A.,en,1,GLEIF_golden_copy
529900N9JOX4C108MA40,"China Shenhua Energy Co., Ltd.",en,1,GLEIF_golden_copy
529900JXXCCUCX634T88,China Telecom Corp. Ltd.,en,1,GLEIF_golden_copy
549300CUF7B1LAB15T90,CHINA EVERGRANDE GROUP,en,1,GLEIF_golden_copy
254900AL64IANZYI1E02,"BAIDU, INC.",en,1,GLEIF_golden_copy
25490061U8AL49462B58,Samsung Electronics Chile Limitada,en,1,GLEIF_golden_copy
2549009X2TZQEBVVI963,HYUNDAI MOTOR INDIA ENGINEERING PRIVATE LIMITED,en,1,GLEIF_golden_copy
529900HWPVQ42PJZBV22,Daimler Truck AG,en,1,GLEIF_golden_copy
5299008BFMZJMZHC5G85,Siemens-Fonds Siemens-Rente,en,1,GLEIF_golden_copy
391200NE04DA1X1S2B28,Deutsche Post Stiftung,en,1,GLEIF_golden_copy
39120001XNXTQQ1TQC32,Munich Re Innovation GmbH,en,1,GLEIF_golden_copy
Q9MAIUP40P25UFBFG033,E.ON SE,en,1,GLEIF_golden_copy
391200FODE3VB6OIFD34,Line-Fresenius-Stiftung,en,1,GLEIF_golden_copy
5493003BZYYYCDIO0R13,SoftBank Group Corp.,en,1,GLEIF_golden_copy
5299003FU7V4I45FU310,KDDI Corp.,en,1,GLEIF_golden_copy
KVIPTY4PULAPGC1VVD26,Mitsubishi Corporation,en,1,GLEIF_golden_copy
254900PZW4RCVE0YL732,PT Itochu Indonesia,en,1,GLEIF_golden_copy
549300HS3WTRS6D88H32,"Mizuho Financial Group, Inc.",en,1,GLEIF_golden_copy
2549009DTHEB5ODGNP48,PT. MITSUI INDONESIA,en,1,GLEIF_golden_copy
529900U2JJ7GK68NI589,China Mobile Limited,en,1,GLEIF_golden_copy
ZP5ILWVSYE4LJGMMVD57,AIA Group Limited,en,1,GLEIF_golden_copy
549300J187NDTQDG2833,RBC FUNDS (LUX),en,1,GLEIF_golden_copy
L3I9ZG2KFGXZ61BMYR72,THE BANK OF NOVA SCOTIA,en,1,GLEIF_golden_copy
549300LO6O8KWQXMMO44,Manulife China Class,en,1,GLEIF_golden_copy
NQQ6HPCNCCU6TUTQYE16,Bank of Montréal,en,1,GLEIF_golden_copy
2IGI19DL77OX0HC3ZE78,Canadian Imperial Bank of Commerce,en,1,GLEIF_golden_copy
KY37LUS27QQX7BB93L28,Nestlé S.A.,en,1,GLEIF_golden_copy
5493007HIVTX6SY6XD66,Novartis AG,en,1,GLEIF_golden_copy
529900QVNRBND50TXP03,Zurich Insurance Group AG,en,1,GLEIF_golden_copy
E0JAN6VLUDI1HITHT809,Chubb Limited,en,1,GLEIF_golden_copy
549300506SI9CRFV9Z86,Credit Suisse Group AG,en,1,GLEIF_golden_copy
254900LKYWI0SHD85V92,"ABB, INC.",en,1,GLEIF_golden_copy
549300MKFYEKVRWML317,UNILEVER PLC,en,1,GLEIF_golden_copy
213800XCXOXMW1AFMJ64,VODAFONE LIMITED,en,1,GLEIF_golden_copy
213800LBQA1Y9L22JB70,BARCLAYS PLC,en,1,GLEIF_golden_copy
529900LR7R5HK22JWD36,LINDE FINANCE,en,1,GLEIF_golden_copy
PY6ZZQWO2IZFZC3IOL08,ASTRAZENECA PLC,en,1,GLEIF_golden_copy
549300PPXHEU2JF0AM85,LLOYDS BANKING GROUP PLC,en,1,GLEIF_golden_copy
2138003RO792PNFC2X40,ANGLO AMERICAN FOUNDATION,en,1,GLEIF_golden_copy
969500AV7YBZVX1BE314,AXA GROUP OPERATIONS,en,1,GLEIF_golden_copy
549300E9PC51EN656011,SANOFI,en,1,GLEIF_golden_copy
969500MCOONR8990S771,ORANGE,en,1,GLEIF_golden_copy
969500IZPW225FXRKK32,EDF CLASSIQUE,en,1,GLEIF_golden_copy
969500KMUQ2B6CBAF162,DANONE,en,1,GLEIF_golden_copy
335800CO2E555Q1ZEY28,RELIANCE PLASTIC INDUSTRIES,en,1,GLEIF_golden_copy
549300P3DIW86LCFS227,State Bank of India,en,1,GLEIF_golden_copy
724500ZM62VN7JH6K383,Intesa Sanpaolo S.p.A.,en,1,GLEIF_golden_copy
D0PDQ0FWX7HZ6RO81L34,Commonwealth Bank Group Super,en,1,GLEIF_golden_copy
WZE1WSENV6JSZFK0JC28,BHP GROUP LIMITED,en,1,GLEIF_golden_copy
529900X2VMAQT2PE0V24,RIO TINTO LIMITED,en,1,GLEIF_golden_copy
549300EEJH4FEPDBBR25,TELEFONICA SA,en,1,GLEIF_golden_copy
549300D2K6PKKKXVNN73,A.P. Moller - Maersk A/S,en,1,GLEIF_golden_copy
558600YCBDW7JVZM6028,Qatar National Bank,en,1,GLEIF_golden_copy
529900ODI3047E2LIV03,Nordea Bank Abp,en,1,GLEIF_golden_copy
635400IUIZZIUJSAMF76,Fortum Oyj,en,1,GLEIF_golden_copy
254900546I2NCE7MN106,PTT Phenol Company Limited,en,1,GLEIF_golden_copy
