actor_id,emissions_id,year,total_emissions,datasource_id
BR SOR,CDPCitiesTargets:2021:BR SOR:2012,2012,1061141,CDPCitiesTargets:2021
BR SSA,CDPCitiesTargets:2021:BR SSA:2018,2018,3045704,CDPCitiesTargets:2021
BR STD,CDPCitiesTargets:2021:BR STD:2019,2019,9356,CDPCitiesTargets:2021
CH BRN,CDPCitiesTargets:2021:CH BRN:2008,2008,733302,CDPCitiesTargets:2021
CI COD,CDPCitiesTargets:2021:CI COD:2016,2016,17605000,CDPCitiesTargets:2021
CL IND,CDPCitiesTargets:2021:CL IND:2018,2018,9931,CDPCitiesTargets:2021
CL PRO,CDPCitiesTargets:2021:CL PRO:2014,2014,582233,CDPCitiesTargets:2021
CL ZAL,CDPCitiesTargets:2021:CL ZAL:2019,2019,26710,CDPCitiesTargets:2021
CO BOG,CDPCitiesTargets:2021:CO BOG:2017,2017,11424724,CDPCitiesTargets:2021
CO CTG,CDPCitiesTargets:2021:CO CTG:2015,2015,5384595,CDPCitiesTargets:2021
CO ENV,CDPCitiesTargets:2021:CO ENV:2018,2018,16911,CDPCitiesTargets:2021
CO ENV,CDPCitiesTargets:2021:CO ENV:2018,2018,17133,CDPCitiesTargets:2021
CO ENV,CDPCitiesTargets:2021:CO ENV:2018,2018,29249,CDPCitiesTargets:2021
CO ENV,CDPCitiesTargets:2021:CO ENV:2018,2018,125897,CDPCitiesTargets:2021
CO ENV,CDPCitiesTargets:2021:CO ENV:2018,2018,170020,CDPCitiesTargets:2021
CO MDE,CDPCitiesTargets:2021:CO MDE:2015,2015,3562797,CDPCitiesTargets:2021
CR BLN,CDPCitiesTargets:2021:CR BLN:2017,2017,167,CDPCitiesTargets:2021
CR BLN,CDPCitiesTargets:2021:CR BLN:2017,2017,13612,CDPCitiesTargets:2021
CR BLN,CDPCitiesTargets:2021:CR BLN:2017,2017,93583,CDPCitiesTargets:2021
CR BLN,CDPCitiesTargets:2021:CR BLN:2017,2017,130641,CDPCitiesTargets:2021
CR BLN,CDPCitiesTargets:2021:CR BLN:2017,2017,172363,CDPCitiesTargets:2021
CR CAS,CDPCitiesTargets:2021:CR CAS:2018,2018,8913,CDPCitiesTargets:2021
CR CAS,CDPCitiesTargets:2021:CR CAS:2018,2018,54944,CDPCitiesTargets:2021
CR CAS,CDPCitiesTargets:2021:CR CAS:2019,2019,5,CDPCitiesTargets:2021
CR DE2,CDPCitiesTargets:2021:CR DE2:2017,2017,67610,CDPCitiesTargets:2021
CR DE2,CDPCitiesTargets:2021:CR DE2:2017,2017,120453,CDPCitiesTargets:2021
CR DE2,CDPCitiesTargets:2021:CR DE2:2017,2017,227885,CDPCitiesTargets:2021
CR QPS,CDPCitiesTargets:2021:CR QPS:2018,2018,1927,CDPCitiesTargets:2021
CR QPS,CDPCitiesTargets:2021:CR QPS:2018,2018,68384,CDPCitiesTargets:2021
CR QPS,CDPCitiesTargets:2021:CR QPS:2018,2018,179230,CDPCitiesTargets:2021
CR SJO,CDPCitiesTargets:2021:CR SJO:2017,2017,201008,CDPCitiesTargets:2021
CR SJO,CDPCitiesTargets:2021:CR SJO:2017,2017,617188,CDPCitiesTargets:2021
CR SJO,CDPCitiesTargets:2021:CR SJO:2019,2019,185,CDPCitiesTargets:2021
DE BER,CDPCitiesTargets:2021:DE BER:1990,1990,29300000,CDPCitiesTargets:2021
DE HEI,CDPCitiesTargets:2021:DE HEI:2010,2010,1225000,CDPCitiesTargets:2021
DE MHG,CDPCitiesTargets:2021:DE MHG:1990,1990,4350000,CDPCitiesTargets:2021
DE RSK,CDPCitiesTargets:2021:DE RSK:1990,1990,2331000,CDPCitiesTargets:2021
DK FRE,CDPCitiesTargets:2021:DK FRE:1990,1990,243000,CDPCitiesTargets:2021
DK FRE,CDPCitiesTargets:2021:DK FRE:2010,2010,234752,CDPCitiesTargets:2021
DK GLX,CDPCitiesTargets:2021:DK GLX:2007,2007,499740,CDPCitiesTargets:2021
DK HLS,CDPCitiesTargets:2021:DK HLS:2008,2008,415,CDPCitiesTargets:2021
DK HLS,CDPCitiesTargets:2021:DK HLS:2008,2008,415000,CDPCitiesTargets:2021
DK HLS,CDPCitiesTargets:2021:DK HLS:2008,2008,415408,CDPCitiesTargets:2021
DK MID,CDPCitiesTargets:2021:DK MID:2010,2010,362234,CDPCitiesTargets:2021
DK RKE,CDPCitiesTargets:2021:DK RKE:2008,2008,596085,CDPCitiesTargets:2021
EC CUE,CDPCitiesTargets:2021:EC CUE:2019,2019,15827,CDPCitiesTargets:2021
EC CUE,CDPCitiesTargets:2021:EC CUE:2019,2019,134010,CDPCitiesTargets:2021
EC PVO,CDPCitiesTargets:2021:EC PVO:2017,2017,205553,CDPCitiesTargets:2021
EC UIO,CDPCitiesTargets:2021:EC UIO:2015,2015,7659000,CDPCitiesTargets:2021
ES BCN,CDPCitiesTargets:2021:ES BCN:1992,1992,4743380,CDPCitiesTargets:2021
ES BCN,CDPCitiesTargets:2021:ES BCN:2007,2007,1189840,CDPCitiesTargets:2021
ES BCN,CDPCitiesTargets:2021:ES BCN:2008,2008,327580,CDPCitiesTargets:2021
ES BCN,CDPCitiesTargets:2021:ES BCN:2008,2008,2164000,CDPCitiesTargets:2021
ES BCN,CDPCitiesTargets:2021:ES BCN:2017,2017,364240,CDPCitiesTargets:2021
ES BCN,CDPCitiesTargets:2021:ES BCN:2017,2017,896610,CDPCitiesTargets:2021
ES MAD,CDPCitiesTargets:2021:ES MAD:1990,1990,12954000,CDPCitiesTargets:2021
ES MJV,CDPCitiesTargets:2021:ES MJV:2007,2007,2141277,CDPCitiesTargets:2021
ES VIT,CDPCitiesTargets:2021:ES VIT:2006,2006,49279,CDPCitiesTargets:2021
ES VIT,CDPCitiesTargets:2021:ES VIT:2006,2006,202227,CDPCitiesTargets:2021
ES VIT,CDPCitiesTargets:2021:ES VIT:2006,2006,243971,CDPCitiesTargets:2021
ES VIT,CDPCitiesTargets:2021:ES VIT:2006,2006,269927,CDPCitiesTargets:2021
ES VIT,CDPCitiesTargets:2021:ES VIT:2006,2006,841068,CDPCitiesTargets:2021
ES ZAZ,CDPCitiesTargets:2021:ES ZAZ:2005,2005,2188363,CDPCitiesTargets:2021
ET ADD,CDPCitiesTargets:2021:ET ADD:2016,2016,14479133,CDPCitiesTargets:2021
FI ES2,CDPCitiesTargets:2021:FI ES2:1990,1990,1060217,CDPCitiesTargets:2021
FR NCE,CDPCitiesTargets:2021:FR NCE:1990,1990,2219000,CDPCitiesTargets:2021
FR NCE,CDPCitiesTargets:2021:FR NCE:2012,2012,1900,CDPCitiesTargets:2021
FR PAR,CDPCitiesTargets:2021:FR PAR:2004,2004,7400000,CDPCitiesTargets:2021
FR URO,CDPCitiesTargets:2021:FR URO:2005,2005,585826,CDPCitiesTargets:2021
FR URO,CDPCitiesTargets:2021:FR URO:2005,2005,2600836,CDPCitiesTargets:2021
GB BOH,CDPCitiesTargets:2021:GB BOH:2017,2017,1943330,CDPCitiesTargets:2021
GB BRS,CDPCitiesTargets:2021:GB BRS:2005,2005,2605000,CDPCitiesTargets:2021
GB CDF,CDPCitiesTargets:2021:GB CDF:2005,2005,2682000,CDPCitiesTargets:2021
GB GLW,CDPCitiesTargets:2021:GB GLW:2006,2006,39873000,CDPCitiesTargets:2021
GB MNC,CDPCitiesTargets:2021:GB MNC:1990,1990,21200000,CDPCitiesTargets:2021
GB NTG,CDPCitiesTargets:2021:GB NTG:2005,2005,1986480,CDPCitiesTargets:2021
GB SAA,CDPCitiesTargets:2021:GB SAA:2005,2005,901800,CDPCitiesTargets:2021
GB SAA,CDPCitiesTargets:2021:GB SAA:2013,2013,19926,CDPCitiesTargets:2021
GB SUN,CDPCitiesTargets:2021:GB SUN:2015,2015,1398700,CDPCitiesTargets:2021
GB WNE,CDPCitiesTargets:2021:GB WNE:2005,2005,1130000,CDPCitiesTargets:2021
GH ACC,CDPCitiesTargets:2021:GH ACC:2015,2015,2405522,CDPCitiesTargets:2021
HK HKG,CDPCitiesTargets:2021:HK HKG:2005,2005,41200000,CDPCitiesTargets:2021
HR ZAG,CDPCitiesTargets:2021:HR ZAG:2008,2008,2796050,CDPCitiesTargets:2021
ID BOG,CDPCitiesTargets:2021:ID BOG:2010,2010,2678,CDPCitiesTargets:2021
ID BPN,CDPCitiesTargets:2021:ID BPN:2010,2010,954593,CDPCitiesTargets:2021
ID BTR,CDPCitiesTargets:2021:ID BTR:2011,2011,187033,CDPCitiesTargets:2021
ID MLG,CDPCitiesTargets:2021:ID MLG:2012,2012,1323755,CDPCitiesTargets:2021
ID SRG,CDPCitiesTargets:2021:ID SRG:2013,2013,4829715,CDPCitiesTargets:2021
ID SUK,CDPCitiesTargets:2021:ID SUK:2015,2015,300,CDPCitiesTargets:2021
ID TRG,CDPCitiesTargets:2021:ID TRG:2012,2012,5499222,CDPCitiesTargets:2021
IN RAJ,CDPCitiesTargets:2021:IN RAJ:2015,2015,1887685,CDPCitiesTargets:2021
IN STV,CDPCitiesTargets:2021:IN STV:2019,2019,534000,CDPCitiesTargets:2021
IN STV,CDPCitiesTargets:2021:IN STV:2019,2019,6080000,CDPCitiesTargets:2021
IN STV,CDPCitiesTargets:2021:IN STV:2019,2019,18090000,CDPCitiesTargets:2021
IS REY,CDPCitiesTargets:2021:IS REY:2019,2019,21637,CDPCitiesTargets:2021
IS REY,CDPCitiesTargets:2021:IS REY:2019,2019,54524,CDPCitiesTargets:2021
IS REY,CDPCitiesTargets:2021:IS REY:2019,2019,340921,CDPCitiesTargets:2021
IS REY,CDPCitiesTargets:2021:IS REY:2019,2019,528853,CDPCitiesTargets:2021
IT ASI,CDPCitiesTargets:2021:IT ASI:2008,2008,146611,CDPCitiesTargets:2021
IT BLQ,CDPCitiesTargets:2021:IT BLQ:2005,2005,2299923,CDPCitiesTargets:2021
IT BZO,CDPCitiesTargets:2021:IT BZO:2010,2010,520715,CDPCitiesTargets:2021
IT FLR,CDPCitiesTargets:2021:IT FLR:2005,2005,2519980,CDPCitiesTargets:2021
IT FLR,CDPCitiesTargets:2021:IT FLR:2018,2018,462742,CDPCitiesTargets:2021
IT FRR,CDPCitiesTargets:2021:IT FRR:2007,2007,1261231,CDPCitiesTargets:2021
IT GOA,CDPCitiesTargets:2021:IT GOA:2005,2005,2271913,CDPCitiesTargets:2021
IT LAQ,CDPCitiesTargets:2021:IT LAQ:2005,2005,964425,CDPCitiesTargets:2021
IT MIL,CDPCitiesTargets:2021:IT MIL:2005,2005,7418000,CDPCitiesTargets:2021
IT NAP,CDPCitiesTargets:2021:IT NAP:2005,2005,2913413,CDPCitiesTargets:2021
IT PDA,CDPCitiesTargets:2021:IT PDA:2005,2005,2094868,CDPCitiesTargets:2021
IT PMF,CDPCitiesTargets:2021:IT PMF:2004,2004,1121130,CDPCitiesTargets:2021
IT QCS,CDPCitiesTargets:2021:IT QCS:2013,2013,238457,CDPCitiesTargets:2021
IT TRN,CDPCitiesTargets:2021:IT TRN:1991,1991,4469786,CDPCitiesTargets:2021
JO AMM,CDPCitiesTargets:2021:JO AMM:2014,2014,7400000,CDPCitiesTargets:2021
JP AAK,CDPCitiesTargets:2021:JP AAK:1990,1990,1161000,CDPCitiesTargets:2021
JP HDA,CDPCitiesTargets:2021:JP HDA:2013,2013,1167000,CDPCitiesTargets:2021
JP HDA,CDPCitiesTargets:2021:JP HDA:2019,2019,1167000,CDPCitiesTargets:2021
JP HIM,CDPCitiesTargets:2021:JP HIM:2013,2013,10887000,CDPCitiesTargets:2021
JP HKO,CDPCitiesTargets:2021:JP HKO:2013,2013,21566,CDPCitiesTargets:2021
JP HKY,CDPCitiesTargets:2021:JP HKY:2013,2013,3444,CDPCitiesTargets:2021
JP HMM,CDPCitiesTargets:2021:JP HMM:2013,2013,5724,CDPCitiesTargets:2021
JP IAK,CDPCitiesTargets:2021:JP IAK:1990,1990,1760464,CDPCitiesTargets:2021
JP IDA,CDPCitiesTargets:2021:JP IDA:2005,2005,722000,CDPCitiesTargets:2021
JP ITB,CDPCitiesTargets:2021:JP ITB:1990,1990,2242000,CDPCitiesTargets:2021
JP KIJ,CDPCitiesTargets:2021:JP KIJ:2013,2013,7908000,CDPCitiesTargets:2021
JP KIY,CDPCitiesTargets:2021:JP KIY:2013,2013,3521100,CDPCitiesTargets:2021
JP KKJ,CDPCitiesTargets:2021:JP KKJ:2005,2005,16350000,CDPCitiesTargets:2021
JP KNZ,CDPCitiesTargets:2021:JP KNZ:2013,2013,3537000,CDPCitiesTargets:2021
JP KUA,CDPCitiesTargets:2021:JP KUA:2013,2013,34518526,CDPCitiesTargets:2021
JP KWE,CDPCitiesTargets:2021:JP KWE:2013,2013,2227000,CDPCitiesTargets:2021
JP MUH,CDPCitiesTargets:2021:JP MUH:2013,2013,656000,CDPCitiesTargets:2021
JP MYJ,CDPCitiesTargets:2021:JP MYJ:2013,2013,5545007,CDPCitiesTargets:2021
JP MYO,CDPCitiesTargets:2021:JP MYO:2013,2013,311877,CDPCitiesTargets:2021
JP NQU,CDPCitiesTargets:2021:JP NQU:2013,2013,492000,CDPCitiesTargets:2021
JP ODW,CDPCitiesTargets:2021:JP ODW:1990,1990,1159000,CDPCitiesTargets:2021
JP OKI,CDPCitiesTargets:2021:JP OKI:2010,2010,42665,CDPCitiesTargets:2021
JP OKI,CDPCitiesTargets:2021:JP OKI:2013,2013,1913,CDPCitiesTargets:2021
JP OQM,CDPCitiesTargets:2021:JP OQM:2006,2006,325000,CDPCitiesTargets:2021
JP S67,CDPCitiesTargets:2021:JP S67:2006,2006,6033,CDPCitiesTargets:2021
JP SHO,CDPCitiesTargets:2021:JP SHO:2013,2013,55422500,CDPCitiesTargets:2021
JP STM,CDPCitiesTargets:2021:JP STM:2013,2013,6960000,CDPCitiesTargets:2021
JP SUI,CDPCitiesTargets:2021:JP SUI:2013,2013,2232000,CDPCitiesTargets:2021
JP TOY,CDPCitiesTargets:2021:JP TOY:2005,2005,4047000,CDPCitiesTargets:2021
JP TSB,CDPCitiesTargets:2021:JP TSB:2013,2013,2053000,CDPCitiesTargets:2021
JP TYO,CDPCitiesTargets:2021:JP TYO:2000,2000,62200000,CDPCitiesTargets:2021
JP TZK,CDPCitiesTargets:2021:JP TZK:1990,1990,670000,CDPCitiesTargets:2021
JP UKY,CDPCitiesTargets:2021:JP UKY:2013,2013,7840000,CDPCitiesTargets:2021
JP YIH,CDPCitiesTargets:2021:JP YIH:2013,2013,1343,CDPCitiesTargets:2021
JP YOK,CDPCitiesTargets:2021:JP YOK:2013,2013,21590000,CDPCitiesTargets:2021
JP YOS,CDPCitiesTargets:2021:JP YOS:1990,1990,2574000,CDPCitiesTargets:2021
KR CHC,CDPCitiesTargets:2021:KR CHC:2017,2017,50000,CDPCitiesTargets:2021
KR CHC,CDPCitiesTargets:2021:KR CHC:2017,2017,59000,CDPCitiesTargets:2021
KR CHC,CDPCitiesTargets:2021:KR CHC:2017,2017,86000,CDPCitiesTargets:2021
KR CHC,CDPCitiesTargets:2021:KR CHC:2017,2017,1700000,CDPCitiesTargets:2021
KR SEL,CDPCitiesTargets:2021:KR SEL:2005,2005,49445000,CDPCitiesTargets:2021
KR SUO,CDPCitiesTargets:2021:KR SUO:2005,2005,5843189,CDPCitiesTargets:2021
KR TAE,CDPCitiesTargets:2021:KR TAE:2018,2018,27573,CDPCitiesTargets:2021
KR TAE,CDPCitiesTargets:2021:KR TAE:2018,2018,50823,CDPCitiesTargets:2021
KR TAE,CDPCitiesTargets:2021:KR TAE:2018,2018,86393,CDPCitiesTargets:2021
KR TAE,CDPCitiesTargets:2021:KR TAE:2018,2018,118381,CDPCitiesTargets:2021
KR TAE,CDPCitiesTargets:2021:KR TAE:2018,2018,249736,CDPCitiesTargets:2021
KR TJI,CDPCitiesTargets:2021:KR TJI:2017,2017,73914000,CDPCitiesTargets:2021
KR USN,CDPCitiesTargets:2021:KR USN:2017,2017,7166000,CDPCitiesTargets:2021
KR YOS,CDPCitiesTargets:2021:KR YOS:2017,2017,38090339,CDPCitiesTargets:2021
LV RIX,CDPCitiesTargets:2021:LV RIX:1990,1990,4400000,CDPCitiesTargets:2021
MC MON,CDPCitiesTargets:2021:MC MON:1990,1990,102736,CDPCitiesTargets:2021
ME TGD,CDPCitiesTargets:2021:ME TGD:2008,2008,5,CDPCitiesTargets:2021
ME TGD,CDPCitiesTargets:2021:ME TGD:2008,2008,267,CDPCitiesTargets:2021
ME TGD,CDPCitiesTargets:2021:ME TGD:2008,2008,299,CDPCitiesTargets:2021
MX CLY,CDPCitiesTargets:2021:MX CLY:2013,2013,4093,CDPCitiesTargets:2021
MX CUL,CDPCitiesTargets:2021:MX CUL:2017,2017,5545560,CDPCitiesTargets:2021
MX HMO,CDPCitiesTargets:2021:MX HMO:2015,2015,7700073,CDPCitiesTargets:2021
MX TLC,CDPCitiesTargets:2021:MX TLC:2010,2010,4456893,CDPCitiesTargets:2021
MX ZAP,CDPCitiesTargets:2021:MX ZAP:2016,2016,605896,CDPCitiesTargets:2021
MX ZAP,CDPCitiesTargets:2021:MX ZAP:2016,2016,2100231,CDPCitiesTargets:2021
MX ZAP,CDPCitiesTargets:2021:MX ZAP:2016,2016,3010166,CDPCitiesTargets:2021
MY KUL,CDPCitiesTargets:2021:MY KUL:2010,2010,25427,CDPCitiesTargets:2021
MY MEA,CDPCitiesTargets:2021:MY MEA:2015,2015,1742087,CDPCitiesTargets:2021
MY MUA,CDPCitiesTargets:2021:MY MUA:2017,2017,1620000,CDPCitiesTargets:2021
MZ MNC,CDPCitiesTargets:2021:MZ MNC:2016,2016,204104,CDPCitiesTargets:2021
NG LOS,CDPCitiesTargets:2021:NG LOS:2015,2015,26349728,CDPCitiesTargets:2021
NL AMS,CDPCitiesTargets:2021:NL AMS:1990,1990,3810000,CDPCitiesTargets:2021
NL HAG,CDPCitiesTargets:2021:NL HAG:1990,1990,2499000,CDPCitiesTargets:2021
NL RTM,CDPCitiesTargets:2021:NL RTM:1990,1990,23700000,CDPCitiesTargets:2021
NO ARE,CDPCitiesTargets:2021:NO ARE:2009,2009,227000,CDPCitiesTargets:2021
NO OSL,CDPCitiesTargets:2021:NO OSL:2009,2009,1509773,CDPCitiesTargets:2021
NO SAS,CDPCitiesTargets:2021:NO SAS:2009,2009,232728,CDPCitiesTargets:2021
NO TRD,CDPCitiesTargets:2021:NO TRD:2009,2009,541000,CDPCitiesTargets:2021
NO TRD,CDPCitiesTargets:2021:NO TRD:2009,2009,541093,CDPCitiesTargets:2021
NZ AKL,CDPCitiesTargets:2021:NZ AKL:2016,2016,9921457,CDPCitiesTargets:2021
NZ ROT,CDPCitiesTargets:2021:NZ ROT:2015,2015,800000,CDPCitiesTargets:2021
NZ ROT,CDPCitiesTargets:2021:NZ ROT:2015,2015,1500000,CDPCitiesTargets:2021
NZ WLG,CDPCitiesTargets:2021:NZ WLG:2001,2001,1057119,CDPCitiesTargets:2021
PE LIM,CDPCitiesTargets:2021:PE LIM:2015,2015,15789438,CDPCitiesTargets:2021
PE SDR,CDPCitiesTargets:2021:PE SDR:2017,2017,2040,CDPCitiesTargets:2021
PE SDR,CDPCitiesTargets:2021:PE SDR:2017,2017,2040,CDPCitiesTargets:2021
PE SDR,CDPCitiesTargets:2021:PE SDR:2017,2017,158550,CDPCitiesTargets:2021
PE SDR,CDPCitiesTargets:2021:PE SDR:2017,2017,158550,CDPCitiesTargets:2021
PE SDR,CDPCitiesTargets:2021:PE SDR:2017,2017,159110,CDPCitiesTargets:2021
PH BAG,CDPCitiesTargets:2021:PH BAG:2010,2010,90666,CDPCitiesTargets:2021
PH MTI,CDPCitiesTargets:2021:PH MTI:2018,2018,762776,CDPCitiesTargets:2021
PH QZT,CDPCitiesTargets:2021:PH QZT:2016,2016,8014366,CDPCitiesTargets:2021
PL WRO,CDPCitiesTargets:2021:PL WRO:1990,1990,4823886,CDPCitiesTargets:2021
PT AGU,CDPCitiesTargets:2021:PT AGU:2002,2002,385172,CDPCitiesTargets:2021
PT BGZ,CDPCitiesTargets:2021:PT BGZ:2014,2014,1437269,CDPCitiesTargets:2021
PT EVR,CDPCitiesTargets:2021:PT EVR:2009,2009,259581,CDPCitiesTargets:2021
PT EVR,CDPCitiesTargets:2021:PT EVR:2020,2020,3,CDPCitiesTargets:2021
PT GUI,CDPCitiesTargets:2021:PT GUI:2008,2008,691383742,CDPCitiesTargets:2021
PT LIS,CDPCitiesTargets:2021:PT LIS:2002,2002,4091231,CDPCitiesTargets:2021
PT OPO,CDPCitiesTargets:2021:PT OPO:2004,2004,1304,CDPCitiesTargets:2021
PT STA,CDPCitiesTargets:2021:PT STA:2008,2008,1055513,CDPCitiesTargets:2021
PT TVE,CDPCitiesTargets:2021:PT TVE:2009,2009,392,CDPCitiesTargets:2021
PT TVE,CDPCitiesTargets:2021:PT TVE:2009,2009,5861,CDPCitiesTargets:2021
PT VSE,CDPCitiesTargets:2021:PT VSE:2000,2000,502094,CDPCitiesTargets:2021
SE FKG,CDPCitiesTargets:2021:SE FKG:1990,1990,329876,CDPCitiesTargets:2021
SE GOT,CDPCitiesTargets:2021:SE GOT:2010,2010,999900,CDPCitiesTargets:2021
SE GOT,CDPCitiesTargets:2021:SE GOT:2017,2017,5019947,CDPCitiesTargets:2021
SE GOT,CDPCitiesTargets:2021:SE GOT:2018,2018,2401845,CDPCitiesTargets:2021
SE GOT,CDPCitiesTargets:2021:SE GOT:2019,2019,24175,CDPCitiesTargets:2021
SE HEL,CDPCitiesTargets:2021:SE HEL:1990,1990,1032000,CDPCitiesTargets:2021
SE HEL,CDPCitiesTargets:2021:SE HEL:2010,2010,256000,CDPCitiesTargets:2021
SE HEL,CDPCitiesTargets:2021:SE HEL:2018,2018,6432,CDPCitiesTargets:2021
SE KID,CDPCitiesTargets:2021:SE KID:1990,1990,618504,CDPCitiesTargets:2021
SE KID,CDPCitiesTargets:2021:SE KID:2010,2010,169345,CDPCitiesTargets:2021
SE LPI,CDPCitiesTargets:2021:SE LPI:2009,2009,1096227,CDPCitiesTargets:2021
SE LUD,CDPCitiesTargets:2021:SE LUD:1990,1990,451410,CDPCitiesTargets:2021
SE LUD,CDPCitiesTargets:2021:SE LUD:2010,2010,144366,CDPCitiesTargets:2021
SE LUD,CDPCitiesTargets:2021:SE LUD:2010,2010,372176,CDPCitiesTargets:2021
SE LUD,CDPCitiesTargets:2021:SE LUD:2010,2010,372176,CDPCitiesTargets:2021
SE MMA,CDPCitiesTargets:2021:SE MMA:1990,1990,1460000,CDPCitiesTargets:2021
SE MRA,CDPCitiesTargets:2021:SE MRA:1990,1990,120800,CDPCitiesTargets:2021
SE SKV,CDPCitiesTargets:2021:SE SKV:1990,1990,149253,CDPCitiesTargets:2021
SE UME,CDPCitiesTargets:2021:SE UME:1990,1990,390887,CDPCitiesTargets:2021
SE UME,CDPCitiesTargets:2021:SE UME:2010,2010,189638,CDPCitiesTargets:2021
SE UME,CDPCitiesTargets:2021:SE UME:2018,2018,11,CDPCitiesTargets:2021
SE VTA,CDPCitiesTargets:2021:SE VTA:1990,1990,1979524,CDPCitiesTargets:2021
SE VTA,CDPCitiesTargets:2021:SE VTA:2005,2005,18176,CDPCitiesTargets:2021
SE VTA,CDPCitiesTargets:2021:SE VTA:2005,2005,18177,CDPCitiesTargets:2021
SE VXO,CDPCitiesTargets:2021:SE VXO:1993,1993,459189,CDPCitiesTargets:2021
SG SIN,CDPCitiesTargets:2021:SG SIN:2030,2030,65,CDPCitiesTargets:2021
SI LJU,CDPCitiesTargets:2021:SI LJU:2008,2008,850000,CDPCitiesTargets:2021
SI LJU,CDPCitiesTargets:2021:SI LJU:2008,2008,2559016,CDPCitiesTargets:2021
SI LJU,CDPCitiesTargets:2021:SI LJU:2014,2014,4590,CDPCitiesTargets:2021
SN DKR,CDPCitiesTargets:2021:SN DKR:2016,2016,2016,CDPCitiesTargets:2021
TH BKK,CDPCitiesTargets:2021:TH BKK:2013,2013,4934746,CDPCitiesTargets:2021
TH BKK,CDPCitiesTargets:2021:TH BKK:2013,2013,17907072,CDPCitiesTargets:2021
TH BKK,CDPCitiesTargets:2021:TH BKK:2013,2013,30940900,CDPCitiesTargets:2021
TH YNT,CDPCitiesTargets:2021:TH YNT:2019,2019,6500,CDPCitiesTargets:2021
TR AYT,CDPCitiesTargets:2021:TR AYT:2019,2019,8232919,CDPCitiesTargets:2021
TR DNZ,CDPCitiesTargets:2021:TR DNZ:2016,2016,7500000,CDPCitiesTargets:2021
TR GZT,CDPCitiesTargets:2021:TR GZT:2015,2015,6408191,CDPCitiesTargets:2021
TR IST,CDPCitiesTargets:2021:TR IST:2019,2019,50888653,CDPCitiesTargets:2021
TR IZM,CDPCitiesTargets:2021:TR IZM:2018,2018,14319706,CDPCitiesTargets:2021
