year,total_emissions,actor_id,emissions_id,datasource_id
2011,329843,ECCC_G10068:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G10068:549300Z9RSLCM1W45F392011,ECCC_GHGRP:2022-04-14
2010,328313,ECCC_G10068:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G10068:549300Z9RSLCM1W45F392010,ECCC_GHGRP:2022-04-14
2009,310576,ECCC_G10068:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G10068:549300Z9RSLCM1W45F392009,ECCC_GHGRP:2022-04-14
2020,25793,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732020,ECCC_GHGRP:2022-04-14
2019,26736,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732019,ECCC_GHGRP:2022-04-14
2018,44499,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732018,ECCC_GHGRP:2022-04-14
2017,53599,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732017,ECCC_GHGRP:2022-04-14
2016,94801,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732016,ECCC_GHGRP:2022-04-14
2015,84830,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732015,ECCC_GHGRP:2022-04-14
2014,421916,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732014,ECCC_GHGRP:2022-04-14
2013,566927,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732013,ECCC_GHGRP:2022-04-14
2012,544822,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732012,ECCC_GHGRP:2022-04-14
2011,557420,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732011,ECCC_GHGRP:2022-04-14
2010,569975,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732010,ECCC_GHGRP:2022-04-14
2009,503835,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732009,ECCC_GHGRP:2022-04-14
2008,511640,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732008,ECCC_GHGRP:2022-04-14
2007,518700,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732007,ECCC_GHGRP:2022-04-14
2006,469193,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732006,ECCC_GHGRP:2022-04-14
2005,507342,ECCC_G10047:549300VQ7HOMKDCK3V73,ECCC_GHGRP:ECCC_G10047:549300VQ7HOMKDCK3V732005,ECCC_GHGRP:2022-04-14
2020,92162,ECCC_G11081:549300FWQYIGXQKTLF33,ECCC_GHGRP:ECCC_G11081:549300FWQYIGXQKTLF332020,ECCC_GHGRP:2022-04-14
2019,90953,ECCC_G11081:549300FWQYIGXQKTLF33,ECCC_GHGRP:ECCC_G11081:549300FWQYIGXQKTLF332019,ECCC_GHGRP:2022-04-14
2018,97725,ECCC_G11081:549300FWQYIGXQKTLF33,ECCC_GHGRP:ECCC_G11081:549300FWQYIGXQKTLF332018,ECCC_GHGRP:2022-04-14
2017,57549,ECCC_G11081:549300FWQYIGXQKTLF33,ECCC_GHGRP:ECCC_G11081:549300FWQYIGXQKTLF332017,ECCC_GHGRP:2022-04-14
2020,129184,ECCC_G10057:549300FWQYIGXQKTLF33,ECCC_GHGRP:ECCC_G10057:549300FWQYIGXQKTLF332020,ECCC_GHGRP:2022-04-14
2019,126751,ECCC_G10057:549300FWQYIGXQKTLF33,ECCC_GHGRP:ECCC_G10057:549300FWQYIGXQKTLF332019,ECCC_GHGRP:2022-04-14
2018,128687,ECCC_G10057:549300FWQYIGXQKTLF33,ECCC_GHGRP:ECCC_G10057:549300FWQYIGXQKTLF332018,ECCC_GHGRP:2022-04-14
2017,122352,ECCC_G10057:549300FWQYIGXQKTLF33,ECCC_GHGRP:ECCC_G10057:549300FWQYIGXQKTLF332017,ECCC_GHGRP:2022-04-14
2016,126188,ECCC_G10057:549300FWQYIGXQKTLF33,ECCC_GHGRP:ECCC_G10057:549300FWQYIGXQKTLF332016,ECCC_GHGRP:2022-04-14
2015,122045,ECCC_G10057:549300FWQYIGXQKTLF33,ECCC_GHGRP:ECCC_G10057:549300FWQYIGXQKTLF332015,ECCC_GHGRP:2022-04-14
2011,120412,ECCC_G10057:2549003MR3W2EFW61T28,ECCC_GHGRP:ECCC_G10057:2549003MR3W2EFW61T282011,ECCC_GHGRP:2022-04-14
2010,123922,ECCC_G10057:2549003MR3W2EFW61T28,ECCC_GHGRP:ECCC_G10057:2549003MR3W2EFW61T282010,ECCC_GHGRP:2022-04-14
2009,120601,ECCC_G10057:2549003MR3W2EFW61T28,ECCC_GHGRP:ECCC_G10057:2549003MR3W2EFW61T282009,ECCC_GHGRP:2022-04-14
2008,119989,ECCC_G10057:2549003MR3W2EFW61T28,ECCC_GHGRP:ECCC_G10057:2549003MR3W2EFW61T282008,ECCC_GHGRP:2022-04-14
2007,124271,ECCC_G10057:2549003MR3W2EFW61T28,ECCC_GHGRP:ECCC_G10057:2549003MR3W2EFW61T282007,ECCC_GHGRP:2022-04-14
2006,126183,ECCC_G10057:2549003MR3W2EFW61T28,ECCC_GHGRP:ECCC_G10057:2549003MR3W2EFW61T282006,ECCC_GHGRP:2022-04-14
2005,128574,ECCC_G10057:2549003MR3W2EFW61T28,ECCC_GHGRP:ECCC_G10057:2549003MR3W2EFW61T282005,ECCC_GHGRP:2022-04-14
2004,137393,ECCC_G10057:2549003MR3W2EFW61T28,ECCC_GHGRP:ECCC_G10057:2549003MR3W2EFW61T282004,ECCC_GHGRP:2022-04-14
2010,52654,ECCC_G10644:549300LB21L42P0HSR70,ECCC_GHGRP:ECCC_G10644:549300LB21L42P0HSR702010,ECCC_GHGRP:2022-04-14
2009,54037,ECCC_G10644:549300LB21L42P0HSR70,ECCC_GHGRP:ECCC_G10644:549300LB21L42P0HSR702009,ECCC_GHGRP:2022-04-14
2020,76690,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212020,ECCC_GHGRP:2022-04-14
2019,79895,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212019,ECCC_GHGRP:2022-04-14
2018,56303,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212018,ECCC_GHGRP:2022-04-14
2017,58113,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212017,ECCC_GHGRP:2022-04-14
2016,55106,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212016,ECCC_GHGRP:2022-04-14
2015,50331,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212015,ECCC_GHGRP:2022-04-14
2014,55494,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212014,ECCC_GHGRP:2022-04-14
2013,59549,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212013,ECCC_GHGRP:2022-04-14
2012,52671,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212012,ECCC_GHGRP:2022-04-14
2011,65119,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212011,ECCC_GHGRP:2022-04-14
2010,62811,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212010,ECCC_GHGRP:2022-04-14
2009,74103,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212009,ECCC_GHGRP:2022-04-14
2008,98589,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212008,ECCC_GHGRP:2022-04-14
2007,101965,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212007,ECCC_GHGRP:2022-04-14
2006,99608,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212006,ECCC_GHGRP:2022-04-14
2005,104329,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212005,ECCC_GHGRP:2022-04-14
2004,107000,ECCC_G10059:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G10059:54930056WZE8OYLZ03212004,ECCC_GHGRP:2022-04-14
2020,25435,ECCC_G12290:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G12290:54930056WZE8OYLZ03212020,ECCC_GHGRP:2022-04-14
2019,8531,ECCC_G12290:54930056WZE8OYLZ0321,ECCC_GHGRP:ECCC_G12290:54930056WZE8OYLZ03212019,ECCC_GHGRP:2022-04-14
2020,13475,ECCC_G11209:6THEVG93PYJH84S4D167,ECCC_GHGRP:ECCC_G11209:6THEVG93PYJH84S4D1672020,ECCC_GHGRP:2022-04-14
2019,13475,ECCC_G11209:6THEVG93PYJH84S4D167,ECCC_GHGRP:ECCC_G11209:6THEVG93PYJH84S4D1672019,ECCC_GHGRP:2022-04-14
2018,10660,ECCC_G11209:6THEVG93PYJH84S4D167,ECCC_GHGRP:ECCC_G11209:6THEVG93PYJH84S4D1672018,ECCC_GHGRP:2022-04-14
2017,13992,ECCC_G11209:6THEVG93PYJH84S4D167,ECCC_GHGRP:ECCC_G11209:6THEVG93PYJH84S4D1672017,ECCC_GHGRP:2022-04-14
2009,199540,ECCC_G10063:6THEVG93PYJH84S4D167,ECCC_GHGRP:ECCC_G10063:6THEVG93PYJH84S4D1672009,ECCC_GHGRP:2022-04-14
2005,188567,ECCC_G10063:6THEVG93PYJH84S4D167,ECCC_GHGRP:ECCC_G10063:6THEVG93PYJH84S4D1672005,ECCC_GHGRP:2022-04-14
2004,1201630,ECCC_G10063:6THEVG93PYJH84S4D167,ECCC_GHGRP:ECCC_G10063:6THEVG93PYJH84S4D1672004,ECCC_GHGRP:2022-04-14
2020,3724470,ECCC_G10065:549300F4XPHJ7NOSP309,ECCC_GHGRP:ECCC_G10065:549300F4XPHJ7NOSP3092020,ECCC_GHGRP:2022-04-14
2019,3386693,ECCC_G10065:549300F4XPHJ7NOSP309,ECCC_GHGRP:ECCC_G10065:549300F4XPHJ7NOSP3092019,ECCC_GHGRP:2022-04-14
2015,576547,ECCC_G10744:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10744:549300T15RIMIKZC5Q382015,ECCC_GHGRP:2022-04-14
2014,414773,ECCC_G10744:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10744:549300T15RIMIKZC5Q382014,ECCC_GHGRP:2022-04-14
2020,3606751,ECCC_G10465:549300F4XPHJ7NOSP309,ECCC_GHGRP:ECCC_G10465:549300F4XPHJ7NOSP3092020,ECCC_GHGRP:2022-04-14
2019,3625589,ECCC_G10465:549300F4XPHJ7NOSP309,ECCC_GHGRP:ECCC_G10465:549300F4XPHJ7NOSP3092019,ECCC_GHGRP:2022-04-14
2020,3462838,ECCC_G10324:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10324:549300T15RIMIKZC5Q382020,ECCC_GHGRP:2022-04-14
2020,14558,ECCC_G11166:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11166:549300T15RIMIKZC5Q382020,ECCC_GHGRP:2022-04-14
2020,12980,ECCC_G11183:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11183:549300T15RIMIKZC5Q382020,ECCC_GHGRP:2022-04-14
2019,3569779,ECCC_G10324:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10324:549300T15RIMIKZC5Q382019,ECCC_GHGRP:2022-04-14
2019,12639,ECCC_G11166:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11166:549300T15RIMIKZC5Q382019,ECCC_GHGRP:2022-04-14
2019,11691,ECCC_G11183:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11183:549300T15RIMIKZC5Q382019,ECCC_GHGRP:2022-04-14
2018,11105,ECCC_G11183:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11183:549300T15RIMIKZC5Q382018,ECCC_GHGRP:2022-04-14
2018,10663,ECCC_G12013:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G12013:549300T15RIMIKZC5Q382018,ECCC_GHGRP:2022-04-14
2017,12532,ECCC_G11166:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11166:549300T15RIMIKZC5Q382017,ECCC_GHGRP:2022-04-14
2017,11051,ECCC_G11183:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11183:549300T15RIMIKZC5Q382017,ECCC_GHGRP:2022-04-14
2014,70615,ECCC_G10775:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10775:549300T15RIMIKZC5Q382014,ECCC_GHGRP:2022-04-14
2009,2944899,ECCC_G10324:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10324:549300T15RIMIKZC5Q382009,ECCC_GHGRP:2022-04-14
2008,2879689,ECCC_G10324:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10324:549300T15RIMIKZC5Q382008,ECCC_GHGRP:2022-04-14
2007,2481802,ECCC_G10324:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10324:549300T15RIMIKZC5Q382007,ECCC_GHGRP:2022-04-14
2006,2493254,ECCC_G10324:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10324:549300T15RIMIKZC5Q382006,ECCC_GHGRP:2022-04-14
2005,1833320,ECCC_G10324:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10324:549300T15RIMIKZC5Q382005,ECCC_GHGRP:2022-04-14
2004,1455940,ECCC_G10324:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10324:549300T15RIMIKZC5Q382004,ECCC_GHGRP:2022-04-14
2008,4533770,ECCC_G10073:549300VU2OWM86LFP557,ECCC_GHGRP:ECCC_G10073:549300VU2OWM86LFP5572008,ECCC_GHGRP:2022-04-14
2007,4538415,ECCC_G10073:549300VU2OWM86LFP557,ECCC_GHGRP:ECCC_G10073:549300VU2OWM86LFP5572007,ECCC_GHGRP:2022-04-14
2006,4621301,ECCC_G10073:549300VU2OWM86LFP557,ECCC_GHGRP:ECCC_G10073:549300VU2OWM86LFP5572006,ECCC_GHGRP:2022-04-14
2005,4129284,ECCC_G10073:549300VU2OWM86LFP557,ECCC_GHGRP:ECCC_G10073:549300VU2OWM86LFP5572005,ECCC_GHGRP:2022-04-14
2004,4175884,ECCC_G10073:549300VU2OWM86LFP557,ECCC_GHGRP:ECCC_G10073:549300VU2OWM86LFP5572004,ECCC_GHGRP:2022-04-14
2020,141626,ECCC_G11902:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G11902:549300Z9RSLCM1W45F392020,ECCC_GHGRP:2022-04-14
2019,166819,ECCC_G11902:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G11902:549300Z9RSLCM1W45F392019,ECCC_GHGRP:2022-04-14
2018,145987,ECCC_G11902:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G11902:549300Z9RSLCM1W45F392018,ECCC_GHGRP:2022-04-14
2020,531171,ECCC_G10071:QQTTPMZD0WKQL0H5S472,ECCC_GHGRP:ECCC_G10071:QQTTPMZD0WKQL0H5S4722020,ECCC_GHGRP:2022-04-14
2019,506471,ECCC_G10071:QQTTPMZD0WKQL0H5S472,ECCC_GHGRP:ECCC_G10071:QQTTPMZD0WKQL0H5S4722019,ECCC_GHGRP:2022-04-14
2020,143346,ECCC_G10075:254900TQNYYLYHQXGL14,ECCC_GHGRP:ECCC_G10075:254900TQNYYLYHQXGL142020,ECCC_GHGRP:2022-04-14
2019,136574,ECCC_G10075:254900TQNYYLYHQXGL14,ECCC_GHGRP:ECCC_G10075:254900TQNYYLYHQXGL142019,ECCC_GHGRP:2022-04-14
2018,140226,ECCC_G10075:254900TQNYYLYHQXGL14,ECCC_GHGRP:ECCC_G10075:254900TQNYYLYHQXGL142018,ECCC_GHGRP:2022-04-14
2020,32848,ECCC_G10415:254900TQNYYLYHQXGL14,ECCC_GHGRP:ECCC_G10415:254900TQNYYLYHQXGL142020,ECCC_GHGRP:2022-04-14
2019,30457,ECCC_G10415:254900TQNYYLYHQXGL14,ECCC_GHGRP:ECCC_G10415:254900TQNYYLYHQXGL142019,ECCC_GHGRP:2022-04-14
2018,25748,ECCC_G10415:254900TQNYYLYHQXGL14,ECCC_GHGRP:ECCC_G10415:254900TQNYYLYHQXGL142018,ECCC_GHGRP:2022-04-14
2020,84601,ECCC_G10472:254900TQNYYLYHQXGL14,ECCC_GHGRP:ECCC_G10472:254900TQNYYLYHQXGL142020,ECCC_GHGRP:2022-04-14
2019,89236,ECCC_G10472:254900TQNYYLYHQXGL14,ECCC_GHGRP:ECCC_G10472:254900TQNYYLYHQXGL142019,ECCC_GHGRP:2022-04-14
2018,84392,ECCC_G10472:254900TQNYYLYHQXGL14,ECCC_GHGRP:ECCC_G10472:254900TQNYYLYHQXGL142018,ECCC_GHGRP:2022-04-14
2020,165059,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832020,ECCC_GHGRP:2022-04-14
2019,181878,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832019,ECCC_GHGRP:2022-04-14
2018,165497,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832018,ECCC_GHGRP:2022-04-14
2017,179344,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832017,ECCC_GHGRP:2022-04-14
2016,170405,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832016,ECCC_GHGRP:2022-04-14
2015,137620,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832015,ECCC_GHGRP:2022-04-14
2014,147052,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832014,ECCC_GHGRP:2022-04-14
2013,137904,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832013,ECCC_GHGRP:2022-04-14
2012,163259,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832012,ECCC_GHGRP:2022-04-14
2011,149862,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832011,ECCC_GHGRP:2022-04-14
2010,132300,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832010,ECCC_GHGRP:2022-04-14
2009,112336,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832009,ECCC_GHGRP:2022-04-14
2008,162855,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832008,ECCC_GHGRP:2022-04-14
2007,149597,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832007,ECCC_GHGRP:2022-04-14
2006,127828,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832006,ECCC_GHGRP:2022-04-14
2005,126964,ECCC_G10082:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10082:549300XC9E3MQMOFK3832005,ECCC_GHGRP:2022-04-14
2020,28772,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832020,ECCC_GHGRP:2022-04-14
2019,27844,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832019,ECCC_GHGRP:2022-04-14
2018,28666,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832018,ECCC_GHGRP:2022-04-14
2017,38890,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832017,ECCC_GHGRP:2022-04-14
2016,38375,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832016,ECCC_GHGRP:2022-04-14
2015,30314,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832015,ECCC_GHGRP:2022-04-14
2014,29980,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832014,ECCC_GHGRP:2022-04-14
2013,29035,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832013,ECCC_GHGRP:2022-04-14
2012,29156,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832012,ECCC_GHGRP:2022-04-14
2011,35774,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832011,ECCC_GHGRP:2022-04-14
2010,39546,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832010,ECCC_GHGRP:2022-04-14
2009,37779,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832009,ECCC_GHGRP:2022-04-14
2008,36568,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832008,ECCC_GHGRP:2022-04-14
2007,61460,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832007,ECCC_GHGRP:2022-04-14
2006,44841,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832006,ECCC_GHGRP:2022-04-14
2005,52681,ECCC_G10230:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10230:549300XC9E3MQMOFK3832005,ECCC_GHGRP:2022-04-14
2020,38407,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832020,ECCC_GHGRP:2022-04-14
2019,49290,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832019,ECCC_GHGRP:2022-04-14
2018,64165,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832018,ECCC_GHGRP:2022-04-14
2017,68585,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832017,ECCC_GHGRP:2022-04-14
2016,59152,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832016,ECCC_GHGRP:2022-04-14
2015,44875,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832015,ECCC_GHGRP:2022-04-14
2014,48477,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832014,ECCC_GHGRP:2022-04-14
2013,51880,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832013,ECCC_GHGRP:2022-04-14
2012,98547,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832012,ECCC_GHGRP:2022-04-14
2011,46836,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832011,ECCC_GHGRP:2022-04-14
2010,29202,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832010,ECCC_GHGRP:2022-04-14
2009,41929,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832009,ECCC_GHGRP:2022-04-14
2008,34353,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832008,ECCC_GHGRP:2022-04-14
2007,41431,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832007,ECCC_GHGRP:2022-04-14
2006,22717,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832006,ECCC_GHGRP:2022-04-14
2005,24790,ECCC_G10231:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10231:549300XC9E3MQMOFK3832005,ECCC_GHGRP:2022-04-14
2009,13740,ECCC_G10102:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10102:549300XC9E3MQMOFK3832009,ECCC_GHGRP:2022-04-14
2008,150994,ECCC_G10102:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10102:549300XC9E3MQMOFK3832008,ECCC_GHGRP:2022-04-14
2007,170866,ECCC_G10102:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10102:549300XC9E3MQMOFK3832007,ECCC_GHGRP:2022-04-14
2006,207901,ECCC_G10102:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10102:549300XC9E3MQMOFK3832006,ECCC_GHGRP:2022-04-14
2005,185432,ECCC_G10102:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10102:549300XC9E3MQMOFK3832005,ECCC_GHGRP:2022-04-14
2009,7298,ECCC_G10216:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10216:549300XC9E3MQMOFK3832009,ECCC_GHGRP:2022-04-14
2008,6092,ECCC_G10216:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10216:549300XC9E3MQMOFK3832008,ECCC_GHGRP:2022-04-14
2007,7588,ECCC_G10216:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10216:549300XC9E3MQMOFK3832007,ECCC_GHGRP:2022-04-14
